,Distribuidor,Fecha,Toneladas
47369,TAMBOS AQP,2021-04-17,201180.296395
47370,ARCANGEL,2021-04-19,29405.31452
47371,DIJISA - CHINCHA,2021-04-19,59913.752255
47372,DIPSA-ANDAHUAYLAS,2021-04-19,33828.604832
47373,FERROL,2021-04-19,30396.81182
47374,RODAMEOS,2021-04-19,95313.391721
47375,AGA - MOYOBAMBA,2021-04-20,5248.645597
47376,TAMBOS LIMA,2021-05-11,149500.072665
47377,URBANO,2021-05-11,571902.703656
47378,CODIJISA - TRUJILLO,2021-05-12,43710.286586
47379,DIJISA - HUANCAYO,2021-05-12,71921.032174
47380,DIPSA-ANDAHUAYLAS,2021-05-12,52346.427282
47381,EDUSA,2021-05-12,489713.157437
47382,MARRACHE,2021-05-12,564733.774828
47383,DISART,2021-05-13,74177.632051
47384,LANCERO - LA MERCED,2021-05-13,12416.064284
47387,CODIFER,2021-05-14,123335.113887
47388,DIJISA - LIMA,2021-05-14,178544.870917
47389,EDUFARMA MERCADO,2021-05-14,167887.448529
47390,LANCERO - TINGO MARIA,2021-05-14,11912.429511
47391,MELVIN MICHEL AL,2021-05-14,110918.300008
47392,SAN JUAN,2021-05-14,227523.040036
47394,TAYMI,2021-05-14,200140.320135
47395,VEGA - CENTRO,2021-05-14,92762.46541
47396,ZV,2021-05-14,56116.378552
47397,CODIJISA - PIURA,2021-05-15,86042.226786
47398,CURTIS ESTE,2021-05-15,201710.128338
47399,KONSUMASS,2021-05-15,84985.184063
47400,LA GENOVESA - MOQUEGUA,2021-05-15,5520.705831
47401,STA APOLONIA - T,2021-05-15,107747.732847
47402,TAMBOS AQP,2021-05-15,92528.122488
47403,AGA - TARAPOTO,2021-05-17,135416.753851
47404,CASA GRANDE,2021-05-17,172094.392863
47405,DISART,2021-05-17,877.780021
47406,EUROVA,2021-05-17,53649.151074
47407,LA GENOVESA - TACNA,2021-05-17,61298.683231
47408,LIDER - CHEPEN,2021-05-17,664880.826176
47409,CHUPACA BUSINESS,2021-05-18,43320.16428
47410,MYG,2021-05-18,1232.83938
47411,VEGA - NORTE,2021-05-18,175682.219685
47412,AGA - MOYOBAMBA,2021-05-19,21180.962928
47414,DIJISA - CHINCHA,2021-05-19,56514.232717
47415,FERROL,2021-05-19,34776.899631
47416,JRC - NAZCA,2021-05-19,85543.03653
47418,PATITA SAC,2021-05-19,106990.995797
47419,TCA SAC,2021-05-19,47588.577742
47420,5M DISTRIBUCIONES,2021-05-20,15532.114671
47421,DIJISA - AYACUCHO,2021-05-20,17796.533337
47423,ESTILOS,2021-05-20,2288.844308
47424,GRUPO SVS,2021-05-20,139112.742919
47425,MYL_HERMANOS,2021-05-20,56262.45197
47426,SIPAN - Y,2021-05-20,78013.013267
47428,CURTIS NORTE,2021-05-21,51751.31933
47429,LANCERO - PUCALLPA,2021-05-21,16604.359582
47431,PANAM,2021-05-21,304023.518279
47432,AGA - JAEN,2021-05-22,13820.642739
47433,DIPSA-AYACUCHO,2021-05-22,117896.106819
47434,GIANELA,2021-05-22,142764.747489
47435,JRC - ICA,2021-05-22,123710.150836
47436,MOLISAC,2021-05-22,126892.51517
47437,STA APOLONIA - CH,2021-05-22,141837.583199
47438,VEGA - SUR,2021-05-22,98276.999411
47439,ALMACENES_SEVILLANO,2021-05-23,4104.225017
47440,CORPORACION_VEGA,2021-05-23,250310.52239
47442,DIPSA-ABANCAY,2021-05-24,14528.958039
47444,ECONOMYSA,2021-05-24,133022.860475
47446,RODAMEOS,2021-05-24,62688.368146
47447,SODALES,2021-05-24,53745.086056
47448,VEGA - ESTE,2021-05-24,134540.867741
47450,CALLAYUC,2021-05-25,150463.40155
47452,DACIA - LIMA,2021-05-25,115482.934072
47454,LAGUI,2021-05-25,17088.57599
47455,ARCANGEL,2021-05-26,9604.956324
47456,CODIFER,2021-05-27,49145.524094
47457,DICOBELSA - LIMA,2021-05-27,113908.540457
47458,DYCART,2021-05-27,133341.01537
47459,GUMISA - HUARAZ,2021-05-27,22984.303085
47460,LA GENOVESA - ILO,2021-05-27,14052.064943
47461,LANCERO - HUANUCO,2021-05-27,18495.222873
47462,VEGA - CENTRO,2021-05-27,79073.49652
47463,RICMAN,2021-05-28,1762.098908
47464,SAUL,2021-05-28,40802.659628
47465,TAMBOS LIMA,2021-05-28,614788.657965
47466,URBANO,2021-05-28,287620.353841
47467,CODIJISA - TRUJILLO,2021-05-29,137570.338975
47468,DIJISA - HUANCAYO,2021-05-29,42248.30775
47469,DIPSA-ANDAHUAYLAS,2021-05-29,45365.920098
47470,DROGUERIA SAN MARTIN,2021-05-29,51784.16117
47471,EDUSA,2021-05-29,330267.909506
47472,MARRACHE,2021-05-29,986574.779055
47475,CODIFER,2021-05-31,139424.204285
47476,DIJISA - LIMA,2021-05-31,183781.655007
47477,EDUFARMA MERCADO,2021-05-31,668371.888767
47478,LANCERO - TINGO MARIA,2021-05-31,72808.582698
47479,MELVIN MICHEL AL,2021-05-31,131348.923726
47480,SAN JUAN,2021-05-31,381803.162296
47482,TAYMI,2021-05-31,201443.069545
47483,VEGA - CENTRO,2021-05-31,65281.875304
47484,ZV,2021-05-31,202868.590907
47485,CODIJISA - PIURA,2021-06-01,143357.967869
47486,CURTIS ESTE,2021-06-01,378397.765189
47487,DIJISA - CHINCHA,2021-06-01,37924.136827
47489,KONSUMASS,2021-06-01,87816.053153
47490,LA GENOVESA - MOQUEGUA,2021-06-01,0.073265
47491,STA APOLONIA - T,2021-06-01,79105.211669
47492,TAMBOS AQP,2021-06-01,192.0
47493,DIJISA - ICA,2021-06-02,161582.084494
47494,DROGUERIA SAN MARTIN,2021-06-02,57191.136916
47496,P&PJ CHINCHA,2021-06-02,62544.834272
47497,AGA - TARAPOTO,2021-06-03,101939.417572
47499,KONSUMASS,2021-02-24,125686.701459
47500,SODALES,2021-02-24,130749.997662
47501,TAMBOS AQP,2021-02-24,134356.064251
47503,AGA - JAEN,2021-02-25,52819.586798
47504,LA GENOVESA - TACNA,2021-02-25,227244.521489
47505,P&PJ CHINCHA,2021-02-25,116680.079701
47506,EUROVA,2021-02-26,138478.371899
47507,GIANELA,2021-02-26,24174.206701
47508,MYG,2021-02-26,88.4699
47509,STA APOLONIA - CH,2021-02-26,195236.387993
47510,CHUPACA BUSINESS,2021-02-27,137397.92562
47512,CODIJISA - CHIMBOTE,2021-02-27,274388.892349
47513,RICMAN,2021-02-27,243733.752249
47514,STA APOLONIA - T,2021-02-27,642872.256723
47515,CASA GRANDE,2021-03-01,192683.867934
47516,DIJISA - AYACUCHO,2021-03-01,29728.911205
47517,DIJISA - HUANCAYO,2021-03-01,101349.190452
47518,EDUSA,2021-03-01,250086.574361
47519,ESTILOS,2021-03-01,3728.181575
47520,LANCERO - LA MERCED,2021-03-01,20160.098739
47521,SIPAN - Y,2021-03-01,70688.730443
47522,CODIFER,2021-03-02,63522.366685
47523,DICOBELSA - LIMA,2021-03-02,147214.793421
47524,GUMISA - HUARAZ,2021-03-02,46467.749852
47525,VEGA - CENTRO,2021-03-02,76853.189575
47527,AGA - MOYOBAMBA,2021-03-03,39752.804758
47529,LANCERO - TINGO MARIA,2021-03-03,6264.313584
47530,LIDER - TRUJILLO,2021-03-03,6152.797653
47532,TAMBOS AQP,2021-03-03,166102.917997
47533,TAYMI,2021-03-03,152353.703178
47534,TEMMY,2021-03-03,125086.20546
47535,ZV,2021-03-03,105807.245908
47536,5M DISTRIBUCIONES,2021-03-04,218867.516171
47538,ECONOMYSA,2021-03-04,219479.228182
47539,VEGA - ESTE,2021-03-04,150252.798772
47541,EUROVA,2021-03-05,148681.082015
47542,LANCERO - LA MERCED,2021-03-05,10036.076047
47543,LANCERO - PUCALLPA,2021-03-05,41048.72464
47544,MARRACHE,2021-03-05,298318.135838
47545,RODAMEOS,2021-03-05,173579.644457
47546,CALLAYUC,2021-03-06,178515.716377
47548,DIPSA-AYACUCHO,2021-03-06,132014.651796
47549,DISART,2021-03-06,106189.661925
47550,JRC - ICA,2021-03-06,178755.467445
47551,VEGA - SUR,2021-03-06,68208.805854
47552,DIJISA - AYACUCHO,2021-03-08,56305.558219
47553,ESTILOS,2021-03-08,12752.410447
47554,LA GENOVESA - ILO,2021-03-08,18156.034186
47555,P&PJ CHINCHA,2021-03-08,86680.086476
47556,PATITA SAC,2021-03-08,73780.483416
47557,SAUL,2021-03-08,18632.260351
47558,SIPAN - Y,2021-03-08,85817.917143
47559,DIPSA-ANDAHUAYLAS,2021-03-09,247036.421994
47560,LAGUI,2021-03-09,6472.727683
47561,MYL_HERMANOS,2021-03-09,285879.26064
47562,URBANO,2021-03-09,261369.920944
47563,CHUPACA BUSINESS,2021-03-10,240729.935807
47564,CODIJISA - TRUJILLO,2021-03-10,73815.741019
47565,AGA - JAEN,2021-03-11,65068.786125
47566,DIJISA - LIMA,2021-03-11,150139.085695
47567,EDUFARMA MERCADO,2021-03-11,1427820.806229
47568,JRC - NAZCA,2021-03-11,74064.881174
47569,MELVIN MICHEL AL,2021-03-11,66052.667764
47571,SAN JUAN,2021-03-11,109187.837071
47572,VEGA - NORTE,2021-03-11,216081.862211
47574,ALMACENES_SEVILLANO,2021-03-12,4384.267937
47575,CODIJISA - PIURA,2021-03-12,63800.536615
47577,CURTIS ESTE,2021-03-12,472915.480841
47578,TAMBOS LIMA,2021-03-12,226789.661846
47579,TCA SAC,2021-03-12,69928.720519
47580,CALLAYUC,2021-03-13,164553.295779
47582,DIJISA - ICA,2021-03-13,23665.073716
47583,DROGUERIA SAN MARTIN,2021-03-13,50301.068056
47585,STA APOLONIA - T,2021-03-13,575398.823152
47586,CASA GRANDE,2021-03-15,71105.464118
47587,LA GENOVESA - TACNA,2021-03-15,17324.960377
47588,DIJISA - CHINCHA,2021-03-16,73645.965214
47589,GUMISA - HUARAZ,2021-03-16,47674.527375
47590,LA GENOVESA - MOQUEGUA,2021-03-16,26472.040465
47591,MYG,2021-03-16,88.553454
47592,RODAMEOS,2021-03-16,13224.343912
47593,URBANO,2021-03-16,106038.45001
47594,AGA - MOYOBAMBA,2021-03-17,14172.69852
47595,CODIJISA - TRUJILLO,2021-03-17,90485.082915
47596,GRUPO SVS,2021-03-17,42938.219239
47597,RICMAN,2021-03-17,255049.118696
47598,CURTIS NORTE,2021-03-18,146260.79763
47599,PANAM,2021-03-18,117587.266065
47601,LA GENOVESA - ILO,2021-03-19,28547.958976
47602,LANCERO - LA MERCED,2021-03-19,5176.164158
47603,LANCERO - PUCALLPA,2021-03-19,32421.194151
47604,MOLISAC,2021-03-19,206386.824205
47606,CODIFER,2021-03-20,221692.551487
47607,CORPORACION_VEGA,2021-03-20,274265.319722
47608,DICOBELSA - LIMA,2021-03-20,106777.773079
47609,FERROL,2021-03-20,22551.500739
47610,JRC - ICA,2021-03-20,150287.035963
47611,LYG-CD_SAC,2021-03-20,396139.244647
47612,VEGA - CENTRO,2021-03-20,55201.466155
47613,VEGA - SUR,2021-03-20,61761.187033
47614,LIDER - TRUJILLO,2021-03-21,2552.051608
47615,5M DISTRIBUCIONES,2021-03-22,77530.260538
47617,ECONOMYSA,2021-03-22,144898.49728
47618,P&PJ CHINCHA,2021-03-22,117716.658794
47619,SAN JUAN,2021-06-03,93482.938524
47620,VEGA - ESTE,2021-06-03,102277.715014
47621,VEGA - NORTE,2021-06-03,208754.310338
47623,ALMACENES_SEVILLANO,2021-06-04,0.041069
47625,CURTIS ESTE,2021-06-04,286486.889255
47626,EUROVA,2021-06-04,33464.155301
47627,GIANELA,2021-06-04,60561.024012
47628,LANCERO - PUCALLPA,2021-06-04,15276.698673
47629,MOLISAC,2021-06-04,119854.904732
47630,STA APOLONIA - CH,2021-06-04,150746.498168
47631,TAMBOS LIMA,2021-06-04,1643931.619464
47632,TCA SAC,2021-06-04,90918.714513
47633,DIPSA-AYACUCHO,2021-06-05,62849.518742
47635,STA APOLONIA - T,2021-06-05,118408.836326
47636,VEGA - SUR,2021-06-05,99481.917205
47637,PATITA SAC,2021-06-07,14464.302854
47638,SAUL,2021-06-07,21356.510707
47640,GUMISA - HUARAZ,2021-06-08,72677.652726
47641,LA GENOVESA - MOQUEGUA,2021-06-08,20920.061466
47642,LAGUI,2021-06-08,1192.874361
47643,MYG,2021-06-08,4790.568522
47644,MYL_HERMANOS,2021-06-08,118463.952169
47645,URBANO,2021-06-08,242613.443602
47646,CODIJISA - TRUJILLO,2021-06-09,86140.698854
47647,GRUPO SVS,2021-06-09,121534.960649
47648,RICMAN,2021-06-09,22643.84076
47649,CURTIS NORTE,2021-06-10,115026.972237
47651,JRC - NAZCA,2021-06-10,82505.747786
47652,SAN JUAN,2021-06-10,78995.201595
47653,VEGA - NORTE,2021-06-10,215217.537283
47655,ALMACENES_SEVILLANO,2021-06-11,7920.252711
47656,DIJISA - HUANCAYO,2021-06-11,33604.880858
47657,EDUSA,2021-06-11,709469.557731
47658,LA GENOVESA - ILO,2021-06-11,5964.056123
47659,LANCERO - PUCALLPA,2021-06-11,117905.179938
47660,MOLISAC,2021-06-11,130845.843825
47661,STA APOLONIA - CH,2021-06-11,141369.30398
47662,TAMBOS LIMA,2021-06-11,391554.566759
47663,TCA SAC,2021-06-11,303495.504561
47664,DIPSA-AYACUCHO,2021-06-12,77002.722403
47665,FERROL,2021-06-12,17265.269127
47667,STA APOLONIA - T,2021-06-12,229908.925275
47668,VEGA - SUR,2021-06-12,57648.875264
47670,AGA - JAEN,2021-06-14,57792.681502
47671,SAUL,2021-06-14,48892.60057
47673,CODIJISA - PIURA,2021-06-15,132481.907724
47674,GUMISA - HUARAZ,2021-06-15,71408.481816
47675,LA GENOVESA - MOQUEGUA,2021-06-15,37160.222802
47676,LAGUI,2021-06-15,0.589039
47677,MYG,2021-06-15,3400.600855
47678,URBANO,2021-06-15,279024.892607
47680,CODIJISA - CHIMBOTE,2021-06-16,74315.754297
47681,CODIJISA - TRUJILLO,2021-06-16,81557.210314
47683,GRUPO SVS,2021-06-16,256606.109146
47685,RICMAN,2021-06-16,10561.357276
47686,DACIA - LIMA,2021-06-17,95871.764919
47687,JRC - NAZCA,2021-06-17,26060.197735
47688,LANCERO - HUANUCO,2021-06-17,21027.288881
47689,LIDER - CHEPEN,2021-06-17,228124.864641
47690,VEGA - NORTE,2021-06-17,206977.104171
47692,DIJISA - HUANCAYO,2021-06-18,90131.650056
47693,EDUSA,2021-06-18,682684.434392
47694,LA GENOVESA - ILO,2021-06-18,19940.18905
47695,LANCERO - PUCALLPA,2021-06-18,45761.95854
47696,MOLISAC,2021-06-18,153411.333024
47697,SIPAN - Y,2021-06-18,163022.325615
47698,TAMBOS LIMA,2021-06-18,195147.297227
47699,TCA SAC,2021-06-18,175165.352358
47700,DIPSA-ANDAHUAYLAS,2021-06-19,113800.365869
47701,FERROL,2021-06-19,14025.058553
47703,VEGA - SUR,2021-06-19,90530.733788
47704,AGA - JAEN,2021-06-21,49516.131874
47705,MELVIN MICHEL AL,2021-06-21,0.03511
47706,CODIJISA - PIURA,2021-06-22,115842.180576
47707,LA GENOVESA - MOQUEGUA,2021-06-22,10335.671355
47708,MARRACHE,2021-06-22,1613879.203946
47709,MYG,2021-06-22,2968.338433
47710,CALLAYUC,2021-06-23,202144.638656
47712,CODIJISA - CHIMBOTE,2021-06-23,48012.642753
47714,DIJISA - ICA,2021-06-23,236081.175342
47715,DISART,2021-06-23,33834.464305
47717,JRC - ICA,2021-06-23,169941.161072
47718,LYG-CD_SAC,2021-06-23,73639.73343
47719,DACIA - LIMA,2021-06-24,78291.149212
47720,DIPSA-ABANCAY,2021-06-24,60024.432192
47721,DISTRIBUIDORA CCM,2021-06-24,179521.908135
47722,LANCERO - HUANUCO,2021-06-24,25036.370374
47723,LIDER - CHEPEN,2021-06-24,146202.321636
47724,SODALES,2021-06-24,127101.263306
47725,CASA GRANDE,2021-06-25,83606.296371
47726,DIJISA - HUANCAYO,2021-06-25,58712.459309
47727,EDUSA,2021-06-25,331035.591176
47728,LA GENOVESA - ILO,2021-06-25,16776.090309
47729,LA GENOVESA - TACNA,2021-06-25,179736.044521
47730,P&PJ CHINCHA,2021-06-25,80567.919239
47731,SIPAN - Y,2021-06-25,76290.4272
47732,TCA SAC,2021-06-25,80973.505016
47733,ARCANGEL,2021-06-26,28548.467885
47734,DIJISA - CHINCHA,2021-06-26,75071.292811
47735,DIPSA-ANDAHUAYLAS,2021-06-26,52112.249673
47736,FERROL,2021-06-26,14201.55338
47737,AGA - JAEN,2021-06-28,50528.977303
47738,LIDER - TRUJILLO,2021-02-26,10156.657995
47740,TCA SAC,2021-02-26,34282.510911
47742,GIANELA,2021-02-27,200425.980418
47744,MOLISAC,2021-02-27,375378.055594
47745,STA APOLONIA - CH,2021-02-27,505776.873692
47746,VEGA - ESTE,2021-02-27,7329.033423
47747,VEGA - NORTE,2021-02-27,7743.776112
47748,VEGA - SUR,2021-02-27,7603.719412
47749,5M DISTRIBUCIONES,2021-03-01,187265.401378
47751,DIPSA-AYACUCHO,2021-03-01,72497.732442
47752,GIANELA,2021-03-01,218366.527742
47753,RODAMEOS,2021-03-01,94336.986569
47754,STA APOLONIA - CH,2021-03-01,121046.577713
47755,VEGA - SUR,2021-03-01,-0.039049
47758,DYCART,2021-03-02,95058.914857
47759,LAGUI,2021-03-02,49713.128602
47760,JRC - ICA,2021-03-03,275724.156108
47761,RICMAN,2021-03-03,71046.504355
47762,SAUL,2021-03-03,42808.462958
47763,URBANO,2021-03-03,206534.898003
47765,CODIJISA - TRUJILLO,2021-03-04,132196.332699
47767,DACIA - LIMA,2021-03-04,59597.064659
47768,DICOBELSA - LIMA,2021-03-04,118307.614638
47769,DISTRIBUIDORA CCM,2021-03-04,26155.963672
47770,GUMISA - HUARAZ,2021-03-04,24420.602914
47771,LAGUI,2021-03-04,67074.4391
47772,LANCERO - HUANUCO,2021-03-04,72497.286354
47773,RICMAN,2021-03-05,28002.55446
47774,TAMBOS LIMA,2021-03-05,158072.241681
47775,URBANO,2021-03-05,236393.501164
47777,CODIJISA - TRUJILLO,2021-03-06,41944.450095
47778,DIJISA - HUANCAYO,2021-03-06,64124.128111
47779,DIPSA-ANDAHUAYLAS,2021-03-06,173377.933317
47780,EDUSA,2021-03-06,259532.277742
47781,LA GENOVESA - ILO,2021-03-06,21104.040283
47782,LANCERO - TINGO MARIA,2021-03-06,4892.305776
47783,SAN JUAN,2021-03-06,237892.355692
47784,TAYMI,2021-03-06,99113.400424
47787,EDUFARMA MERCADO,2021-03-08,2114471.665036
47788,MELVIN MICHEL AL,2021-03-08,2000.0
47790,ZV,2021-03-08,65586.705914
47791,AGA - TARAPOTO,2021-03-09,29784.772608
47792,CODIJISA - PIURA,2021-03-09,122398.42975
47794,KONSUMASS,2021-03-09,96477.317253
47795,LA GENOVESA - MOQUEGUA,2021-03-09,18304.161105
47796,LANCERO - LA MERCED,2021-03-09,1268.191793
47797,STA APOLONIA - T,2021-03-09,197877.606184
47798,DIJISA - ICA,2021-03-10,80938.531092
47799,DROGUERIA SAN MARTIN,2021-03-10,1092571.318353
47801,MYG,2021-03-10,336.568085
47803,CODIJISA - PIURA,2021-03-11,107761.576662
47804,DISART,2021-03-11,186884.011762
47805,LA GENOVESA - MOQUEGUA,2021-03-11,12652.252684
47806,LIDER - CHEPEN,2021-03-11,62004.523301
47807,TAMBOS AQP,2021-03-11,258713.542362
47808,ESTILOS,2021-03-12,0.272457
47809,GRUPO SVS,2021-03-12,175524.24255
47811,MYG,2021-03-12,20720.592666
47812,MYL_HERMANOS,2021-03-12,182547.017731
47813,P&PJ CHINCHA,2021-03-12,90662.269479
47814,SIPAN - Y,2021-03-12,138978.273592
47815,VEGA - NORTE,2021-03-12,116993.976277
47816,CASA GRANDE,2021-03-13,95052.837572
47817,DIJISA - CHINCHA,2021-03-13,59721.110513
47818,FERROL,2021-03-13,29817.686976
47819,JRC - NAZCA,2021-03-13,87827.161032
47820,LA GENOVESA - TACNA,2021-03-13,83785.868512
47821,LIDER - CHEPEN,2021-03-13,366668.5642
47822,TCA SAC,2021-03-13,26008.648022
47823,AGA - MOYOBAMBA,2021-03-15,19717.332469
47824,ALMACENES_SEVILLANO,2021-03-15,4608.885474
47825,FERROL,2021-03-15,39305.054534
47826,LANCERO - PUCALLPA,2021-03-15,188737.031104
47829,PANAM,2021-03-15,146459.04
47830,TCA SAC,2021-03-15,67426.537996
47831,TEMMY,2021-03-15,122818.764472
47832,5M DISTRIBUCIONES,2021-03-16,144959.376173
47833,AGA - JAEN,2021-03-16,27916.07818
47834,DIPSA-AYACUCHO,2021-03-16,282957.41019
47836,VEGA - SUR,2021-03-16,83329.381468
47837,CALLAYUC,2021-03-17,145079.170931
47839,CODIJISA - CHIMBOTE,2021-03-17,81939.29739
47841,CORPORACION_VEGA,2021-03-17,131325.172553
47843,LYG-CD_SAC,2021-03-17,180557.035559
47844,TEMMY,2021-03-17,103242.592666
47845,5M DISTRIBUCIONES,2021-03-18,147768.857331
47846,AGA - JAEN,2021-03-18,36556.920541
47847,JRC - ICA,2021-03-18,139906.176105
47848,SODALES,2021-03-18,204753.837879
47849,CALLAYUC,2021-03-19,296331.453248
47851,CODIJISA - CHIMBOTE,2021-03-19,87918.027189
47853,DACIA - LIMA,2021-03-19,79362.922124
47854,DISTRIBUIDORA CCM,2021-03-19,72074.17204
47855,LAGUI,2021-03-19,19764.120967
47856,LANCERO - HUANUCO,2021-03-19,15701.292007
47857,LYG-CD_SAC,2021-03-19,274703.51642
47858,ARCANGEL,2021-03-20,59974.221376
47859,EDUFARMA MERCADO,2021-05-15,1104515.964968
47860,5M DISTRIBUCIONES,2021-05-17,3484.084377
47861,AGA - JAEN,2021-05-17,116809.179581
47862,CODIFER,2021-05-17,87270.072182
47863,DICOBELSA - LIMA,2021-05-17,92491.28755
47864,DIJISA - ICA,2021-05-17,108637.493059
47865,DROGUERIA SAN MARTIN,2021-05-17,84725.623159
47866,EDUFARMA MERCADO,2021-05-17,1262959.035113
47867,VEGA - CENTRO,2021-05-17,53588.87211
47868,CODIJISA - PIURA,2021-05-18,67561.468454
47869,LANCERO - LA MERCED,2021-05-18,8319.123425
47870,LIDER - TRUJILLO,2021-05-18,88.19957
47871,TAMBOS AQP,2021-05-18,224328.776791
47872,DIJISA - ICA,2021-05-19,120781.575573
47873,DIJISA - LIMA,2021-05-19,108321.627308
47875,DROGUERIA SAN MARTIN,2021-05-19,88655.709956
47876,ECONOMYSA,2021-05-19,252612.922083
47878,JRC - ICA,2021-05-19,103864.274613
47879,SAN JUAN,2021-05-19,335984.39002
47880,VEGA - ESTE,2021-05-19,141025.320917
47881,ALMACENES_SEVILLANO,2021-05-20,123958.705454
47882,CURTIS ESTE,2021-05-20,194156.333349
47883,DACIA - LIMA,2021-05-20,87236.98964
47884,DIJISA - CHINCHA,2021-05-20,77049.587412
47885,DISTRIBUIDORA CCM,2021-05-20,27759.584405
47886,EUROVA,2021-05-20,83286.200884
47887,LANCERO - HUANUCO,2021-05-20,11499.902325
47888,LIDER - CHEPEN,2021-05-20,347932.551908
47889,TAMBOS AQP,2021-05-20,275157.130775
47890,DIPSA-AYACUCHO,2021-05-21,177261.301299
47891,ECONOMYSA,2021-05-21,165938.505516
47892,ESTILOS,2021-05-21,0.543297
47893,P&PJ CHINCHA,2021-05-21,77364.575828
47894,SIPAN - Y,2021-05-21,141853.630657
47895,AGA - TARAPOTO,2021-05-22,28589.058372
47896,DIJISA - CHINCHA,2021-05-22,58061.353968
47897,DIPSA-ANDAHUAYLAS,2021-05-22,127653.583518
47898,DYCART,2021-05-22,80221.961216
47899,PANAM,2021-05-22,110937.207712
47901,CODIFER,2021-05-24,202931.659386
47902,CORPORACION_VEGA,2021-05-24,90672.951789
47903,DICOBELSA - LIMA,2021-05-24,157218.923699
47904,EDUFARMA MERCADO,2021-05-24,1141093.150345
47905,GUMISA - HUARAZ,2021-05-24,31328.616781
47907,PANAM,2021-05-24,122101.945102
47908,VEGA - CENTRO,2021-05-24,53473.472541
47909,DIJISA - AYACUCHO,2021-05-25,31944.713394
47910,GRUPO SVS,2021-05-25,172615.67009
47911,LANCERO - LA MERCED,2021-05-25,484.122932
47912,RICMAN,2021-05-25,1446.196798
47913,CALLAYUC,2021-05-26,60923.598506
47914,CODIFER,2021-05-26,134607.140708
47915,CORPORACION_VEGA,2021-05-26,156701.188076
47916,CURTIS NORTE,2021-05-26,22436.845299
47917,DICOBELSA - LIMA,2021-05-26,154125.43268
47918,DIJISA - ICA,2021-05-26,246483.893601
47919,DIJISA - LIMA,2021-05-26,136968.497649
47920,DROGUERIA SAN MARTIN,2021-05-26,8778.551399
47921,JRC - NAZCA,2021-05-26,54499.819162
47922,LYG-CD_SAC,2021-05-26,505210.605101
47923,SAN JUAN,2021-05-26,127666.954306
47924,VEGA - CENTRO,2021-05-26,49153.449634
47926,CURTIS ESTE,2021-05-27,662920.533891
47927,DIPSA-ABANCAY,2021-05-27,5232.57388
47928,EUROVA,2021-05-27,3520.427253
47929,GIANELA,2021-05-27,245105.578436
47930,SODALES,2021-05-27,76784.99321
47931,STA APOLONIA - CH,2021-05-27,99021.393606
47932,TAMBOS AQP,2021-05-27,136206.343031
47933,TAMBOS LIMA,2021-05-27,200003.527722
47935,DIJISA - LIMA,2021-05-28,133045.053568
47936,P&PJ CHINCHA,2021-05-28,49103.460261
47937,SAN JUAN,2021-05-28,147014.572822
47938,AGA - TARAPOTO,2021-05-29,27090.308146
47939,ARCANGEL,2021-05-29,15580.705753
47941,CURTIS ESTE,2021-05-29,455026.372313
47942,DIJISA - CHINCHA,2021-05-29,77188.004484
47943,EUROVA,2021-05-29,31368.708303
47944,GIANELA,2021-05-29,164383.379829
47945,KONSUMASS,2021-05-29,68092.886647
47946,RODAMEOS,2021-05-29,40255.144422
47947,STA APOLONIA - CH,2021-05-29,222330.139442
47950,LA GENOVESA - MOQUEGUA,2021-05-31,23828.071504
47952,PANAM,2021-05-31,178398.860233
47953,URBANO,2021-05-31,293425.455189
47954,CODIJISA - TRUJILLO,2021-06-01,63042.830577
47955,DIJISA - AYACUCHO,2021-06-01,24032.78309
47956,GRUPO SVS,2021-06-01,93360.342219
47957,LANCERO - TINGO MARIA,2021-06-01,872.038505
47958,CORPORACION_VEGA,2021-06-02,134865.148626
47959,CURTIS NORTE,2021-06-02,29656.452802
47960,JRC - NAZCA,2021-06-02,65786.374916
47962,CODIJISA - TRUJILLO,2021-06-03,125370.695561
47963,GIANELA,2021-06-03,317876.460428
47964,LA GENOVESA - ILO,2021-06-03,15584.091477
47965,LANCERO - TINGO MARIA,2021-06-03,4255.167773
47966,MOLISAC,2021-06-03,143265.051202
47967,STA APOLONIA - CH,2021-06-03,103222.541296
47968,TAYMI,2021-06-03,107846.469098
47969,CURTIS NORTE,2021-06-04,77408.586386
47970,STA APOLONIA - T,2021-06-04,190906.312797
47972,GIANELA,2021-06-05,81914.735774
47973,RODAMEOS,2021-06-05,15135.202091
47974,STA APOLONIA - CH,2021-06-05,79386.470188
47976,MYG,2021-06-07,1.175119
47977,MYL_HERMANOS,2021-06-07,203256.223989
47978,URBANO,2021-06-07,191889.702979
47980,CODIJISA - CHIMBOTE,2021-06-08,36444.455348
47981,VEGA - ESTE,2021-03-22,119785.506454
47982,ARCANGEL,2021-03-23,36072.831275
47983,EUROVA,2021-03-23,84480.897108
47984,GIANELA,2021-03-23,127166.918129
47985,LAGUI,2021-03-23,159502.72825
47986,MYG,2021-03-23,4878.576577
47987,STA APOLONIA - CH,2021-03-23,116963.354529
47988,CHUPACA BUSINESS,2021-03-24,254120.892996
47990,CODIJISA - CHIMBOTE,2021-03-24,54663.424712
47991,DIPSA-AYACUCHO,2021-03-24,143684.208382
47992,JRC - ICA,2021-03-24,135055.0074
47993,STA APOLONIA - T,2021-03-24,155172.776585
