,SKU,Fecha,Toneladas
92396,PH ELITE  DH 4 X 12 LA,2021-05-10,7.778459
92397,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-23,3.672492
92400,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-02-23,82800.0
92409,PH ELITE CLÁSICO DH 2 X 10 CO,2021-01-29,1.001312
92410,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-24,139200.0
92414,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-07-17,64960.0
92424,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-02-25,5.629643
92428,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-03-17,38324.0
92433,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-01-22,64512.0
92439,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-09-30,225600.0
92440,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-22,72732.0
92445,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-31,16.268997
92447,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-04-21,1.04938
92452,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-22,111400.0
92459,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-09-16,158430.72
92461,PH ELITE  DH 4 X 12 LA,2019-10-02,16.760193
92472,PH ELITE DH 2 X 10 LA,2021-05-01,0.196469
92473,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-05-30,0.023078
92477,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-08,53504.0
92479,PH NOBLE DH 2 X 10,2020-08-28,31.375698
92480,PH ELITE DH 6 X 8 LA,2019-10-29,10.525736
92484,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-06-13,160424.0
92485,PH NOBLE DH 24 X 2,2020-11-03,1.846506
92486,PH HIGIENOL DH  4 X 12,2021-06-13,0.098754
92491,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-11-11,151976.0
92492,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-05,304800.0
92493,RC NOVA DH MEGAROLLO  2 X 6,2019-09-05,1.088041
92497,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-09-27,1997.946
92498,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-05-01,12001.536
92499,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-03-15,29440.0
92500,SE ELITE CORTADA 1000 X 12,2020-02-24,0.114764
92503,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-01-13,0.107875
92514,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-10-29,195520.0
92518,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-11-19,0.162006
92520,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-23,69200.0
92523,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-07,430914.816
92524,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-04,3872.0
92537,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-01-14,67396.0
92542,PH NOBLE DH 2 X 10,2021-05-27,10.987096
92549,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-15,155000.0
92551,PH ELITE DH 24 X 2 LA,2019-09-05,9.070723
92555,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-01-22,390029.184
92557,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-07-31,156160.0
92567,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-06-05,89076.544
92573,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-05-23,0.000167
92574,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-12-19,154544.0
92575,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-04-03,3.240718
92579,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-09-27,0.199247
92582,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-18,254784.0
92584,PH ELITE DH 6 X 8 LA,2019-12-31,6.402395
92589, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-24,3.750071
92591,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-04-03,0.027035
92592,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-12-29,34801.92
92608,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-03-09,419.976
92612,PH ELITE CLÁSICO DH 2 X 10 CO,2021-03-08,0.584926
92617,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-16,117819.904
92626,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-07-19,580.0
92637,PH ELITE DH 24 X 2 LA,2021-05-01,0.315192
92638,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-27,96512.0
92640,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-04,4320.0
92641,PH NOBLE DH 2 X 10,2019-10-01,20.097671
92644,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-21,151344.0
92649,PH ELITE DH 2 X 10 LA,2020-03-09,14.04708
92655,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-22,0.060092
92663,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-11-19,93630.976
92664,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-04,812.0
92671,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-10-11,839.916
92673,PH ELITE DH 24 X 2 LA,2020-02-01,5.168667
92675,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-06,157500.0
92682,PH ELITE DH 6 X 8 LA,2021-03-30,3.583062
92683,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-29,5200.0
92684,PH ELITE PLUS DH 24 X 2,2020-03-04,1.687225
92690,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-12-02,1.199898
92698,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-21,0.4035
92703,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-05-09,1440.0
92707,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-03-30,47400.0
92709, PH ELITE PLUS DH VERTICAL 6 X 8,2020-08-03,7.170275
92711,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-01,1681.344
92716,PH ELITE PLUS DH 24 X 2,2020-09-03,1.272874
92717,RC NOVA DH MEGAROLLO  2 X 6,2020-10-27,2.366368
92722,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-24,84480.0
92723,PH NOBLE DH 24 X 2,2021-03-09,1.430979
92729,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-17,0.114249
92731,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-02-06,21056.0
92733,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-11,0.347727
92734,PH ELITE DH 2 X 10 LA,2019-10-15,19.90301
92736,PH ELITE DUO  DH 4x12 25 METROS,2020-02-28,10.259494
92737,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-10,242274.816
92741,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-02-06,36597.6
92742,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-02-24,13306.88
92745,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-10-27,16800.0
92754,PH HIGIENOL DH 4x6 40 METROS,2021-04-19,7.492447
92756,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-07-03,133144.0
92758,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-06-25,625968.0
92759,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-24,1079.964
92767,RC NOVA DH MEGAROLLO  1 X 12,2020-04-05,0.015274
92769,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-30,246906.0
92770,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-06,1198.8
92772,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-07-15,140088.0
92779,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-20,144496.0
92785,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-03-26,31726.08
92791,PH ELITE DH 2 X 10 LA,2020-11-16,9.487414
92794,PH ELITE PLUS DH 24 X 2,2021-01-10,0.131845
92795,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-20,2.136662
92799,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-19,135355.392
92800,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-06-23,106216.0
92801,PH ELITE DUO  DH 4x12 25 METROS,2020-03-22,0.003509
92811,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-23,8352.0
92817,PH NOBLE DH 24 X 2,2021-02-20,1.413297
92820,PH ELITE DH 2 X 10 LA,2020-03-26,16.450599
92821,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-05-19,148095.36
92826,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-01-18,163444.0
92830,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-30,125353.728
92831,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-09-18,168168.0
92833,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-02-26,82010.88
92841,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-23,79677.248
92842,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-02-11,429601.536
92851, PH ELITE PLUS DH VERTICAL 6 X 8,2019-11-22,1.170255
92856,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-11-30,103800.6
92861,RC NOVA DH MEGAROLLO  2 X 6,2019-12-23,1.389034
92862,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-21,33043.2
92873,RC NOVA DH MEGAROLLO  1 X 12,2021-06-17,23.999544
92874,PH ELITE PLUS DH 24 X 2,2021-01-27,1.677826
92885,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-12-22,34528.0
92888,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-01-13,113259.5712
92892,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-12-09,103136.0
92897,RC NOVA DH MEGAROLLO  2 X 6,2020-06-03,3.303671
92899,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-08-02,11520.0
92901,PH ELITE DUO  DH 4x12 25 METROS,2019-10-05,5.072283
92905,SE ELITE CORTADA 1000 X 12,2019-10-21,0.103557
92906,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-02-12,284875.584
92907, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-27,0.199962
92910,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-12-26,217957.824
92912,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-26,1619.9676
92913,PH HIGIENOL DH 4x6 40 METROS,2020-01-14,6.92
92924,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-04-06,3.906614
92925,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-18,105676.0
92926,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-28,238800.0
92928,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-24,7.6315
92932,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-10-16,182759.168
92935,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-13,62460.0
92941,PH ELITE DUO  DH 6 x 8  25 METROS,2021-03-19,11.197986
92942,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-05-13,95872.0
92945,PH NOBLE DH 2 X 10,2020-04-01,29.074263
92951,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-31,482835.456
92958,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-18,1.763197
92967,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-23,1.159253
92969,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-19,288637.44
92973,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-07,158928.0
92976,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-01,599.976
92979,PH ELITE DH 24 X 2 LA,2021-05-04,8.672289
92980,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-10-01,115968.0
92985,PH NOBLE DH 2 X 10,2019-10-21,41.888917
92988,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-02-22,60160.0
92989,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-01-05,1.869483
92995,PH ELITE  DH 4 X 12 LA,2019-12-24,7.334217
92997,PH ELITE DH 6 X 8 LA,2021-03-10,2.840358
92998,PH ELITE DUO  DH 4x12 25 METROS,2019-09-21,4.878494
93002,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-21,839.988
93004,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-03-13,153600.0
93006,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-07-22,340985.664
93012,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-01-15,4634478.144
93013,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-10-12,203040.0
93014,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-05,284202.24
93020,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-03-05,44776.0
93028, PH ELITE PLUS DH VERTICAL 6 X 8,2021-01-13,3.422574
93032,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-01-08,152880.0
93034,SE ELITE CORTADA 1000 X 12,2019-11-10,0.001404
93036,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-27,156288.0
93037,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-09-03,574224.0
93042,PH ELITE  DH 4 X 12 LA,2021-02-11,5.501372
93043,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-11-07,107300.0
93046,PH ELITE CLÁSICO DH 2 X 10 CO,2019-12-29,0.195299
93047,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-07-06,33331.2
93050,PH NOBLE DH 2 X 10,2020-12-09,26.573629
93052,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-05-30,60928.0
93054,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-14,5.462681
93057,PH ELITE DH 2 X 10 LA,2019-09-25,16.279837
93063,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-03-24,230770.944
93069,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-12-22,0.747695
93074,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-04-19,155040.0
93075,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-17,33600.0
93079,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-04,0.02289
93081,PH NOBLE DH 24 X 2,2019-12-30,1.596432
93082,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-06-12,2.90499
93085,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-03,76200.0
93086,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-10,0.125747
93090, PH ELITE PLUS DH VERTICAL 6 X 8,2020-03-07,0.789235
93093,PH ELITE PLUS DH 24 X 2,2021-04-26,3.85345
93094,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-09-30,1295.9676
93095,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-06-13,2759.868
93103,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-04-03,126125.0
93104,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-04-07,145655.424
93105,PH ELITE DH 2 X 10 LA,2021-02-07,0.07539
93107,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-03-31,162000.0
93108,RC NOVA DH MEGAROLLO  2 X 6,2021-05-04,3.692284
93120,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-10,369472.0
93121,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-03-17,132263.04
93127,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-03-09,116696.0
93133,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-04,274416.0
93142,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-12,0.845643
93145,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-12-13,163152.0
93146,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-11-16,300624.0
93147,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-05-27,335553.408
93152,PH ELITE DH 6 X 8 LA,2020-04-29,11.927397
93153,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-08-05,7.588811
93154, PH ELITE PLUS DH VERTICAL 6 X 8,2021-04-26,0.910062
93160,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-09-14,116288.0
93161,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-12-23,240768.0
93171,RC NOVA DH MEGAROLLO  1 X 12,2020-07-20,31.459621
93172,PH ELITE DH 2 X 10 LA,2021-02-04,8.701803
93173,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-27,5082855.552
93179,PH HIGIENOL DH  4 X 12,2020-04-18,7.98568
93181,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-03-31,4751.946
93183,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-01-30,223621.952
93184,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-04-28,127020.0
93189,PH HIGIENOL DH 4x6 40 METROS,2021-05-06,6.080292
93193,PH ELITE  DH 4 X 12 LA,2020-04-05,0.003194
93195,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-09-07,0.581181
93204,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-14,152600.0
93206,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-16,0.046899
93207,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-04-04,314885.8368
93208,PH HIGIENOL DH  4 X 12,2020-04-29,8.511169
93215,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-23,1856.0
93216,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-02-06,371717.8752
93218,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-01-31,61799.4
93226,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-05,73428.0
93231,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-14,1.105866
93240,PH NOBLE DH 24 X 2,2021-02-28,0.021471
93244,RC NOVA DH MEGAROLLO  1 X 12,2020-07-31,31.177735
93245,PH ELITE DH 24 X 2 LA,2020-02-07,7.011884
93248,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-18,83000.0
93249,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-27,0.287
93251,SE ELITE CORTADA 1000 X 12,2021-01-15,0.191129
93258,PH HIGIENOL DH  4 X 12,2020-12-20,0.172983
93261,PH NOBLE DH 2 X 10,2019-10-07,34.087062
93266,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-07,67400.0
93278,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-04,66931.2
93280,PH ELITE DUO  DH 6 x 8  25 METROS,2020-07-24,38.639784
93282,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-14,0.889724
93288,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-05-24,42051.2256
93289,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-10-04,323028.1728
93293,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-25,275781.312
93295,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-24,0.17508
93297,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-30,40960.0
93301,PH NOBLE DH 24 X 2,2020-02-25,1.672212
93302,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-01-18,65540.0
93303,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-01,880.0
93308,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-02-18,4.77209
93309,SE ELITE CORTADA 1000 X 12,2021-03-16,0.126046
93312,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-02-14,0.109381
93317,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-11-05,299.988
93318,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-12,56608.0
93322,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-01-07,68000.0
93323,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-12-16,89779.2
93325,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-05-19,57304.0
93326,PH HIGIENOL DH 4x6 40 METROS,2020-05-07,5.971772
93328,PH ELITE DH 24 X 2 LA,2020-05-17,0.124866
93331,PH ELITE DH 6 X 8 LA,2020-11-21,4.699816
93335,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-11,59904.0
93340,PH NOBLE DH 2 X 10,2020-07-05,0.353104
93343,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-25,464.0
93345,RC NOVA DH MEGAROLLO  2 X 6,2020-07-07,3.526438
93346,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-21,384000.0
93351,RC NOVA DH MEGAROLLO  1 X 12,2021-06-28,4.385471
93355,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-04-29,55552.0
93359,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-08,366600.96
93363,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-27,0.643213
93371,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-08,231616.0
93373,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-04-19,2.539402
93375,PH HIGIENOL DH  4 X 12,2021-02-15,2.912589
93379,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-02-12,80280.0
93381,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-19,133800.0
93382,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-07,168200.0
93386,PH ELITE DH 2 X 10 LA,2020-08-28,12.959807
93394,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-05,8256.1536
93406,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-02-10,80798.848
93414,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-09-13,464.0
93416,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-10-09,204192.0
93417,PH ELITE PLUS DH 24 X 2,2020-02-10,2.282064
93419,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-07-09,120000.0
93423,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-10-21,141868.0
93428,RC NOVA DH MEGAROLLO  2 X 6,2019-09-25,1.004749
93429,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-05-29,97152.0
93434,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-01,39104.0
93435,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-10,0.089739
93438,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-01-30,0.363622
93443,RC NOVA DH MEGAROLLO  2 X 6,2021-05-21,3.633521
93444,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-01-29,65308.0
93449,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-18,150452.032
93451,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-09-18,779.976
93460,PH ELITE DH 6 X 8 LA,2020-03-03,8.087851
93461,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-15,303149.7216
93470,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-25,600.0
93472,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-05-11,599.976
93473,PH ELITE PLUS DH 24 X 2,2021-03-31,4.513892
93474,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-12-04,238500.0
93480,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-21,186667.776
93493,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-03-07,69200.0
93494,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-30,5552633.088
93501,PH ELITE CLÁSICO DH 2 X 10 CO,2020-09-20,0.011869
93508,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-09-10,58696.0
93511,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-08-24,102024.0
93514,PH ELITE DH 24 X 2 LA,2021-02-24,9.0142
93515,PH ELITE DH 2 X 10 LA,2020-11-10,10.69576
93516,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-08,264848.256
93520,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-27,0.088253
93521,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-18,6.531066
93523,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-10-19,58240.0
93529,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-10,2.448155
93530,PH ELITE DH 24 X 2 LA,2021-02-13,11.927731
93531,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-13,3.311273
93532,PH ELITE PLUS DH 24 X 2,2020-05-15,2.112563
93533,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-28,6000.0
93538,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-18,264192.0
93540,PH ELITE  DH 4 X 12 LA,2020-04-19,0.453548
93547,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-11,191864.0
93549,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-26,30312.8064
93552,PH ELITE CLÁSICO DH 2 X 10 CO,2020-06-01,1.058499
93553,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-11-19,3443618.304
93558,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-21,338873.472
93560,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-12-13,5808.0
93563,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-20,3608.0
93569,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-08-31,123000.0
