,Distribuidor,Fecha,Cantidad
43625,LANCERO - TINGO MARIA,2021-01-13,391.67
43626,LIDER - TRUJILLO,2021-01-13,886.0
43628,TAYMI,2021-01-13,10347.42
43629,TEMMY,2021-01-13,6174.92
43630,ZV,2021-01-13,3217.0
43631,5M DISTRIBUCIONES,2021-01-14,1199.53
43633,ECONOMYSA,2021-01-14,5860.99
43635,STA APOLONIA - T,2021-01-14,7257.3
43636,VEGA - ESTE,2021-01-14,1549.64
43637,DACIA - LIMA,2021-01-15,1087.87
43639,LAGUI,2021-01-15,1534.25
43640,CASA GRANDE,2021-01-16,10135.43
43641,DIPSA-AYACUCHO,2021-01-16,11385.77
43642,JRC - ICA,2021-01-16,2434.51
43643,LA GENOVESA - TACNA,2021-01-16,682.21
43644,AGA - MOYOBAMBA,2021-01-18,803.97
43645,PATITA SAC,2021-01-18,7427.76
43646,RICMAN,2021-01-18,5575.0
43647,SAUL,2021-01-18,2154.13
43648,TAMBOS LIMA,2021-01-18,19041.43
43649,TCA SAC,2021-01-18,1888.48
43650,5M DISTRIBUCIONES,2021-01-19,713.83
43651,DIPSA-ANDAHUAYLAS,2021-01-19,1110.92
43652,MYL_HERMANOS,2021-01-19,11222.63
43653,LANCERO - LA MERCED,2021-01-20,43.58
43654,LANCERO - PUCALLPA,2021-01-20,1126.83
43656,AGA - JAEN,2021-01-21,848.99
43657,CODIFER,2021-01-21,2855.78
43658,DICOBELSA - LIMA,2021-01-21,1258.51
43659,DIJISA - LIMA,2021-01-21,850.56
43660,DIPSA-AYACUCHO,2021-01-21,4558.12
43661,EDUFARMA MERCADO,2021-01-21,8995.25
43662,JRC - ICA,2021-01-21,2081.4
43663,MELVIN MICHEL AL,2021-01-21,12881.0
43664,SAN JUAN,2021-01-21,3140.87
43665,VEGA - CENTRO,2021-01-21,2017.54
43666,VEGA - SUR,2021-01-21,1283.84
43667,ALMACENES_SEVILLANO,2021-01-22,606.0
43668,CODIJISA - PIURA,2021-01-22,5388.29
43669,CURTIS ESTE,2021-01-22,1026.08
43670,DISTRIBUIDORA CCM,2021-01-22,19966.0
43672,DYCART,2021-01-22,15739.5
43673,KONSUMASS,2021-01-22,1957.78
43674,LA GENOVESA - MOQUEGUA,2021-01-22,351.63
43675,LANCERO - HUANUCO,2021-01-22,414.42
43676,LIDER - TRUJILLO,2021-01-22,274.67
43677,TAMBOS AQP,2021-01-22,1937.1
43678,TAMBOS LIMA,2021-01-22,16779.95
43679,LANCERO - TINGO MARIA,2020-10-27,97.8
43680,LIDER - TRUJILLO,2020-10-27,151.42
43681,RICMAN,2020-10-27,3351.0
43682,CURTIS NORTE,2020-10-28,266.73
43683,DIJISA - LIMA,2020-10-28,625.35
43684,JRC - NAZCA,2020-10-28,352.94
43686,SAN JUAN,2020-10-28,3889.09
43687,VEGA - NORTE,2020-10-28,5049.78
43689,ALMACENES_SEVILLANO,2020-10-29,255.0
43691,CURTIS ESTE,2020-10-29,688.52
43692,EUROVA,2020-10-29,86535.63
43693,GIANELA,2020-10-29,1590.89
43694,LANCERO - PUCALLPA,2020-10-29,1452.82
43695,MOLISAC,2020-10-29,3865.47
43696,STA APOLONIA - CH,2020-10-29,3584.35
43697,TAMBOS LIMA,2020-10-29,20489.25
43698,TCA SAC,2020-10-29,1364.75
43699,DIPSA-AYACUCHO,2020-10-30,4913.34
43701,STA APOLONIA - T,2020-10-30,5416.74
43702,VEGA - SUR,2020-10-30,1213.71
43704,AGA - TARAPOTO,2020-10-31,4710.74
43705,DYCART,2020-10-31,23253.88
43706,KONSUMASS,2020-10-31,5373.16
43707,TEMMY,2020-10-31,1152.31
43710,GUMISA - HUARAZ,2020-11-02,1249.67
43711,LA GENOVESA - MOQUEGUA,2020-11-02,205.2
43712,LAGUI,2020-11-02,6042.0
43713,MYG,2020-11-02,365.0
43714,MYL_HERMANOS,2020-11-02,11691.33
43715,URBANO,2020-11-02,707.56
43716,CODIJISA - TRUJILLO,2020-11-03,1764.32
43718,GRUPO SVS,2020-11-03,824.11
43719,RICMAN,2020-11-03,2027.0
43720,CURTIS NORTE,2020-11-04,439.24
43721,DACIA - LIMA,2020-11-04,1481.48
43722,JRC - NAZCA,2020-11-04,543.88
43723,VEGA - NORTE,2020-11-04,4627.0
43725,ALMACENES_SEVILLANO,2020-11-05,302.0
43726,DIJISA - HUANCAYO,2020-11-05,422.98
43727,EDUSA,2020-11-05,2079.62
43728,LA GENOVESA - ILO,2020-11-05,49.08
43729,LANCERO - PUCALLPA,2020-11-05,1128.65
43730,MOLISAC,2020-11-05,5383.68
43732,SIPAN - Y,2020-11-05,6049.82
43733,TAMBOS LIMA,2020-11-05,10701.66
43734,TCA SAC,2020-11-05,1789.63
43735,FERROL,2020-11-06,1718.68
43737,VEGA - SUR,2020-11-06,1530.11
43738,AGA - MOYOBAMBA,2020-11-07,475.75
43739,AGA - TARAPOTO,2020-11-07,490.38
43740,KONSUMASS,2020-11-07,1845.24
43742,TEMMY,2020-11-07,1390.08
43744,ZV,2020-11-07,4549.47
43745,MELVIN MICHEL AL,2020-11-08,7190.25
43746,CODIJISA - PIURA,2020-11-09,10826.21
43747,LA GENOVESA - MOQUEGUA,2020-11-09,94.25
43748,LAGUI,2020-11-09,70.0
43749,MYG,2020-11-09,586.8
43750,URBANO,2020-11-09,1503.41
43751,CODIJISA - CHIMBOTE,2020-11-10,1195.77
43753,DISART,2020-11-10,5706.25
43754,GRUPO SVS,2020-11-10,778.23
43756,JRC - ICA,2020-11-10,2569.28
43757,DACIA - LIMA,2020-11-11,1784.27
43758,DISTRIBUIDORA CCM,2020-11-11,96978.0
43759,JRC - NAZCA,2020-11-11,551.91
43760,LANCERO - HUANUCO,2020-11-11,439.0
43761,LIDER - CHEPEN,2020-11-11,267.98
43762,SODALES,2020-11-11,5817.6
43763,VEGA - NORTE,2020-11-11,8150.2
43765,CASA GRANDE,2020-11-12,11035.27
43766,DIJISA - HUANCAYO,2020-11-12,348.94
43767,EDUSA,2020-11-12,1569.05
43768,ESTILOS,2020-11-12,728.92
43769,LA GENOVESA - ILO,2020-11-12,45.83
43770,LA GENOVESA - TACNA,2020-11-12,1450.39
43771,MOLISAC,2020-11-12,5131.91
43773,P&PJ CHINCHA,2020-11-12,7808.11
43774,SIPAN - Y,2020-11-12,6068.13
43775,TCA SAC,2020-11-12,2476.18
43776,DIPSA-ANDAHUAYLAS,2020-11-13,2251.29
43777,FERROL,2020-11-13,1342.41
43778,AGA - MOYOBAMBA,2020-11-14,105.8
43779,CHUPACA BUSINESS,2020-11-14,15.0
43781,TEMMY,2020-11-14,2835.16
43782,ZV,2020-11-14,4265.08
43783,MELVIN MICHEL AL,2020-11-15,7243.77
43784,CODIJISA - PIURA,2020-11-16,10693.84
43785,LA GENOVESA - MOQUEGUA,2020-11-16,222.88
43786,LANCERO - LA MERCED,2020-11-16,63.75
43787,MARRACHE,2020-11-16,1322.71
43788,MYG,2020-11-16,964.71
43789,CALLAYUC,2020-11-17,6199.69
43791,CODIJISA - CHIMBOTE,2020-11-17,904.94
43793,DIJISA - ICA,2020-11-17,564.03
43794,DISART,2020-11-17,4951.5
43796,JRC - ICA,2020-11-17,2190.78
43797,LYG-CD_SAC,2020-11-17,10501.0
43798,DACIA - LIMA,2020-11-18,1290.98
43799,DIPSA-ABANCAY,2020-11-18,520.75
43800,DISTRIBUIDORA CCM,2020-11-18,29117.0
43801,DIJISA - CHINCHA,2021-04-23,1328.28
43802,AGA - MOYOBAMBA,2021-04-24,619.63
43803,CHUPACA BUSINESS,2021-04-24,1692.23
43805,PANAM,2021-04-24,416.76
43806,CALLAYUC,2021-04-26,3693.79
43807,CORPORACION_VEGA,2021-04-26,953.26
43808,DIJISA - AYACUCHO,2021-04-26,557.68
43809,PATITA SAC,2021-04-26,3174.62
43810,CALLAYUC,2021-04-27,3866.22
43812,CORPORACION_VEGA,2021-04-27,705.13
43813,DIPSA-ABANCAY,2021-04-27,340.83
43814,JRC - ICA,2021-04-27,2648.24
43815,LIDER - TRUJILLO,2021-04-27,285.0
43816,LYG-CD_SAC,2021-04-27,7672.0
43817,CURTIS NORTE,2021-04-28,292.33
43818,DIPSA-ABANCAY,2021-04-28,467.75
43820,DISTRIBUIDORA CCM,2021-04-28,29746.0
43821,ECONOMYSA,2021-04-28,4034.41
43822,LIDER - TRUJILLO,2021-04-28,213.83
43823,SODALES,2021-04-28,11297.86
43824,VEGA - ESTE,2021-04-28,1838.59
43825,ALMACENES_SEVILLANO,2021-04-29,4899.0
43827,ECONOMYSA,2021-04-29,2729.81
43828,GIANELA,2021-04-29,6936.68
43829,RODAMEOS,2021-04-29,15145.0
43830,STA APOLONIA - CH,2021-04-29,3443.35
43831,VEGA - ESTE,2021-04-29,1683.87
43832,ARCANGEL,2021-04-30,4466.71
43833,DIPSA-AYACUCHO,2021-04-30,4413.47
43834,GIANELA,2021-04-30,5692.69
43835,RODAMEOS,2021-04-30,132.0
43837,CODIFER,2021-05-03,2480.37
43838,DICOBELSA - LIMA,2021-05-03,1450.24
43839,GUMISA - HUARAZ,2021-05-03,813.05
43840,LANCERO - LA MERCED,2021-05-03,39.23
43841,MARRACHE,2021-05-03,5274.08
43842,SAUL,2021-05-03,1542.54
43843,URBANO,2021-05-03,4246.75
43844,VEGA - CENTRO,2021-05-03,1267.17
43845,CODIFER,2021-05-04,1862.42
43846,CODIJISA - TRUJILLO,2021-05-04,644.15
43847,DICOBELSA - LIMA,2021-05-04,1462.78
43848,DROGUERIA SAN MARTIN,2021-05-04,4571.38
43849,LANCERO - TINGO MARIA,2021-05-04,110.38
43850,RICMAN,2021-05-04,2321.0
43851,TAYMI,2021-05-04,11754.45
43852,VEGA - CENTRO,2021-05-04,3453.48
43853,DIJISA - LIMA,2021-05-05,685.95
43854,LANCERO - TINGO MARIA,2021-05-05,213.79
43855,SAN JUAN,2021-05-05,2879.26
43856,TAMBOS AQP,2021-05-05,1214.31
43857,TAYMI,2021-05-05,12299.42
43859,CURTIS ESTE,2021-05-06,750.55
43860,DIJISA - LIMA,2021-05-06,493.79
43861,EUROVA,2021-05-06,16358.5
43862,SAN JUAN,2021-05-06,3372.63
43863,TAMBOS LIMA,2021-05-06,16592.35
43864,CURTIS ESTE,2021-05-07,761.55
43865,DIJISA - CHINCHA,2021-05-07,2245.5
43866,EUROVA,2021-05-07,20374.28
43867,STA APOLONIA - T,2021-05-07,2996.13
43868,AGA - TARAPOTO,2021-05-08,777.46
43869,KONSUMASS,2021-05-08,3188.11
43870,STA APOLONIA - T,2021-05-08,2990.08
43871,DIJISA - AYACUCHO,2021-05-10,303.22
43872,LA GENOVESA - MOQUEGUA,2021-05-10,56.0
43873,MYG,2021-05-10,554.55
43874,MYL_HERMANOS,2021-05-10,5704.25
43875,PATITA SAC,2021-05-10,4805.12
43877,GRUPO SVS,2021-05-11,1195.53
43878,MYL_HERMANOS,2021-05-11,8427.63
43879,CURTIS NORTE,2021-05-12,223.92
43881,GRUPO SVS,2021-05-12,1136.3
43882,JRC - NAZCA,2021-05-12,337.93
43883,LIDER - TRUJILLO,2021-05-12,371.0
43884,VEGA - NORTE,2021-05-12,4301.63
43885,ALMACENES_SEVILLANO,2021-05-13,1889.0
43886,CURTIS NORTE,2021-05-13,229.81
43888,GIANELA,2021-05-13,3192.88
43889,JRC - NAZCA,2021-05-13,406.14
43890,LANCERO - PUCALLPA,2021-05-13,1292.33
43891,MOLISAC,2021-05-13,2508.34
43892,STA APOLONIA - CH,2021-05-13,3297.3
43893,TCA SAC,2021-05-13,1413.05
43895,VEGA - ESTE,2021-05-13,2037.46
43896,VEGA - NORTE,2021-05-13,4174.61
43897,ALMACENES_SEVILLANO,2021-05-14,152.0
43899,DIPSA-AYACUCHO,2021-05-14,3676.94
43900,FERROL,2021-05-14,1707.75
43901,GIANELA,2021-05-14,527.45
43903,LANCERO - PUCALLPA,2021-05-14,1919.79
43904,MOLISAC,2021-05-14,2720.55
43905,STA APOLONIA - CH,2021-05-14,3424.87
43906,TCA SAC,2021-05-14,1220.88
43908,VEGA - SUR,2021-05-14,1401.29
43909,DIPSA-AYACUCHO,2021-05-15,6897.86
43910,DYCART,2021-05-15,11292.0
43912,TEMMY,2021-05-15,1737.97
43913,VEGA - SUR,2021-05-15,1762.49
43915,GUMISA - HUARAZ,2021-05-17,8166.22
43916,LAGUI,2021-05-17,312.0
43917,SAUL,2021-05-17,1442.75
43918,URBANO,2021-05-17,5313.3
43919,CODIJISA - CHIMBOTE,2021-05-18,1152.01
43920,CODIJISA - TRUJILLO,2021-05-18,1460.22
43922,GUMISA - HUARAZ,2021-05-18,1345.13
43924,CODIJISA - CHIMBOTE,2021-03-20,1058.96
43925,DISTRIBUIDORA CCM,2021-03-20,28028.0
43926,DYCART,2021-03-20,24760.0
43927,GUMISA - HUARAZ,2021-03-20,10281.05
43928,LA GENOVESA - ILO,2021-03-20,70.25
43929,LANCERO - HUANUCO,2021-03-20,407.0
43930,CODIJISA - TRUJILLO,2021-03-22,1286.89
43931,DIJISA - HUANCAYO,2021-03-22,476.62
43932,DIPSA-ANDAHUAYLAS,2021-03-22,3074.25
43933,EDUSA,2021-03-22,1280.29
43934,LAGUI,2021-03-22,2300.0
43935,LANCERO - LA MERCED,2021-03-23,53.1
43938,CODIFER,2021-03-24,3187.22
43939,DICOBELSA - LIMA,2021-03-24,1775.46
43940,DIJISA - LIMA,2021-03-24,1098.45
43941,EDUFARMA MERCADO,2021-03-24,5472.23
43942,LA GENOVESA - ILO,2021-03-24,181.0
43943,LANCERO - TINGO MARIA,2021-03-24,119.63
43944,MELVIN MICHEL AL,2021-03-24,10250.04
43945,SAN JUAN,2021-03-24,2504.17
43947,TAYMI,2021-03-24,7225.87
43948,VEGA - CENTRO,2021-03-24,1369.63
43949,ZV,2021-03-24,3053.32
43950,CODIJISA - PIURA,2021-03-25,29215.88
43951,CURTIS ESTE,2021-03-25,756.18
43953,KONSUMASS,2021-03-25,6230.69
43954,STA APOLONIA - T,2021-03-25,5872.54
43955,TAMBOS AQP,2021-03-25,1924.67
43956,TAMBOS LIMA,2021-03-25,21269.46
43957,DIJISA - ICA,2021-03-26,616.79
43958,DROGUERIA SAN MARTIN,2021-03-26,9541.05
43960,MARRACHE,2021-03-26,3067.12
43961,AGA - TARAPOTO,2021-03-27,1029.47
43962,CASA GRANDE,2021-03-27,10440.59
43963,DISART,2021-03-27,5492.69
43964,EUROVA,2021-03-27,18857.0
43965,LA GENOVESA - TACNA,2021-03-27,687.58
43966,LIDER - CHEPEN,2021-03-27,548.89
43968,DIJISA - CHINCHA,2021-03-29,1058.5
43969,JRC - NAZCA,2021-03-29,1123.76
43970,LA GENOVESA - MOQUEGUA,2021-03-29,360.48
43972,PATITA SAC,2021-03-29,7944.98
43973,DIJISA - AYACUCHO,2021-03-30,508.19
43974,ESTILOS,2021-03-30,1151.08
43975,GRUPO SVS,2021-03-30,18042.42
43976,MYL_HERMANOS,2021-03-30,14786.63
43977,P&PJ CHINCHA,2021-03-30,10037.21
43978,SIPAN - Y,2021-03-30,14694.35
43979,CURTIS NORTE,2021-03-31,173.93
43980,LANCERO - PUCALLPA,2021-03-31,2705.51
43981,PANAM,2021-03-31,938.25
43982,CHUPACA BUSINESS,2021-04-01,1982.81
43983,MOLISAC,2021-04-01,4187.18
43984,VEGA - NORTE,2021-04-01,3023.91
43985,VEGA - SUR,2021-04-01,2005.14
43986,CORPORACION_VEGA,2021-04-02,3.75
43988,ECONOMYSA,2021-04-03,5203.9
43989,RODAMEOS,2021-04-03,828.0
43990,VEGA - ESTE,2021-04-03,1886.39
43992,LAGUI,2021-04-04,4149.0
43993,ARCANGEL,2021-04-05,2313.07
43994,DIPSA-AYACUCHO,2021-04-05,12205.95
43995,GIANELA,2021-04-05,4493.87
43996,JRC - ICA,2021-04-05,1767.34
43997,CODIJISA - CHIMBOTE,2021-04-06,846.57
43998,DISTRIBUIDORA CCM,2021-04-06,30375.0
43999,DYCART,2021-04-06,13780.0
44000,GUMISA - HUARAZ,2021-04-06,1800.09
44001,LA GENOVESA - ILO,2021-04-06,75.25
44002,LANCERO - HUANUCO,2021-04-06,107.58
44003,RICMAN,2021-04-07,1956.0
44004,SAUL,2021-04-07,2418.21
44005,URBANO,2021-04-07,1663.34
44006,CODIJISA - TRUJILLO,2021-04-08,2611.9
44007,DIJISA - HUANCAYO,2021-04-08,398.72
44008,DIPSA-ANDAHUAYLAS,2021-04-08,2588.25
44009,EDUSA,2021-04-08,1219.08
44010,MARRACHE,2021-04-08,5324.02
44011,LANCERO - LA MERCED,2021-04-09,69.58
44013,CODIFER,2021-04-10,2109.8
44014,DICOBELSA - LIMA,2021-04-10,1637.08
44015,DIJISA - LIMA,2021-04-10,791.37
44016,EDUFARMA MERCADO,2021-04-10,2911.91
44017,LANCERO - TINGO MARIA,2021-04-10,247.05
44018,MELVIN MICHEL AL,2021-04-10,7024.66
44019,SAN JUAN,2021-04-10,1104.42
44021,TAYMI,2021-04-10,12603.56
44022,VEGA - CENTRO,2021-04-10,2189.4
44023,ZV,2021-04-10,4045.09
44024,DIJISA - ICA,2021-04-12,492.33
44025,DROGUERIA SAN MARTIN,2021-04-12,5736.75
44027,MARRACHE,2021-04-12,968.68
44028,P&PJ CHINCHA,2021-04-12,5954.83
44029,AGA - TARAPOTO,2021-04-13,1513.14
44030,CASA GRANDE,2021-04-13,7127.22
44031,DISART,2021-04-13,1839.2
44032,EUROVA,2021-04-13,16053.0
44033,LA GENOVESA - TACNA,2021-04-13,1197.15
44034,LIDER - CHEPEN,2021-04-13,257.11
44035,CHUPACA BUSINESS,2021-04-14,3042.59
44036,MYG,2021-04-14,413.77
44037,AGA - MOYOBAMBA,2021-04-15,541.67
44039,DIJISA - CHINCHA,2021-04-15,713.08
44040,FERROL,2021-04-15,601.75
44041,JRC - NAZCA,2021-04-15,457.54
44042,LA GENOVESA - MOQUEGUA,2021-04-15,150.92
44044,PATITA SAC,2021-04-15,3497.15
44045,GIANELA,2021-06-12,740.71
44046,LANCERO - LA MERCED,2021-06-12,171.5
44047,MOLISAC,2021-06-12,4011.63
44048,STA APOLONIA - CH,2021-06-12,4438.51
44049,CORPORACION_VEGA,2021-06-13,530.2
44050,MELVIN MICHEL AL,2021-06-13,7176.25
44051,CODIJISA - PIURA,2021-06-14,9400.03
44053,CURTIS ESTE,2021-06-14,1059.57
44054,DIJISA - CHINCHA,2021-06-14,1036.72
44055,DIPSA-ABANCAY,2021-06-14,754.33
44057,KONSUMASS,2021-06-14,3925.28
44058,LA GENOVESA - MOQUEGUA,2021-06-14,195.75
44059,RODAMEOS,2021-06-14,1843.0
44060,SODALES,2021-06-14,3760.5
44061,TAMBOS AQP,2021-06-14,3958.2
44062,URBANO,2021-06-14,4487.66
44064,CALLAYUC,2021-06-15,4913.24
44066,DIJISA - ICA,2021-06-15,523.1
44067,ESTILOS,2021-06-15,1454.5
44069,P&PJ CHINCHA,2021-06-15,9582.93
44070,AGA - TARAPOTO,2021-06-16,3516.79
44071,ARCANGEL,2021-06-16,1536.25
44072,LIDER - CHEPEN,2021-06-16,216.25
44073,PANAM,2021-06-16,1603.0
44074,CHUPACA BUSINESS,2021-06-17,4194.12
44075,LA GENOVESA - ILO,2021-06-17,346.88
44076,MOLISAC,2021-06-17,4451.84
44078,CORPORACION_VEGA,2021-06-18,656.65
44079,FERROL,2021-06-18,764.58
44080,JRC - NAZCA,2021-06-18,459.37
44082,URBANO,2021-06-18,2395.96
44083,CODIJISA - TRUJILLO,2021-06-19,3425.75
44084,DIJISA - AYACUCHO,2021-06-19,385.38
44085,DIJISA - HUANCAYO,2021-06-19,129.7
44086,EDUSA,2021-06-19,2829.32
44087,GRUPO SVS,2021-06-19,4337.13
44088,MARRACHE,2021-06-19,2557.62
44089,SIPAN - Y,2021-06-19,4789.57
44091,GIANELA,2021-06-21,4526.23
44092,LANCERO - TINGO MARIA,2021-06-21,90.58
44094,STA APOLONIA - CH,2021-06-21,2115.13
44095,TAYMI,2021-06-21,15713.73
44096,ZV,2021-06-21,4075.5
44097,CODIJISA - CHIMBOTE,2021-06-22,708.21
44098,CORPORACION_VEGA,2021-06-22,516.14
44099,LYG-CD_SAC,2021-06-22,8905.0
44100,STA APOLONIA - T,2021-06-22,3837.0
44101,DIPSA-ABANCAY,2021-06-23,1093.0
44102,RODAMEOS,2021-06-23,1643.0
44103,SODALES,2021-06-23,9097.34
44104,URBANO,2021-06-23,3025.2
44106,CASA GRANDE,2021-06-24,12389.98
44107,CODIJISA - TRUJILLO,2021-06-24,4193.05
44108,DIJISA - HUANCAYO,2021-06-24,182.88
44109,EDUSA,2021-06-24,2593.25
44110,LA GENOVESA - TACNA,2021-06-24,779.85
44112,ARCANGEL,2021-06-25,1966.42
44113,MYG,2021-06-25,623.28
44114,AGA - MOYOBAMBA,2021-06-26,952.88
44116,LA GENOVESA - ILO,2021-06-26,133.17
44117,PATITA SAC,2021-06-26,2071.83
44119,TCA SAC,2021-06-26,2249.96
44120,ZV,2021-06-26,3330.28
44121,LANCERO - PUCALLPA,2021-06-28,1098.88
44122,ECONOMYSA,2021-03-26,4277.06
44123,LANCERO - PUCALLPA,2021-03-26,1359.43
44124,RODAMEOS,2021-03-26,891.0
44125,VEGA - ESTE,2021-03-26,1880.33
44126,ARCANGEL,2021-03-27,3217.75
44127,CALLAYUC,2021-03-27,6951.36
44129,DIPSA-AYACUCHO,2021-03-27,8917.29
44130,GIANELA,2021-03-27,3271.96
44131,JRC - ICA,2021-03-27,2633.65
44132,STA APOLONIA - CH,2021-03-27,4267.33
44133,VEGA - SUR,2021-03-27,1535.46
44134,DISTRIBUIDORA CCM,2021-03-29,26205.0
44135,DYCART,2021-03-29,27929.63
44136,LA GENOVESA - ILO,2021-03-29,75.5
44137,LANCERO - HUANUCO,2021-03-29,220.96
44138,SAUL,2021-03-29,2215.88
44139,SODALES,2021-03-29,22821.36
44140,DIJISA - HUANCAYO,2021-03-30,548.77
44141,DIPSA-ANDAHUAYLAS,2021-03-30,5069.5
44142,EDUSA,2021-03-30,1360.77
44143,SAUL,2021-03-30,4339.29
44144,TAMBOS LIMA,2021-03-30,23979.57
44145,URBANO,2021-03-30,5759.33
44146,CODIJISA - TRUJILLO,2021-03-31,13508.57
44147,DIPSA-ANDAHUAYLAS,2021-03-31,6559.38
44149,DIJISA - LIMA,2021-04-01,442.66
44150,EDUFARMA MERCADO,2021-04-01,5583.78
44151,LANCERO - TINGO MARIA,2021-04-01,155.25
44152,SAN JUAN,2021-04-01,2511.69
44153,TAYMI,2021-04-01,6890.63
44154,ZV,2021-04-01,7129.5
44155,MELVIN MICHEL AL,2021-04-02,4873.03
44156,DIJISA - ICA,2021-04-03,799.03
44158,LA GENOVESA - MOQUEGUA,2021-04-03,68.42
44159,MARRACHE,2021-04-03,5064.06
44160,STA APOLONIA - T,2021-04-03,2449.17
44161,AGA - TARAPOTO,2021-04-05,1402.16
44162,CASA GRANDE,2021-04-05,9557.11
44163,LA GENOVESA - TACNA,2021-04-05,1161.75
44164,LIDER - CHEPEN,2021-04-05,325.38
44166,DIJISA - CHINCHA,2021-04-06,969.95
44167,LA GENOVESA - MOQUEGUA,2021-04-06,140.33
44168,MYG,2021-04-06,591.12
44169,PATITA SAC,2021-04-06,6301.97
44170,AGA - MOYOBAMBA,2021-04-07,2288.92
44172,DIJISA - CHINCHA,2021-04-07,1255.66
44173,FERROL,2021-04-07,1822.88
44174,GRUPO SVS,2021-04-07,7028.99
44175,MYL_HERMANOS,2021-04-07,5220.0
44176,5M DISTRIBUCIONES,2021-04-08,582.82
44177,CURTIS NORTE,2021-04-08,292.12
44178,GRUPO SVS,2021-04-08,1542.6
44179,PANAM,2021-04-08,812.07
44180,AGA - JAEN,2021-04-09,1367.47
44181,CURTIS NORTE,2021-04-09,189.86
44182,LANCERO - PUCALLPA,2021-04-09,657.67
44183,MOLISAC,2021-04-09,4586.71
44185,PANAM,2021-04-09,1586.91
44186,STA APOLONIA - CH,2021-04-09,2330.74
44187,VEGA - NORTE,2021-04-09,4610.71
44188,ALMACENES_SEVILLANO,2021-04-10,709.0
44189,CORPORACION_VEGA,2021-04-10,1777.62
44190,FERROL,2021-04-10,1670.88
44191,GIANELA,2021-04-10,1361.75
44192,JRC - ICA,2021-04-10,2071.57
44193,LYG-CD_SAC,2021-04-10,6149.25
44194,MOLISAC,2021-04-10,2578.67
44195,STA APOLONIA - CH,2021-04-10,2379.71
44196,TCA SAC,2021-04-10,1530.83
44197,VEGA - SUR,2021-04-10,2153.31
44198,CORPORACION_VEGA,2021-04-11,539.36
44199,LIDER - TRUJILLO,2021-04-11,153.5
44200,5M DISTRIBUCIONES,2021-04-12,746.52
44201,DACIA - LIMA,2021-04-12,954.83
44203,DIPSA-ABANCAY,2021-04-12,455.0
44205,ECONOMYSA,2021-04-12,4644.86
44206,SODALES,2021-04-12,2292.79
44207,VEGA - ESTE,2021-04-12,1415.11
44209,ARCANGEL,2021-04-13,1725.83
44210,GIANELA,2021-04-13,1365.96
44211,LAGUI,2021-04-13,587.0
44212,STA APOLONIA - CH,2021-04-13,1681.73
44213,ARCANGEL,2021-04-14,3594.95
44214,CODIJISA - CHIMBOTE,2021-04-14,663.73
44215,DIPSA-AYACUCHO,2021-04-14,7683.13
44216,GUMISA - HUARAZ,2021-04-14,1102.34
44217,DISTRIBUIDORA CCM,2021-04-15,17826.0
44218,DYCART,2021-04-15,9918.38
44219,LANCERO - HUANUCO,2021-04-15,162.25
44220,RICMAN,2021-04-15,2546.0
44221,DIJISA - HUANCAYO,2021-04-16,731.58
44222,EDUSA,2021-04-16,1018.18
44223,SAUL,2021-04-16,1201.88
44224,TAMBOS LIMA,2021-04-16,6199.59
44225,DIJISA - HUANCAYO,2021-04-17,243.85
44226,DIPSA-ANDAHUAYLAS,2021-04-17,2501.45
44227,EDUSA,2021-04-17,1095.33
44228,LANCERO - LA MERCED,2021-04-17,57.17
44229,MARRACHE,2021-04-17,4826.48
44231,DIJISA - LIMA,2021-04-19,708.72
44233,EDUFARMA MERCADO,2021-04-19,4655.14
44234,KONSUMASS,2021-04-19,1831.4
44235,LANCERO - TINGO MARIA,2021-04-19,150.65
44236,MELVIN MICHEL AL,2021-04-19,1580.58
44237,SAN JUAN,2021-04-19,4844.48
44239,TAMBOS AQP,2021-04-19,2524.47
44240,TAYMI,2021-04-19,8065.33
44241,ZV,2021-04-19,2799.54
44242,CODIJISA - PIURA,2021-04-20,58698.8
44243,CURTIS ESTE,2021-04-20,614.24
44244,LANCERO - HUANUCO,2020-11-18,414.43
44245,LIDER - CHEPEN,2020-11-18,597.38
44246,SODALES,2020-11-18,20043.8
44247,TAMBOS AQP,2020-11-18,5642.47
44248,CASA GRANDE,2020-11-19,12953.25
44249,DIJISA - HUANCAYO,2020-11-19,553.5
44250,EDUSA,2020-11-19,1363.84
44251,ESTILOS,2020-11-19,743.67
44252,LA GENOVESA - ILO,2020-11-19,80.13
44253,LA GENOVESA - TACNA,2020-11-19,701.67
44255,P&PJ CHINCHA,2020-11-19,8844.32
44256,SIPAN - Y,2020-11-19,8975.75
44257,ARCANGEL,2020-11-20,2055.0
44258,DIJISA - CHINCHA,2020-11-20,1112.58
44259,DIPSA-ANDAHUAYLAS,2020-11-20,1014.25
44260,FERROL,2020-11-20,1630.63
44261,RODAMEOS,2020-11-20,2579.0
44262,AGA - MOYOBAMBA,2020-11-21,1164.5
44263,CHUPACA BUSINESS,2020-11-21,2008.07
44265,ZV,2020-11-21,4054.08
44266,MELVIN MICHEL AL,2020-11-22,4459.94
44267,CODIJISA - PIURA,2020-11-23,22659.62
44268,DIJISA - AYACUCHO,2020-11-23,278.22
44269,LANCERO - LA MERCED,2020-11-23,75.67
44270,MARRACHE,2020-11-23,2631.07
