,Categoria,Fecha,Cantidad
4862,01 Higiénicos Masivos,2020-07-12,4400.0
4863,10 Toallas Femeninas,2020-06-05,5177.44
4864,03 Servilletas Masivos,2020-08-08,15099.97
4865,04 Pañuelos Masivos,2021-06-20,0.03
4866,05 Pañales Bebe,2019-10-01,21621.34
4867,38 Pañales Adultos,2019-11-17,11.75
4868,10 Toallas Femeninas,2020-12-05,3953.16
4869,38 Pañales Adultos,2019-11-23,850.86
4870,04 Pañuelos Masivos,2020-12-16,63.63
4871,11 Toallas Húmedas,2021-05-04,870.95
4872,05 Pañales Bebe,2020-11-22,3535.47
4873,01 Mascarilla ,2021-03-11,85.25
4874,11 Toallas Húmedas,2019-09-11,754.73
4875,03 Servilletas Masivos,2021-06-20,611.33
4876,11 Toallas Húmedas,2020-05-23,563.95
4877,01 Mascarilla ,2021-03-25,7.64
4878,05 Pañales Bebe,2019-11-11,46910.51
4879,05 Pañales Bebe,2021-01-02,7571.83
4880,01 Mascotas,2020-04-08,0.17
4881,04 Pañuelos Masivos,2020-09-05,90.07
4882,01 Higiénicos Masivos,2020-08-22,338314.4
4883,04 Pañuelos Masivos,2021-03-10,82.75
4884,02 Rollos de Cocina,2020-05-16,65046.34
4885,03 Servilletas Masivos,2020-04-28,16527.26
4886,10 Toallas Femeninas,2020-02-21,3562.57
4887,01 Higiénicos Masivos,2020-02-21,291549.63
4888,02 Rollos de Cocina,2019-11-12,42559.92
4889,01 Mascotas,2021-05-28,5.0
4890,38 Pañales Adultos,2020-06-25,972.14
4891,11 Toallas Húmedas,2020-11-28,771.63
4892,10 Toallas Femeninas,2020-08-25,5057.3
4893,38 Pañales Adultos,2020-12-28,940.32
4894,11 Toallas Húmedas,2020-05-26,784.61
4895,01 Mascotas,2020-10-08,31.38
4896,11 Toallas Húmedas,2019-10-04,539.4
4897,05 Pañales Bebe,2021-01-05,36708.72
4898,01 Higiénicos Masivos,2021-04-11,6523.61
4899,10 Toallas Femeninas,2021-04-14,4239.75
4900,02 Rollos de Cocina,2021-01-03,1280.0
4901,03 Servilletas Masivos,2019-10-28,55833.45
4902,01 Mascarilla ,2021-03-22,3.14
4903,02 Rollos de Cocina,2020-05-13,66977.54
4904,01 Higiénicos Masivos,2020-08-19,364052.64
4905,01 Mascarilla ,2021-03-28,0.3
4906,01 Higiénicos Masivos,2020-02-15,272419.46
4907,03 Servilletas Masivos,2020-04-25,16172.22
4908,03 Servilletas Masivos,2020-05-01,4130.14
4909,01 Mascotas,2020-07-17,0.67
4910,05 Pañales Bebe,2021-03-23,43226.58
4911,03 Servilletas Masivos,2020-01-13,72603.7
4912,10 Toallas Femeninas,2020-06-03,4403.77
4913,05 Pañales Bebe,2020-09-18,37971.26
4914,10 Toallas Femeninas,2020-06-09,6618.07
4915,38 Pañales Adultos,2020-02-17,389.03
4916,03 Servilletas Masivos,2020-01-19,1394.33
4917,01 Higiénicos Masivos,2019-11-04,323240.18
4918,11 Toallas Húmedas,2020-01-18,848.44
4919,04 Pañuelos Masivos,2021-06-24,54.55
4920,03 Servilletas Masivos,2020-01-16,60844.63
4921,02 Rollos de Cocina,2021-03-21,1278.92
4922,05 Pañales Bebe,2020-09-24,30408.31
4923,11 Toallas Húmedas,2020-09-06,14.79
4924,04 Pañuelos Masivos,2020-12-20,0.51
4925,02 Rollos de Cocina,2021-03-27,83074.96
4926,01 Mascotas,2021-01-19,3.13
4927,11 Toallas Húmedas,2021-03-11,1131.1
4928,38 Pañales Adultos,2021-04-07,913.35
4929,03 Servilletas Masivos,2021-03-09,19664.37
4930,38 Pañales Adultos,2020-10-06,586.69
4931,10 Toallas Femeninas,2020-12-09,4181.87
4932,04 Pañuelos Masivos,2019-11-01,59.25
4933,01 Higiénicos Masivos,2019-11-07,368850.75
4934,10 Toallas Femeninas,2020-06-06,4945.44
4935,02 Rollos de Cocina,2020-11-18,64177.33
4936,04 Pañuelos Masivos,2021-03-16,78.54
4937,38 Pañales Adultos,2020-06-19,730.97
4938,01 Mascotas,2020-11-17,21.67
4939,11 Toallas Húmedas,2021-06-02,995.78
4940,03 Servilletas Masivos,2021-05-08,19114.54
4941,02 Rollos de Cocina,2019-09-27,41644.87
4942,10 Toallas Femeninas,2020-08-31,7494.84
4943,38 Pañales Adultos,2019-12-16,534.71
4944,03 Servilletas Masivos,2019-09-15,866.19
4945,04 Pañuelos Masivos,2020-01-23,135.89
4946,01 Mascotas,2020-11-23,27.54
4947,10 Toallas Femeninas,2021-02-27,7113.08
4948,01 Higiénicos Masivos,2021-04-05,222906.53
4949,02 Rollos de Cocina,2021-05-23,821.75
4950,10 Toallas Femeninas,2021-03-05,4405.07
4951,05 Pañales Bebe,2020-06-30,58712.54
4952,03 Servilletas Masivos,2019-09-09,49431.76
4953,05 Pañales Bebe,2019-12-27,37784.47
4954,02 Rollos de Cocina,2020-11-15,1481.49
4955,11 Toallas Húmedas,2020-04-13,571.5
4956,01 Higiénicos Masivos,2020-10-01,206343.62
4957,11 Toallas Húmedas,2019-10-10,532.01
4958,03 Servilletas Masivos,2020-11-03,22731.3
4959,38 Pañales Adultos,2019-12-19,531.08
4960,11 Toallas Húmedas,2021-06-05,915.83
4961,01 Mascotas,2021-05-22,0.33
4962,10 Toallas Femeninas,2020-01-09,4758.76
4963,04 Pañuelos Masivos,2021-03-13,78.26
4964,03 Servilletas Masivos,2019-12-27,64503.65
4965,01 Mascarilla ,2021-06-16,2.0
4966,10 Toallas Femeninas,2020-11-19,4093.08
4967,02 Rollos de Cocina,2020-01-08,53758.29
4968,04 Pañuelos Masivos,2019-10-06,9.08
4969,01 Mascarilla ,2020-10-27,3.18
4970,01 Mascotas,2020-08-06,2.33
4971,38 Pañales Adultos,2020-10-29,810.14
4972,01 Higiénicos Masivos,2020-05-28,309309.13
4973,02 Rollos de Cocina,2021-03-04,51128.43
4974,04 Pañuelos Masivos,2020-11-30,374.97
4975,01 Higiénicos Masivos,2021-01-18,359926.84
4976,11 Toallas Húmedas,2021-02-16,1048.98
4977,38 Pañales Adultos,2021-05-03,780.39
4978,01 Mascotas,2021-02-08,8.46
4979,11 Toallas Húmedas,2019-12-26,548.39
4980,05 Pañales Bebe,2020-04-08,32812.56
4981,03 Servilletas Masivos,2019-12-24,39448.52
4982,04 Pañuelos Masivos,2021-06-01,56.43
4983,03 Servilletas Masivos,2020-06-27,14486.72
4984,38 Pañales Adultos,2019-09-07,785.93
4985,04 Pañuelos Masivos,2019-10-09,95.87
4986,01 Mascarilla ,2021-06-19,1.42
4987,05 Pañales Bebe,2020-10-11,66.53
4988,10 Toallas Femeninas,2020-05-17,68.0
4989,10 Toallas Femeninas,2020-05-14,7383.88
4990,01 Higiénicos Masivos,2019-11-27,363954.58
4991,38 Pañales Adultos,2020-10-26,643.16
4992,10 Toallas Femeninas,2020-11-16,4008.2
4993,04 Pañuelos Masivos,2021-06-07,460.56
4994,11 Toallas Húmedas,2021-02-19,1422.26
4995,04 Pañuelos Masivos,2020-11-27,94.72
4996,38 Pañales Adultos,2021-04-30,1457.98
4997,01 Mascotas,2021-02-11,17.67
4998,03 Servilletas Masivos,2021-02-17,18362.45
4999,38 Pañales Adultos,2020-08-27,849.04
5000,04 Pañuelos Masivos,2020-07-10,374.47
5001,11 Toallas Húmedas,2020-12-15,866.71
5002,03 Servilletas Masivos,2020-11-20,21972.81
5003,01 Higiénicos Masivos,2021-06-07,190656.19
5004,04 Pañuelos Masivos,2021-01-06,101.8
5005,02 Rollos de Cocina,2021-05-06,75007.3
5006,10 Toallas Femeninas,2020-06-23,5495.85
5007,04 Pañuelos Masivos,2021-01-12,62.83
5008,02 Rollos de Cocina,2020-03-14,107671.1
5009,05 Pañales Bebe,2021-06-14,30654.97
5010,01 Higiénicos Masivos,2019-10-15,323808.02
5011,03 Servilletas Masivos,2019-11-14,47342.85
5012,05 Pañales Bebe,2019-10-22,46974.9
5013,03 Servilletas Masivos,2020-05-18,24378.89
5014,10 Toallas Femeninas,2020-06-29,3960.83
5015,01 Mascarilla ,2020-10-10,2.75
5016,02 Rollos de Cocina,2020-09-16,96993.85
5017,01 Higiénicos Masivos,2020-04-18,339406.96
5018,01 Mascarilla ,2021-04-17,41.64
5019,02 Rollos de Cocina,2020-03-17,75630.68
5020,05 Pañales Bebe,2020-12-10,39097.69
5021,11 Toallas Húmedas,2020-06-15,802.88
5022,01 Higiénicos Masivos,2021-06-13,5127.56
5023,04 Pañuelos Masivos,2020-07-07,60.32
5024,38 Pañales Adultos,2020-08-24,902.56
5025,05 Pañales Bebe,2020-12-16,39406.14
5026,38 Pañales Adultos,2021-05-19,691.7
5027,01 Mascotas,2021-01-06,2.92
5028,01 Mascotas,2020-12-31,17.33
5029,03 Servilletas Masivos,2020-07-24,14220.42
5030,05 Pañales Bebe,2020-02-03,32095.21
5031,01 Higiénicos Masivos,2021-05-19,177193.37
5032,04 Pañuelos Masivos,2021-06-05,69.79
5033,38 Pañales Adultos,2020-09-29,925.54
5034,10 Toallas Femeninas,2020-05-21,5243.2
5035,10 Toallas Femeninas,2020-11-23,8148.97
5036,04 Pañuelos Masivos,2019-10-13,0.62
5037,03 Servilletas Masivos,2021-01-26,24855.35
5038,10 Toallas Femeninas,2020-11-20,4012.41
5039,01 Higiénicos Masivos,2020-11-17,269487.82
5040,04 Pañuelos Masivos,2020-12-01,178.69
5041,38 Pañales Adultos,2020-03-30,1100.5
5042,11 Toallas Húmedas,2020-02-26,844.21
5043,02 Rollos de Cocina,2020-08-11,97933.99
5044,02 Rollos de Cocina,2020-02-07,46066.84
5045,11 Toallas Húmedas,2021-04-19,1331.5
5046,38 Pañales Adultos,2019-09-26,605.3
5047,01 Higiénicos Masivos,2020-05-15,404661.02
5048,02 Rollos de Cocina,2020-02-13,43638.45
5049,10 Toallas Femeninas,2019-11-20,3687.29
5050,01 Higiénicos Masivos,2020-05-24,3416.0
5051,04 Pañuelos Masivos,2020-06-04,87.07
5052,02 Rollos de Cocina,2021-04-06,64628.32
5053,01 Mascotas,2020-07-07,1.29
5054,11 Toallas Húmedas,2020-08-27,1169.82
5055,38 Pañales Adultos,2020-09-26,400.98
5056,03 Servilletas Masivos,2020-01-29,59620.43
5057,11 Toallas Húmedas,2020-02-23,6.85
5058,05 Pañales Bebe,2020-10-04,631.63
5059,01 Mascarilla ,2021-06-23,2.43
5060,05 Pañales Bebe,2021-04-08,32715.2
5061,01 Mascarilla ,2020-12-19,12.38
5062,02 Rollos de Cocina,2020-08-14,81072.37
5063,04 Pañuelos Masivos,2020-12-10,62.27
5064,05 Pañales Bebe,2021-04-02,1781.23
5065,02 Rollos de Cocina,2020-02-10,43559.3
5066,03 Servilletas Masivos,2020-08-02,731.0
5067,01 Higiénicos Masivos,2020-05-18,418310.16
5068,11 Toallas Húmedas,2021-02-26,1124.06
5069,10 Toallas Femeninas,2020-05-27,5442.18
5070,01 Higiénicos Masivos,2019-11-17,55576.91
5071,38 Pañales Adultos,2021-03-28,7.08
5072,01 Mascotas,2020-07-04,4.17
5073,11 Toallas Húmedas,2020-08-24,918.0
5074,38 Pañales Adultos,2020-09-23,769.27
5075,02 Rollos de Cocina,2021-04-03,24724.62
5076,01 Mascotas,2020-07-10,1.33
5077,05 Pañales Bebe,2020-10-01,19166.79
5078,05 Pañales Bebe,2020-02-12,29394.72
5079,01 Mascarilla ,2021-06-26,1.18
5080,38 Pañales Adultos,2020-03-24,510.32
5081,05 Pañales Bebe,2021-04-05,35536.97
5082,01 Mascarilla ,2020-12-22,1.4
5083,03 Servilletas Masivos,2020-07-30,23124.89
5084,03 Servilletas Masivos,2020-01-26,3648.84
5085,04 Pañuelos Masivos,2020-12-07,67.65
5086,10 Toallas Femeninas,2019-11-23,3576.38
5087,01 Higiénicos Masivos,2020-05-21,388153.4
5088,02 Rollos de Cocina,2020-10-08,47827.59
5089,11 Toallas Húmedas,2020-04-24,548.38
5090,04 Pañuelos Masivos,2020-06-10,101.46
5091,03 Servilletas Masivos,2021-03-22,27045.28
5092,02 Rollos de Cocina,2021-04-12,54869.47
5093,01 Higiénicos Masivos,2021-01-11,368517.11
5094,11 Toallas Húmedas,2020-10-27,909.53
5095,05 Pañales Bebe,2020-04-07,35446.17
5096,04 Pañuelos Masivos,2019-12-07,100.12
5097,01 Higiénicos Masivos,2019-11-20,415497.23
5098,05 Pañales Bebe,2020-10-10,33700.07
5099,01 Mascarilla ,2021-04-23,11.97
5100,01 Mascotas,2021-03-02,4.54
5101,10 Toallas Femeninas,2021-01-17,133.66
5102,01 Higiénicos Masivos,2019-11-26,310090.39
5103,10 Toallas Femeninas,2020-07-18,3858.42
5104,10 Toallas Femeninas,2019-11-26,4149.94
5105,01 Mascarilla ,2021-04-26,6.16
5106,04 Pañuelos Masivos,2021-01-31,5.31
5107,38 Pañales Adultos,2020-05-27,1034.82
5108,10 Toallas Femeninas,2021-01-20,4480.84
5109,02 Rollos de Cocina,2020-10-05,64724.36
5110,01 Higiénicos Masivos,2021-01-14,313477.59
5111,02 Rollos de Cocina,2020-02-16,4909.16
5112,38 Pañales Adultos,2020-11-29,7.96
5113,05 Pañales Bebe,2020-04-04,33619.42
5114,11 Toallas Húmedas,2020-10-30,1061.77
5115,02 Rollos de Cocina,2021-04-09,67366.65
5116,03 Servilletas Masivos,2021-03-25,22271.42
5117,03 Servilletas Masivos,2020-02-04,53861.3
5118,01 Mascarilla ,2021-04-20,7.34
5119,04 Pañuelos Masivos,2020-06-13,80.22
5120,01 Higiénicos Masivos,2019-11-23,291880.4
5121,01 Mascotas,2021-02-27,7.46
5122,10 Toallas Femeninas,2021-01-14,5037.23
5123,05 Pañales Bebe,2020-10-07,48303.59
5124,10 Toallas Femeninas,2019-11-29,4909.94
5125,04 Pañuelos Masivos,2019-12-10,131.81
5126,03 Servilletas Masivos,2020-02-01,31254.32
5127,03 Servilletas Masivos,2021-03-28,1194.78
5128,38 Pañales Adultos,2020-11-26,683.17
5129,11 Toallas Húmedas,2020-04-27,868.97
5130,38 Pañales Adultos,2019-10-05,455.62
5131,11 Toallas Húmedas,2020-03-03,681.86
5132,38 Pañales Adultos,2019-09-29,3.58
5133,04 Pañuelos Masivos,2021-02-03,107.43
5134,02 Rollos de Cocina,2021-06-03,57624.17
5135,05 Pañales Bebe,2021-06-05,30605.06
5136,10 Toallas Femeninas,2021-01-23,4355.61
5137,01 Mascarilla ,2021-04-29,9.54
5138,11 Toallas Húmedas,2020-10-21,997.94
5139,11 Toallas Húmedas,2020-01-21,509.91
5140,05 Pañales Bebe,2020-03-16,26815.67
5141,11 Toallas Húmedas,2020-07-28,239.78
5142,38 Pañales Adultos,2019-09-30,1396.17
5143,11 Toallas Húmedas,2020-07-22,816.24
5144,38 Pañales Adultos,2021-05-23,4.42
5145,03 Servilletas Masivos,2020-07-20,20101.62
5146,10 Toallas Femeninas,2019-10-21,3704.27
5147,03 Servilletas Masivos,2021-01-22,28848.38
5148,10 Toallas Femeninas,2021-06-13,166.25
5149,05 Pañales Bebe,2019-09-12,44921.85
5150,01 Mascotas,2021-03-03,5.71
5151,01 Mascotas,2021-03-06,2.87
5152,01 Higiénicos Masivos,2020-12-26,281091.14
5153,38 Pañales Adultos,2020-03-28,380.08
5154,01 Higiénicos Masivos,2019-12-20,338816.75
5155,02 Rollos de Cocina,2020-02-03,38990.57
5156,04 Pañuelos Masivos,2020-05-05,15.4
5157,05 Pañales Bebe,2021-05-08,58409.66
5158,02 Rollos de Cocina,2020-08-07,77289.67
5159,01 Higiénicos Masivos,2020-06-23,301335.46
5160,01 Mascotas,2020-07-14,7.63
5161,01 Mascarilla ,2020-11-19,2.83
5162,38 Pañales Adultos,2020-04-03,727.9
5163,05 Pañales Bebe,2020-11-03,25355.99
5164,10 Toallas Femeninas,2020-04-24,5390.1
5165,01 Mascarilla ,2021-05-24,7.4
5166,38 Pañales Adultos,2021-01-08,1213.11
5167,01 Mascotas,2020-08-28,2.94
5168,05 Pañales Bebe,2020-11-19,32456.85
5169,04 Pañuelos Masivos,2019-10-28,218.35
5170,02 Rollos de Cocina,2020-02-19,41379.39
5171,05 Pañales Bebe,2021-05-24,34521.01
5172,10 Toallas Femeninas,2020-06-02,5151.8
5173,05 Pañales Bebe,2019-09-28,40601.31
5174,03 Servilletas Masivos,2020-08-11,20115.59
5175,11 Toallas Húmedas,2020-03-15,45.91
5176,03 Servilletas Masivos,2020-08-05,22320.37
5177,02 Rollos de Cocina,2020-08-23,18.0
5178,01 Higiénicos Masivos,2021-03-04,229264.12
5179,05 Pañales Bebe,2020-05-23,39369.21
5180,03 Servilletas Masivos,2020-02-07,54733.18
5181,02 Rollos de Cocina,2021-04-18,2681.5
5182,11 Toallas Húmedas,2020-09-11,735.28
5183,01 Mascotas,2021-04-17,2.65
5184,03 Servilletas Masivos,2020-02-13,73033.78
5185,38 Pañales Adultos,2020-11-17,730.2
5186,05 Pañales Bebe,2020-11-25,41134.39
5187,38 Pañales Adultos,2020-05-15,983.24
5188,01 Higiénicos Masivos,2020-01-14,343231.42
5189,01 Mascotas,2021-04-20,13.63
5190,04 Pañuelos Masivos,2020-06-22,63.54
5191,10 Toallas Femeninas,2021-01-26,5005.42
5192,04 Pañuelos Masivos,2019-12-19,135.96
5193,38 Pañales Adultos,2020-05-21,894.26
5194,01 Mascotas,2020-02-27,2.92
5195,11 Toallas Húmedas,2020-03-06,796.2
5196,03 Servilletas Masivos,2020-02-10,57760.18
5197,05 Pañales Bebe,2020-05-26,38951.31
5198,02 Rollos de Cocina,2021-04-15,63643.63
5199,03 Servilletas Masivos,2020-08-14,19969.64
5200,01 Higiénicos Masivos,2021-03-01,154687.22
5201,11 Toallas Húmedas,2020-09-08,859.22
5202,10 Toallas Femeninas,2019-12-08,49.2
5203,01 Higiénicos Masivos,2020-01-08,439272.26
5204,04 Pañuelos Masivos,2020-12-22,70.46
5205,05 Pañales Bebe,2020-11-28,56210.93
5206,01 Mascotas,2021-04-23,16.08
5207,02 Rollos de Cocina,2020-02-25,40617.46
5208,04 Pañuelos Masivos,2020-06-19,87.68
5209,02 Rollos de Cocina,2020-10-17,52758.14
5210,01 Higiénicos Masivos,2020-01-11,320061.19
5211,10 Toallas Femeninas,2021-01-29,4580.94
5212,10 Toallas Femeninas,2019-12-05,2861.39
5213,02 Rollos de Cocina,2021-04-21,54568.48
5214,38 Pañales Adultos,2019-11-14,637.13
5215,38 Pañales Adultos,2020-05-18,913.74
5216,03 Servilletas Masivos,2021-04-03,6577.17
5217,11 Toallas Húmedas,2020-03-09,730.2
5218,10 Toallas Femeninas,2020-06-08,4630.27
5219,05 Pañales Bebe,2019-11-22,33314.36
5220,03 Servilletas Masivos,2021-04-12,20710.82
5221,05 Pañales Bebe,2020-05-29,33464.17
5222,01 Mascotas,2020-10-22,44.78
5223,03 Servilletas Masivos,2020-10-08,20726.7
5224,04 Pañuelos Masivos,2020-06-25,135.0
5225,01 Mascotas,2021-04-26,1.33
5226,38 Pañales Adultos,2020-01-20,626.34
5227,11 Toallas Húmedas,2019-11-05,678.91
5228,02 Rollos de Cocina,2020-04-20,51928.43
5229,38 Pañales Adultos,2020-01-17,1319.6
5230,02 Rollos de Cocina,2020-10-20,63887.96
5231,10 Toallas Femeninas,2021-02-01,3597.08
5232,38 Pañales Adultos,2020-07-21,883.4
5233,01 Higiénicos Masivos,2020-09-05,287467.4
5234,03 Servilletas Masivos,2021-04-06,20076.43
5235,05 Pañales Bebe,2019-11-25,35824.38
5236,10 Toallas Femeninas,2020-07-30,5125.07
5237,02 Rollos de Cocina,2021-04-24,74278.77
5238,01 Higiénicos Masivos,2021-03-10,254656.3
5239,04 Pañuelos Masivos,2019-12-25,6.48
5240,05 Pañales Bebe,2021-01-19,45248.72
5241,11 Toallas Húmedas,2020-05-12,839.65
5242,03 Servilletas Masivos,2020-10-05,20224.69
5243,01 Mascotas,2020-10-19,22.81
5244,02 Rollos de Cocina,2020-04-17,54421.12
5245,04 Pañuelos Masivos,2021-02-15,63.12
5246,11 Toallas Húmedas,2019-11-08,812.25
5247,04 Pañuelos Masivos,2021-02-12,78.39
5248,05 Pañales Bebe,2019-11-28,43949.72
5249,38 Pañales Adultos,2020-01-14,637.29
5250,01 Higiénicos Masivos,2020-09-08,349684.37
5251,11 Toallas Húmedas,2020-05-09,692.15
5252,02 Rollos de Cocina,2020-10-23,64511.64
5253,10 Toallas Femeninas,2021-02-04,5603.05
5254,01 Higiénicos Masivos,2020-09-02,318558.08
5255,10 Toallas Femeninas,2020-08-02,78.79
5256,38 Pañales Adultos,2020-07-18,542.22
5257,03 Servilletas Masivos,2021-04-09,24386.43
5258,38 Pañales Adultos,2021-03-10,972.04
5259,04 Pañuelos Masivos,2019-12-22,6.54
5260,01 Higiénicos Masivos,2021-03-07,2680.92
5261,11 Toallas Húmedas,2020-11-11,865.0
5262,10 Toallas Femeninas,2020-08-05,3771.89
5263,38 Pañales Adultos,2021-01-17,13.96
5264,02 Rollos de Cocina,2020-04-26,14824.0
5265,01 Higiénicos Masivos,2020-03-12,460056.7
5266,01 Mascotas,2021-06-17,1.67
5267,05 Pañales Bebe,2021-01-22,41703.71
5268,04 Pañuelos Masivos,2021-02-18,69.07
5269,01 Mascarilla ,2021-03-02,10.07
5270,11 Toallas Húmedas,2019-09-14,635.14
5271,10 Toallas Femeninas,2020-02-01,2766.77
5272,03 Servilletas Masivos,2020-04-05,37.0
5273,01 Higiénicos Masivos,2020-03-06,296751.64
5274,05 Pañales Bebe,2019-12-01,180.43
5275,11 Toallas Húmedas,2020-05-06,785.32
5276,03 Servilletas Masivos,2020-04-08,17184.63
5277,05 Pañales Bebe,2021-01-25,51518.4
5278,02 Rollos de Cocina,2019-10-23,43074.17
5279,02 Rollos de Cocina,2021-06-18,58085.59
5280,01 Mascotas,2020-04-22,2.63
5281,38 Pañales Adultos,2020-07-15,941.96
5282,11 Toallas Húmedas,2020-11-08,17.19
5283,05 Pañales Bebe,2020-07-23,34002.95
5284,01 Higiénicos Masivos,2019-09-05,409284.66
5285,10 Toallas Femeninas,2020-01-29,4618.1
5286,04 Pañuelos Masivos,2020-08-19,57.36
5287,11 Toallas Húmedas,2021-05-10,845.76
5288,38 Pañales Adultos,2021-01-14,860.67
5289,02 Rollos de Cocina,2019-10-20,10039.45
5290,10 Toallas Femeninas,2020-02-04,3860.54
5291,01 Higiénicos Masivos,2020-09-11,241068.76
5292,01 Mascarilla ,2021-03-05,8.71
5293,03 Servilletas Masivos,2020-10-11,59.26
5294,04 Pañuelos Masivos,2021-02-21,4.01
5295,01 Higiénicos Masivos,2020-03-09,344073.8
5296,02 Rollos de Cocina,2020-04-23,73336.77
5297,01 Higiénicos Masivos,2021-05-01,2323.58
5298,03 Servilletas Masivos,2020-04-11,9591.87
5299,05 Pañales Bebe,2020-07-20,41595.4
5300,11 Toallas Húmedas,2020-11-05,803.01
5301,01 Mascotas,2020-10-28,53.64
5302,02 Rollos de Cocina,2021-06-15,63351.52
5303,04 Pañuelos Masivos,2020-02-15,282.64
5304,38 Pañales Adultos,2021-05-28,864.81
5305,01 Mascotas,2021-03-05,3.88
5306,04 Pañuelos Masivos,2019-12-13,132.06
5307,03 Servilletas Masivos,2021-03-31,38155.44
5308,10 Toallas Femeninas,2020-07-24,4148.01
5309,10 Toallas Femeninas,2020-01-20,4242.64
5310,01 Higiénicos Masivos,2020-07-18,230819.07
5311,38 Pañales Adultos,2020-11-23,1227.86
5312,02 Rollos de Cocina,2020-04-11,50905.06
5313,01 Mascotas,2020-08-31,9.56
5314,05 Pañales Bebe,2019-10-07,31064.25
5315,38 Pañales Adultos,2020-04-02,560.07
5316,02 Rollos de Cocina,2020-10-14,51874.22
5317,11 Toallas Húmedas,2019-09-02,477.61
5318,03 Servilletas Masivos,2020-09-26,19277.04
5319,01 Higiénicos Masivos,2021-01-20,345705.4
5320,38 Pañales Adultos,2019-10-02,802.73
5321,05 Pañales Bebe,2020-04-10,318.0
5322,03 Servilletas Masivos,2020-03-27,15582.28
5323,01 Mascarilla ,2020-10-22,7.7
5324,01 Mascotas,2020-09-03,17.41
5325,04 Pañuelos Masivos,2021-02-06,41.63
5326,05 Pañales Bebe,2021-06-02,34795.1
5327,11 Toallas Húmedas,2020-10-24,1378.48
5328,11 Toallas Húmedas,2021-04-28,996.67
5329,38 Pañales Adultos,2021-05-25,869.98
5330,01 Mascotas,2021-03-08,17.67
5331,04 Pañuelos Masivos,2020-08-04,336.43
5332,02 Rollos de Cocina,2019-10-08,30789.71
5333,38 Pañales Adultos,2020-11-20,660.63
5334,11 Toallas Húmedas,2021-04-25,45.04
5335,04 Pañuelos Masivos,2019-12-16,246.42
5336,01 Mascarilla ,2020-10-28,27.18
5337,02 Rollos de Cocina,2020-04-08,55920.63
5338,05 Pañales Bebe,2021-05-30,265.23
5339,01 Higiénicos Masivos,2020-07-15,323395.12
5340,11 Toallas Húmedas,2019-09-05,605.06
5341,10 Toallas Femeninas,2020-07-21,4746.32
5342,03 Servilletas Masivos,2020-09-29,22196.78
5343,05 Pañales Bebe,2019-10-10,38989.02
5344,01 Higiénicos Masivos,2021-01-17,3418.39
5345,05 Pañales Bebe,2019-10-04,41627.69
5346,03 Servilletas Masivos,2020-09-23,23531.83
5347,02 Rollos de Cocina,2020-10-11,146.5
5348,03 Servilletas Masivos,2020-03-30,28296.16
5349,05 Pañales Bebe,2020-12-01,17434.49
5350,10 Toallas Femeninas,2020-01-26,85.1
5351,03 Servilletas Masivos,2020-10-02,23208.72
5352,05 Pañales Bebe,2020-12-07,36014.91
5353,01 Higiénicos Masivos,2020-01-20,323820.26
5354,02 Rollos de Cocina,2019-10-11,44362.93
5355,11 Toallas Húmedas,2021-06-28,176.76
5356,03 Servilletas Masivos,2019-09-26,57270.9
5357,04 Pañuelos Masivos,2020-08-10,106.03
5358,11 Toallas Húmedas,2020-12-27,106.78
5359,05 Pañales Bebe,2019-10-13,976.13
5360,04 Pañuelos Masivos,2021-02-09,559.76
5361,01 Higiénicos Masivos,2020-07-24,332950.52
5362,10 Toallas Femeninas,2021-03-16,4428.54
5363,11 Toallas Húmedas,2020-06-24,781.67
5364,03 Servilletas Masivos,2019-09-29,1378.66
5365,01 Mascotas,2020-03-10,0.71
5366,01 Mascarilla ,2021-02-24,8.28
5367,04 Pañuelos Masivos,2020-02-06,163.42
5368,02 Rollos de Cocina,2021-06-06,615.25
5369,05 Pañales Bebe,2020-06-04,37643.82
5370,01 Mascotas,2020-03-04,0.38
5371,38 Pañales Adultos,2021-01-23,1193.87
5372,03 Servilletas Masivos,2021-05-25,24694.75
5373,01 Mascotas,2020-09-09,1.0
5374,01 Higiénicos Masivos,2020-01-23,327367.51
5375,05 Pañales Bebe,2020-12-04,57914.35
5376,11 Toallas Húmedas,2019-11-02,402.21
5377,02 Rollos de Cocina,2019-10-14,35881.49
5378,01 Mascotas,2021-04-29,7.57
5379,05 Pañales Bebe,2021-06-08,30709.55
5380,03 Servilletas Masivos,2020-04-02,23542.23
5381,38 Pañales Adultos,2019-12-02,538.05
5382,01 Higiénicos Masivos,2020-01-17,332169.03
5383,10 Toallas Femeninas,2021-03-19,4766.27
5384,01 Higiénicos Masivos,2020-07-21,314481.49
5385,04 Pañuelos Masivos,2020-08-07,104.39
5386,02 Rollos de Cocina,2020-04-14,64892.65
5387,02 Rollos de Cocina,2020-12-05,63398.79
5388,01 Mascarilla ,2021-02-27,7.2
5389,38 Pañales Adultos,2020-07-24,688.39
5390,10 Toallas Femeninas,2020-01-23,7140.94
5391,05 Pañales Bebe,2020-06-01,24324.75
5392,02 Rollos de Cocina,2021-06-09,81576.29
5393,03 Servilletas Masivos,2021-05-22,13881.57
5394,01 Mascarilla ,2021-02-21,0.85
5395,11 Toallas Húmedas,2020-12-24,744.95
5396,01 Mascotas,2020-03-07,25.38
