,SKU,Fecha,Cantidad
74750,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-28,60.5
74751,SE ELITE CORTADA 1000 X 12,2019-10-30,222.55
74757,SE ELITE CORTADA 1000 X 12,2021-06-25,120.7
74758,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-10-24,43.29
74760,RC NOVA DH MEGAROLLO  1 X 12,2021-01-08,70501.38
74761,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-13,3025.0
74766,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-10-28,1048.5
74768,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-11-27,469.08
74769,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-15,8.17
74774,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-05-04,984.0
74777,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-20,517.5
74782,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-03-01,18.5
74783,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-10,451.95
74787,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-02-10,13.17
74798,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-05-01,440.5
74800,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-11,4620.0
74805,PH ELITE DUO  DH 4x12 25 METROS,2020-06-22,3576.75
74807,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-20,406.3
74811,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-05-25,3906.67
74819,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-20,161.77
74820,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-05-16,3.2
74827,RC NOVA DH MEGAROLLO  1 X 12,2020-12-07,53514.06
74831,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-04-30,212.8
74833,PH ELITE PLUS DH 24 X 2,2020-12-04,3049.0
74834,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-10,23.63
74837, PH ELITE PLUS DH VERTICAL 6 X 8,2020-06-10,898.5
74839,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-18,17.38
74840,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-11-21,458.5
74842,PH ELITE CLÁSICO DH 2 X 10 CO,2019-12-18,10577.8
74843,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-02-09,3915.25
74848,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-23,2157.5
74851,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-04,1061.5
74853,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-27,2077.0
74858,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-02,44.38
74860,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-01-16,4.0
74866,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-09,178.83
74868,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-11-03,78.0
74871,PH ELITE  DH 4 X 12 LA,2020-08-23,6.0
74889,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-09-15,620.9
74892,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-02-26,55.19
74893,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-30,3523.5
74895, PH ELITE PLUS DH VERTICAL 6 X 8,2020-10-11,8.0
74901,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-25,849.48
74902,PH HIGIENOL DH 4x6 40 METROS,2020-09-30,11143.24
74907,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-02-02,11.0
74910,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-04-17,9538.0
74911,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-25,8789.5
74912,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-07,690.5
74913,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-09-15,4199.17
74918,PH ELITE PLUS DH 24 X 2,2020-05-12,1846.5
74924,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-21,12607.86
74925,PH ELITE DH 6 X 8 LA,2020-10-06,6146.89
74927,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-11-06,142.27
74933,PH ELITE PLUS DH 24 X 2,2019-09-23,3468.0
74936,PH ELITE  DH 4 X 12 LA,2020-10-25,20.33
74940,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-09-21,881.0
74943,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-24,44.97
74945,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-11-17,3.0
74946,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-22,675.5
74950,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-24,18.96
74953,PH ELITE CLÁSICO DH 2 X 10 CO,2019-11-25,8989.7
74957,RC NOVA DH MEGAROLLO  1 X 12,2021-02-08,51773.73
74959,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-30,37.45
74961,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-04-01,1.88
74964,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-29,3.33
74965,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-31,2623.25
74966,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-02-24,65.4
74972,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-01-09,17000.76
74973,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-09-04,62.63
74974,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-05-18,3329.0
74980,PH NOBLE DH 2 X 10,2020-02-13,219004.2
74982,PH ELITE DH 2 X 10 LA,2021-01-18,23338.31
74994,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-02-07,6.04
75000,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-03-26,3734.0
75002,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-03-25,44.17
75006,PH ELITE DH 24 X 2 LA,2020-03-18,16230.5
75007,PH ELITE DUO  DH 4x12 25 METROS,2020-04-23,10942.5
75011,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-08-10,2076.5
75013,PH ELITE CLÁSICO DH 2 X 10 CO,2021-03-17,1345.0
75021,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-04-21,3886.0
75022,RC NOVA DH MEGAROLLO  2 X 6,2020-05-25,2710.53
75024,PH NOBLE DH 2 X 10,2019-11-16,184146.4
75027,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-11-23,1340.5
75032,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-04-09,18.0
75034,PH ELITE DH 6 X 8 LA,2020-06-22,9568.02
75036,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-08-26,6.17
75038,RC NOVA DH MEGAROLLO  2 X 6,2019-11-18,1093.15
75045,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-12-20,95.06
75047,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-03,7.57
75049,PH ELITE PLUS DH 24 X 2,2021-02-05,2283.0
75050,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-15,2908.75
75052,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-12-06,713.5
75058,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-11-21,42698.81
75060,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-10-24,117.2
75061,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-04-12,62.71
75062,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-11-21,798.5
75063,PH ELITE DH 2 X 10 LA,2019-10-24,57154.0
75065,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-06-04,6369.0
75068,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-04-25,562.45
75078,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-31,920.97
75080,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-05,263.92
75081,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-09-03,1211.5
75082,PH ELITE DH 6 X 8 LA,2020-08-04,9861.8
75089,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-07-01,3851.0
75097,PH HIGIENOL DH  4 X 12,2021-05-09,14.33
75102,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-10-27,24.5
75107,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-08-19,31.68
75108,PH ELITE DH 2 X 10 LA,2021-03-05,29695.1
75112,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-08-26,95.15
75117,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-10,5842.5
75118,SE ELITE CORTADA 1000 X 12,2019-11-27,143.16
75129,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-10-12,636.5
75133,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-28,103.13
75135,PH HIGIENOL DH 4x6 40 METROS,2021-02-23,11172.08
75136,PH ELITE DH 6 X 8 LA,2021-02-06,3054.0
75137,PH ELITE DH 24 X 2 LA,2021-03-28,271.0
75138,PH NOBLE DH 24 X 2,2020-01-13,2695.0
75139,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-05-07,32.7
75141,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-03-03,2833.83
75142,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-07-29,396.67
75152,PH ELITE  DH 4 X 12 LA,2019-11-28,24139.97
75153,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-09-29,192.1
75156,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-02-15,459.25
75157,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-02-22,78.25
75159,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-04-12,3.17
75161,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-05-20,224.32
75164,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-07,5197.5
75166,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-02-25,205.3
75173,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-09-09,109.88
75175,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-03,741.0
75178,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-03,149.48
75183,PH ELITE DH 2 X 10 LA,2020-03-17,82602.1
75185,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-05,37052.67
75188,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-04-18,379.2
75189,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-23,5001.0
75191,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-09-02,195.23
75193,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-04-24,3187.5
75195,RC NOVA DH MEGAROLLO  1 X 12,2019-10-20,5261.49
75197,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-26,7.0
75203,PH NOBLE DH 2 X 10,2020-07-24,152063.8
75205,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-11,1399.0
75214,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-08,88.38
75216,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-24,332.09
75217,PH ELITE DUO  DH 4x12 25 METROS,2020-01-27,6394.77
75219,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-01,79.05
75222,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-27,433.1
75224,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-09-28,183.84
75231,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-11-24,2345.97
75234,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-12-02,802.0
75237,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-19,3314.5
75241,RC NOVA DH MEGAROLLO  1 X 12,2020-04-20,26132.91
75245,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-02,190.7
75248,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-21,29.0
75251,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-07-29,1437.5
75254,PH ELITE DH 6 X 8 LA,2020-01-02,6465.38
75258,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-21,2562.0
75261,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-10-21,368.58
75264,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-30,4180.5
75265,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-08,9794.1
75266,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-12-12,8772.5
75272,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-27,14.88
75273,PH HIGIENOL DH 4x6 40 METROS,2019-09-28,4679.79
75278,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-03-06,7.33
75280,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-24,3964.0
75283,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-19,682.58
75284,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-07,1852.5
75290,RC NOVA DH MEGAROLLO  2 X 6,2019-11-25,1992.31
75295,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-06-03,9844.95
75298,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-27,96.8
75301,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-05-02,2.0
75302,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-07-22,9.25
75303,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-03-11,11.33
75310,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-04,1.4
75321,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-12-09,4122.5
75324,PH ELITE PLUS DH 24 X 2,2020-08-02,42.0
75328,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-01-30,5330.71
75333,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-24,3945.5
75341,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-27,64.42
75342,PH ELITE  DH 4 X 12 LA,2020-05-06,20107.23
75345,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-20,5809.4
75346,PH ELITE DUO  DH 6 x 8  25 METROS,2019-11-12,15244.41
75353, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-29,2365.38
75356,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-04,1553.5
75357,PH NOBLE DH 2 X 10,2021-06-16,42211.4
75360,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-11,66.68
75361,PH ELITE DUO  DH 4x12 25 METROS,2021-05-14,6956.49
75362,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-23,576.5
75364,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-26,1148.5
75366,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-08-03,18.25
75367,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-04-16,3326.0
75378,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-07-16,3061.5
75382,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-11-22,55.7
75386,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-03-27,313.2
75389,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2019-12-13,9.33
75390,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-09-25,12983.85
75391,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-03-04,100.67
75392,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-23,39102.39
75394,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-11,173.25
75395,RC NOVA DH MEGAROLLO  2 X 6,2020-06-23,5979.67
75397,PH ELITE DUO  DH 4x12 25 METROS,2020-03-25,3310.83
75403,PH ELITE DUO  DH 6 x 8  25 METROS,2021-04-08,5492.38
75406,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-06-20,2214.0
75408,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-22,1.33
75413,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-06,7.83
75416,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-03-23,4613.0
75417,PH ELITE PLUS DH 24 X 2,2021-01-07,2648.5
75418,PH ELITE DH 2 X 10 LA,2020-03-29,77.1
75425,PH ELITE DH 24 X 2 LA,2020-02-18,11958.0
75427,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-05-16,34.75
75430,RC NOVA DH MEGAROLLO  1 X 12,2021-05-28,63972.02
75432,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-06-29,20.13
75435,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-07-13,2875.48
75436,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-15,180.25
75439,PH HIGIENOL DH  4 X 12,2021-02-24,2505.91
75441,PH NOBLE DH 24 X 2,2021-02-17,3691.5
75442,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-06-01,2.6
75452,SE ELITE CORTADA 1000 X 12,2019-10-12,180.91
75454,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-04-13,1326.58
75455,PH NOBLE DH 24 X 2,2020-07-17,3508.0
75456,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-10-26,3179.0
75458,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-01-08,553.67
75464,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-02-10,3137.85
75465,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-15,5726.5
75466,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-06,40.29
75468,PH ELITE  DH 4 X 12 LA,2020-07-17,13495.41
75470,RC NOVA DH MEGAROLLO  1 X 12,2021-04-29,59796.92
75477,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-15,29515.89
75481,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-09-18,3738.0
75496,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-02-01,87.56
75497,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-09-07,39.69
75503,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-21,2292.5
75504,SE ELITE CORTADA 1000 X 12,2021-06-07,233.38
75505,PH ELITE DUO  DH 6 x 8  25 METROS,2020-03-03,8273.0
75508,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-09-10,560.67
75509,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-13,1937.44
75510, PH ELITE PLUS DH VERTICAL 6 X 8,2020-08-12,1172.0
75514,PH ELITE DUO  DH 4x12 25 METROS,2020-04-17,12107.75
75517,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-03,614.5
75518,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-16,4397.75
75520,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-04-17,107.75
75525,PH HIGIENOL DH  4 X 12,2021-01-26,2136.12
75526,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-10-26,9.93
75528,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-06-16,40.75
75529,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-07-08,20.56
75531,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-01-24,1221.5
75537,RC NOVA DH MEGAROLLO  1 X 12,2020-03-10,34761.22
75542,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-07,4660.5
75545,PH ELITE DH 6 X 8 LA,2020-10-26,5137.4
75546,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-29,2322.0
75547,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-07-21,11.0
75552,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-09-27,0.67
75554,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-11-26,83.42
75555,RC NOVA DH MEGAROLLO  2 X 6,2020-09-05,3266.37
75556,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-02,2503.5
75560,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-16,260.66
75561,PH ELITE DH 24 X 2 LA,2019-12-09,5878.5
75563,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-10-16,2.67
75566,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-04-30,2937.14
75567,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-01,126.0
75573,PH HIGIENOL DH  4 X 12,2020-10-15,3145.42
75585,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-06,226.67
75586,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-16,21.2
75589,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-14,1345.25
75592,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-27,13016.4
75593,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-12-28,4838.0
75608,PH NOBLE DH 2 X 10,2020-09-03,105829.1
75612,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-03,765.54
75613,PH ELITE CLÁSICO DH 2 X 10 CO,2020-11-11,2631.1
75614,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-12-04,5.83
75631,PH ELITE DUO  DH 4x12 25 METROS,2020-08-04,8130.22
75634,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-28,6003.0
75637,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-22,3.75
75641,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-04-01,1251.5
75642,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-26,52.0
75647,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-03,56.31
75649,PH ELITE DUO  DH 4x12 25 METROS,2021-06-06,448.0
75652,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-29,7506.95
75654,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-03,2771.5
75655,PH ELITE DH 6 X 8 LA,2020-07-01,23366.28
75658,PH NOBLE DH 2 X 10,2021-05-24,103143.2
75665,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-02-28,234.5
75666,PH ELITE  DH 4 X 12 LA,2020-09-04,15010.89
75667,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-03,5544.5
75669,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-06-08,389.26
75671,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-01,55.25
75672,PH HIGIENOL DH  4 X 12,2020-06-17,7299.0
75675,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-20,9.87
75677,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-22,76.22
75678,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-10-16,238.42
75681,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-15,764.5
75682,PH ELITE DH 24 X 2 LA,2020-03-12,23552.0
75694,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-19,2414.0
75701,PH ELITE CLÁSICO DH 2 X 10 CO,2021-03-11,2515.8
75704,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-05,74.4
75705,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-09,1796.0
75706,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-12-06,24.0
75707,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-24,6018.0
75709,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-10-10,382.92
75710,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-26,128.4
75711,PH NOBLE DH 2 X 10,2019-10-04,161601.1
75713,RC NOVA DH MEGAROLLO  1 X 12,2020-04-25,36923.01
75718,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-30,1175.0
75725,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-15,19.76
75728,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-02-11,89.46
75731,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-12-01,60.6
75734,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-12-16,3657.5
75737,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-08-13,2633.5
75743,PH ELITE DUO  DH 6 x 8  25 METROS,2020-11-30,89016.75
75746,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-12-05,10.23
75749,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-05-29,5260.5
75761,PH ELITE DH 2 X 10 LA,2021-04-14,37873.9
75775,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-26,6784.0
75776,PH ELITE  DH 4 X 12 LA,2020-10-22,10992.2
75777,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-06-05,163.9
75779,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-10-17,6069.0
75792,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-04-16,2328.0
75793,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-03-12,142.25
75796,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-11-14,1.67
75800,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-09-12,107.03
75801,PH ELITE DH 2 X 10 LA,2020-07-19,152.0
75803,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-03,903.5
75806,PH NOBLE DH 24 X 2,2021-04-15,3220.0
75809,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-11-23,4509.0
75821,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-18,1743.33
75826,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-06-11,287.72
