,Marca,Fecha,Cantidad
1959,006 Nova,2019-09-19,21947.01
1960,006 Nova,2020-03-23,29343.11
1961,038 Ok Pet,2020-03-16,0.21
1962,003 Noble,2020-11-20,203216.05
1963,003 Noble,2020-05-12,191529.21
1964,038 Ok Pet,2020-03-10,0.71
1965,012 Higienol,2021-02-11,14713.21
1966,008 Babysec,2020-09-09,47036.68
1967,036 Ladysoft,2020-01-31,6000.33
1968,001 Elite,2020-05-09,143266.36
1969,001 Elite,2020-11-11,144268.23
1970,006 Nova,2021-05-18,69470.39
1971,003 Noble,2020-11-17,174257.3
1972,008 Babysec,2020-03-07,29736.98
1973,001 Elite,2019-11-05,225141.32
1974,036 Ladysoft,2021-03-24,5800.86
1975,037 Cotidian,2020-12-28,937.82
1976,006 Nova,2021-05-12,58448.22
1977,006 Nova,2019-09-22,483.08
1978,038 Ok Pet,2020-03-13,0.33
1979,036 Ladysoft,2021-03-21,162.33
1980,012 Higienol,2019-12-21,20672.81
1981,001 Elite,2020-11-08,3439.1
1982,036 Ladysoft,2020-01-28,4885.56
1983,006 Nova,2020-03-26,34890.66
1984,012 Higienol,2020-08-12,17518.17
1985,012 Higienol,2021-02-14,101.33
1986,003 Noble,2020-05-15,228356.65
1987,037 Cotidian,2019-11-06,534.53
1988,036 Ladysoft,2020-02-03,3447.03
1989,036 Ladysoft,2020-09-22,4469.21
1990,006 Nova,2021-05-21,61719.48
1991,037 Cotidian,2020-05-07,483.42
1992,003 Noble,2019-11-17,45567.77
1993,001 Elite,2019-09-11,224264.72
1994,036 Ladysoft,2021-03-27,6050.46
1995,001 Elite,2021-05-10,128490.79
1996,003 Noble,2020-05-18,227293.53
1997,008 Babysec,2021-03-08,30097.13
1998,012 Higienol,2020-08-21,11114.71
1999,003 Noble,2019-11-14,200571.13
2000,012 Higienol,2020-08-15,12356.38
2001,038 Ok Pet,2021-05-11,17.67
2002,012 Higienol,2021-02-17,12868.64
2003,001 Elite,2020-03-15,8643.14
2004,008 Babysec,2020-09-03,34209.47
2005,006 Nova,2020-11-19,45060.08
2006,038 Ok Pet,2020-11-06,34.08
2007,037 Cotidian,2019-11-03,0.79
2008,001 Elite,2020-11-05,117255.83
2009,036 Ladysoft,2020-09-25,4223.49
2010,037 Cotidian,2020-05-04,845.17
2011,006 Nova,2020-11-13,50773.09
2012,038 Ok Pet,2021-05-08,0.88
2013,037 Cotidian,2020-11-06,1327.99
2014,006 Nova,2019-09-25,21657.63
2015,036 Ladysoft,2021-03-30,6966.23
2016,012 Higienol,2020-02-14,13345.62
2017,001 Elite,2019-09-14,188405.07
2018,001 Elite,2020-11-02,83255.81
2019,003 Noble,2020-05-21,235429.98
2020,038 Ok Pet,2020-11-03,4.51
2021,001 Elite,2021-05-07,101778.61
2022,038 Ok Pet,2021-05-14,3.17
2023,012 Higienol,2020-08-18,13967.64
2024,008 Babysec,2021-03-11,35548.93
2025,006 Nova,2020-11-16,66430.1
2026,037 Cotidian,2019-10-31,1410.62
2027,008 Babysec,2020-08-31,55763.83
2028,008 Babysec,2020-09-06,1002.79
2029,037 Cotidian,2020-01-03,672.33
2030,036 Ladysoft,2020-09-28,5887.87
2031,001 Elite,2021-01-05,143258.47
2032,008 Babysec,2019-09-15,334.22
2033,006 Nova,2021-03-15,64686.75
2034,001 Elite,2020-07-03,150214.75
2035,008 Babysec,2020-05-04,34055.93
2036,012 Higienol,2020-02-17,18117.19
2037,003 Noble,2019-11-23,168445.65
2038,001 Elite,2020-07-06,136397.65
2039,006 Nova,2021-03-21,1231.83
2040,012 Higienol,2021-04-13,11594.42
2041,006 Nova,2020-09-13,424.0
2042,037 Cotidian,2021-02-27,2074.2
2043,008 Babysec,2020-11-09,25774.11
2044,001 Elite,2019-11-14,200686.06
2045,003 Noble,2020-07-12,2728.0
2046,036 Ladysoft,2020-03-26,2211.25
2047,038 Ok Pet,2020-11-12,6.0
2048,001 Elite,2019-10-12,186477.35
2049,036 Ladysoft,2019-10-31,7397.87
2050,037 Cotidian,2019-11-05,648.56
2051,036 Ladysoft,2020-05-04,4864.28
2052,006 Nova,2021-04-23,41798.36
2053,003 Noble,2021-03-14,4257.0
2054,006 Nova,2020-10-19,37089.6
2055,008 Babysec,2020-09-28,35035.21
2056,037 Cotidian,2020-12-24,584.72
2057,003 Noble,2020-07-25,161888.32
2058,001 Elite,2020-11-30,304574.48
2059,038 Ok Pet,2021-01-13,12.04
2060,012 Higienol,2020-04-22,18507.42
2061,001 Elite,2021-06-04,87520.99
2062,008 Babysec,2021-04-02,1851.4
2063,012 Higienol,2020-04-16,16337.14
2064,003 Noble,2020-01-24,166717.43
2065,012 Higienol,2019-10-19,18615.11
2066,037 Cotidian,2019-11-02,683.47
2067,036 Ladysoft,2019-11-03,53.8
2068,001 Elite,2019-10-09,212829.7
2069,012 Higienol,2019-10-25,22952.5
2070,038 Ok Pet,2020-07-17,0.67
2071,008 Babysec,2019-10-10,39505.22
2072,036 Ladysoft,2020-12-31,5379.88
2073,001 Elite,2019-12-12,232488.94
2074,012 Higienol,2021-06-17,17013.01
2075,036 Ladysoft,2020-12-25,46.29
2076,006 Nova,2020-08-19,51664.81
2077,001 Elite,2021-02-05,124949.22
2078,038 Ok Pet,2021-01-16,6.71
2079,008 Babysec,2020-12-04,58806.99
2080,036 Ladysoft,2019-11-06,4367.53
2081,003 Noble,2021-03-20,152788.12
2082,012 Higienol,2020-12-16,15108.18
2083,001 Elite,2021-01-30,307790.91
2084,037 Cotidian,2021-03-01,487.93
2085,003 Noble,2020-01-27,216610.77
2086,012 Higienol,2020-04-25,13495.05
2087,012 Higienol,2019-10-22,19699.05
2088,006 Nova,2021-02-21,1227.05
2089,037 Cotidian,2020-08-27,849.04
2090,008 Babysec,2020-06-01,24933.05
2091,036 Ladysoft,2020-12-28,4573.8
2092,038 Ok Pet,2020-07-14,7.63
2093,012 Higienol,2021-06-14,17297.53
2094,008 Babysec,2021-06-05,31486.22
2095,003 Noble,2020-09-18,169486.54
2096,012 Higienol,2021-06-20,168.25
2097,003 Noble,2020-09-15,165806.51
2098,006 Nova,2021-02-24,51168.21
2099,003 Noble,2021-03-23,165888.22
2100,012 Higienol,2020-12-13,369.08
2101,001 Elite,2021-02-02,158231.02
2102,008 Babysec,2020-12-01,18080.03
2103,037 Cotidian,2021-02-26,795.15
2104,037 Cotidian,2020-08-24,888.81
2105,006 Nova,2021-02-18,44291.56
2106,008 Babysec,2020-05-29,34071.03
2107,001 Elite,2020-07-31,201279.34
2108,012 Higienol,2020-06-19,12464.85
2109,003 Noble,2020-03-19,154317.48
2110,012 Higienol,2020-12-22,17333.83
2111,008 Babysec,2021-06-02,35787.75
2112,003 Noble,2020-09-21,186271.15
2113,006 Nova,2020-02-21,23801.58
2114,038 Ok Pet,2021-03-12,5.29
2115,008 Babysec,2020-04-07,35930.75
2116,036 Ladysoft,2020-07-04,4078.04
2117,001 Elite,2019-12-06,201009.81
2118,037 Cotidian,2021-02-23,765.06
2119,037 Cotidian,2020-07-03,984.93
2120,008 Babysec,2020-11-28,56969.82
2121,036 Ladysoft,2019-12-31,4677.24
2122,006 Nova,2020-08-25,55930.4
2123,037 Cotidian,2019-12-30,679.66
2124,008 Babysec,2019-10-04,42158.34
2125,001 Elite,2020-06-09,219638.39
2126,038 Ok Pet,2020-07-20,2.0
2127,003 Noble,2020-03-22,262.73
2128,003 Noble,2020-09-24,171266.32
2129,001 Elite,2021-01-27,176709.21
2130,037 Cotidian,2020-01-02,522.17
2131,012 Higienol,2019-10-28,18694.96
2132,038 Ok Pet,2021-03-09,3.81
2133,037 Cotidian,2021-02-20,1067.52
2134,006 Nova,2020-02-18,28042.13
2135,008 Babysec,2021-05-30,345.4
2136,001 Elite,2019-12-03,222763.27
2137,006 Nova,2020-08-22,44834.79
2138,001 Elite,2019-12-09,170181.71
2139,036 Ladysoft,2019-12-28,4672.33
2140,012 Higienol,2020-12-19,11690.23
2141,001 Elite,2020-06-06,163301.88
2142,008 Babysec,2019-10-07,31800.2
2143,036 Ladysoft,2021-01-03,235.03
2144,036 Ladysoft,2020-07-01,5695.91
2145,012 Higienol,2020-06-16,13046.13
2146,008 Babysec,2021-01-28,63096.44
2147,037 Cotidian,2021-04-25,24.25
2148,006 Nova,2020-06-19,61395.61
2149,036 Ladysoft,2020-01-03,3047.46
2150,006 Nova,2020-12-22,104007.81
2151,038 Ok Pet,2021-03-18,1.08
2152,008 Babysec,2019-12-07,36636.09
2153,037 Cotidian,2020-03-03,846.9
2154,037 Cotidian,2020-03-06,829.49
2155,001 Elite,2020-02-08,207557.79
2156,003 Noble,2021-05-17,142216.29
2157,036 Ladysoft,2021-02-24,5081.05
2158,012 Higienol,2019-12-22,2784.75
2159,003 Noble,2019-09-24,233495.58
2160,012 Higienol,2020-06-25,12612.82
2161,003 Noble,2019-09-18,225969.68
2162,001 Elite,2021-04-01,41642.23
2163,006 Nova,2020-06-22,74642.89
2164,006 Nova,2020-12-25,414.5
2165,038 Ok Pet,2020-09-10,17.54
2166,037 Cotidian,2019-09-05,902.79
2167,012 Higienol,2019-12-19,14895.71
2168,001 Elite,2020-02-05,197358.99
2169,036 Ladysoft,2020-01-06,4928.36
2170,003 Noble,2021-05-14,111513.53
2171,003 Noble,2021-05-20,223807.05
2172,008 Babysec,2019-12-10,33775.5
2173,036 Ladysoft,2021-02-27,7098.08
2174,038 Ok Pet,2020-03-11,1.46
2175,037 Cotidian,2019-09-02,583.09
2176,003 Noble,2019-11-02,118750.1
2177,008 Babysec,2019-11-18,39511.54
2178,006 Nova,2020-07-11,47402.87
2179,003 Noble,2020-05-03,20.0
2180,036 Ladysoft,2021-03-15,5033.1
2181,012 Higienol,2021-02-05,18572.93
2182,008 Babysec,2021-01-12,42142.47
2183,001 Elite,2021-03-16,119812.25
2184,037 Cotidian,2020-09-15,1036.84
2185,038 Ok Pet,2021-04-26,1.33
2186,037 Cotidian,2020-03-13,665.62
2187,036 Ladysoft,2020-09-10,4445.04
2188,003 Noble,2020-11-05,159304.55
2189,006 Nova,2020-01-07,30259.22
2190,001 Elite,2020-01-23,209295.7
2191,008 Babysec,2021-01-15,49040.99
2192,012 Higienol,2021-02-02,19602.48
2193,037 Cotidian,2020-09-09,700.66
2194,036 Ladysoft,2020-01-22,5625.61
2195,006 Nova,2020-07-08,36197.52
2196,008 Babysec,2019-11-21,43637.48
2197,012 Higienol,2020-07-31,18019.87
2198,006 Nova,2021-01-10,6185.0
2199,008 Babysec,2021-03-17,41623.22
2200,006 Nova,2020-11-10,62525.44
2201,003 Noble,2020-12-30,501168.08
2202,012 Higienol,2020-02-02,244.33
2203,037 Cotidian,2020-11-15,17.17
2204,008 Babysec,2020-01-24,56582.87
2205,036 Ladysoft,2020-09-16,4094.87
2206,001 Elite,2019-09-17,213893.93
2207,037 Cotidian,2020-05-13,595.06
2208,003 Noble,2019-11-08,166419.93
2209,038 Ok Pet,2020-10-31,91.01
2210,012 Higienol,2020-02-05,18731.48
2211,001 Elite,2021-05-16,2394.54
2212,036 Ladysoft,2020-03-14,3898.11
2213,008 Babysec,2021-03-20,54949.77
2214,012 Higienol,2020-08-09,3281.92
2215,006 Nova,2020-05-05,40440.74
2216,003 Noble,2020-05-09,191532.42
2217,008 Babysec,2021-03-14,844.0
2218,006 Nova,2020-11-07,64841.59
2219,012 Higienol,2021-03-29,15802.08
2220,038 Ok Pet,2020-10-28,53.64
2221,036 Ladysoft,2020-09-19,4157.29
2222,001 Elite,2019-09-20,199010.55
2223,001 Elite,2020-03-24,178322.05
2224,036 Ladysoft,2020-09-13,100.0
2225,037 Cotidian,2020-05-16,780.61
2226,012 Higienol,2020-02-08,20502.55
2227,001 Elite,2021-05-13,93462.96
2228,001 Elite,2019-09-23,211890.29
2229,003 Noble,2019-11-11,202038.07
2230,006 Nova,2019-09-16,18478.55
2231,008 Babysec,2020-09-12,39609.86
2232,003 Noble,2019-11-05,195668.2
2233,001 Elite,2021-05-19,88406.54
2234,006 Nova,2020-05-08,38600.06
2235,012 Higienol,2020-08-06,17621.65
2236,001 Elite,2020-03-21,131290.78
2237,037 Cotidian,2020-11-09,824.14
2238,008 Babysec,2020-07-22,40132.27
2239,036 Ladysoft,2020-03-20,2893.39
2240,012 Higienol,2021-04-01,4247.92
2241,008 Babysec,2020-01-18,59708.37
2242,037 Cotidian,2021-05-14,678.87
2243,036 Ladysoft,2021-05-12,4065.79
2244,037 Cotidian,2019-09-21,395.5
2245,012 Higienol,2020-02-11,18625.22
2246,006 Nova,2019-11-07,28122.57
2247,003 Noble,2020-06-30,519682.15
2248,038 Ok Pet,2020-05-04,0.33
2249,006 Nova,2020-05-11,40419.33
2250,036 Ladysoft,2019-09-16,3350.31
2251,001 Elite,2020-09-23,115562.06
2252,003 Noble,2021-01-08,170199.86
2253,012 Higienol,2021-04-07,13783.0
2254,008 Babysec,2020-01-15,52820.07
2255,036 Ladysoft,2020-03-17,4003.54
2256,037 Cotidian,2021-05-17,780.58
2257,001 Elite,2020-03-18,163912.3
2258,003 Noble,2021-01-02,29119.13
2259,008 Babysec,2020-01-21,41809.22
2260,037 Cotidian,2020-11-12,856.72
2261,006 Nova,2019-11-10,585.0
2262,036 Ladysoft,2021-05-09,155.12
2263,006 Nova,2020-05-14,39705.23
2264,001 Elite,2020-09-20,1283.34
2265,003 Noble,2021-01-05,139202.44
2266,012 Higienol,2021-04-04,152.83
2267,012 Higienol,2020-09-30,15057.4
2268,037 Cotidian,2019-09-18,857.28
2269,003 Noble,2020-07-03,201946.36
2270,036 Ladysoft,2020-03-23,1908.63
2271,008 Babysec,2020-03-25,21178.44
2272,008 Babysec,2019-09-21,32127.36
2273,037 Cotidian,2020-07-13,1142.59
2274,036 Ladysoft,2020-11-13,3910.85
2275,006 Nova,2021-04-30,92869.6
2276,012 Higienol,2020-04-03,13341.38
2277,036 Ladysoft,2021-05-18,6414.34
2278,006 Nova,2020-09-10,64213.09
2279,003 Noble,2020-07-06,157854.19
2280,006 Nova,2020-03-05,37388.02
2281,012 Higienol,2020-10-03,10159.99
2282,008 Babysec,2021-05-14,27326.47
2283,003 Noble,2020-01-02,84112.97
2284,036 Ladysoft,2019-09-22,304.58
2285,037 Cotidian,2021-01-09,1459.66
2286,006 Nova,2020-03-11,51162.44
2287,037 Cotidian,2021-01-15,1189.06
2288,001 Elite,2019-11-20,274326.71
2289,006 Nova,2019-09-07,19919.71
2290,008 Babysec,2019-09-18,38614.7
2291,037 Cotidian,2019-11-21,709.54
2292,036 Ladysoft,2020-11-10,4730.51
2293,012 Higienol,2020-10-09,14763.3
2294,008 Babysec,2020-03-22,91.47
2295,001 Elite,2020-05-24,916.0
2296,003 Noble,2020-01-05,7216.0
2297,036 Ladysoft,2021-05-15,4725.33
2298,008 Babysec,2021-05-17,29326.76
2299,001 Elite,2020-05-21,189720.97
2300,038 Ok Pet,2020-12-22,0.13
2301,003 Noble,2020-07-09,169464.66
2302,036 Ladysoft,2019-09-19,5182.34
2303,012 Higienol,2020-10-06,12155.61
2304,037 Cotidian,2019-10-16,705.31
2305,012 Higienol,2021-03-20,9030.56
2306,038 Ok Pet,2021-02-02,1.0
2307,006 Nova,2021-02-19,44369.4
2308,003 Noble,2020-02-10,203273.57
2309,037 Cotidian,2020-12-07,783.97
2310,006 Nova,2020-08-23,12.0
2311,003 Noble,2020-08-14,174914.7
2312,008 Babysec,2020-05-28,45490.01
2313,012 Higienol,2020-01-24,19170.71
2314,003 Noble,2021-04-06,124334.59
2315,012 Higienol,2020-01-30,17519.8
2316,037 Cotidian,2021-06-11,1050.28
2317,036 Ladysoft,2020-06-19,5106.59
2318,001 Elite,2020-04-12,129.0
2319,001 Elite,2020-10-15,122963.45
2320,036 Ladysoft,2020-12-22,4521.84
2321,038 Ok Pet,2021-01-30,8.58
2322,006 Nova,2020-01-01,1150.0
2323,003 Noble,2020-02-13,254217.93
2324,008 Babysec,2020-05-25,47781.28
2325,006 Nova,2021-02-22,45001.61
2326,008 Babysec,2020-11-27,36886.42
2327,008 Babysec,2020-12-03,34054.1
2328,037 Cotidian,2020-12-04,793.03
2329,036 Ladysoft,2019-10-28,4167.68
2330,036 Ladysoft,2020-06-22,4588.86
2331,012 Higienol,2020-09-21,9537.04
2332,006 Nova,2019-10-29,22009.53
2333,037 Cotidian,2020-08-07,1002.18
2334,006 Nova,2020-05-02,40898.81
2335,001 Elite,2020-06-21,8.0
2336,003 Noble,2021-04-09,203338.79
2337,012 Higienol,2021-03-26,13772.17
2338,006 Nova,2020-12-20,5893.92
2339,037 Cotidian,2021-02-09,933.5
2340,008 Babysec,2020-08-03,38667.38
2341,001 Elite,2020-12-18,246974.18
2342,003 Noble,2020-04-05,3711.0
2343,003 Noble,2021-04-12,121441.34
2344,038 Ok Pet,2020-08-06,2.33
2345,008 Babysec,2020-07-28,6839.59
2346,006 Nova,2019-11-01,5810.33
2347,001 Elite,2020-06-15,181648.63
2348,036 Ladysoft,2019-12-19,3078.11
2349,003 Noble,2020-10-08,200561.21
2350,001 Elite,2019-12-15,23350.78
2351,036 Ladysoft,2021-02-12,4362.41
2352,037 Cotidian,2019-12-16,532.71
2353,037 Cotidian,2021-02-06,1274.56
2354,006 Nova,2020-12-23,80656.3
2355,012 Higienol,2021-03-23,15432.37
2356,008 Babysec,2020-01-27,36834.29
2357,038 Ok Pet,2021-02-05,0.67
2358,008 Babysec,2020-07-31,64076.69
2359,001 Elite,2020-06-18,164579.04
2360,012 Higienol,2020-09-18,14628.92
2361,036 Ladysoft,2019-12-22,164.84
2362,036 Ladysoft,2020-06-25,6161.61
2363,003 Noble,2020-10-05,236054.24
2364,012 Higienol,2020-09-24,12228.6
2365,038 Ok Pet,2020-08-03,25.25
2366,037 Cotidian,2019-12-13,521.36
2367,012 Higienol,2021-05-17,11929.02
2368,036 Ladysoft,2021-02-15,4435.56
2369,003 Noble,2019-10-08,121377.87
2370,003 Noble,2020-04-11,111443.22
2371,006 Nova,2020-12-26,67685.66
2372,037 Cotidian,2020-06-16,872.84
2373,012 Higienol,2020-03-25,13799.78
2374,038 Ok Pet,2021-03-29,0.17
2375,036 Ladysoft,2019-12-25,175.93
2376,012 Higienol,2020-09-27,168.42
2377,008 Babysec,2021-01-24,1484.05
2378,006 Nova,2020-06-23,90152.51
2379,008 Babysec,2021-01-30,82850.44
2380,008 Babysec,2021-01-27,53829.14
2381,008 Babysec,2020-07-25,32958.28
2382,037 Cotidian,2019-12-10,468.62
2383,006 Nova,2020-12-29,86614.61
2384,036 Ladysoft,2021-02-18,4499.69
2385,001 Elite,2020-12-12,168665.43
2386,003 Noble,2020-04-08,174910.31
2387,001 Elite,2019-10-24,206502.1
2388,008 Babysec,2019-12-06,28590.03
2389,001 Elite,2021-06-16,105276.11
2390,037 Cotidian,2020-06-13,563.55
2391,001 Elite,2020-06-12,185134.91
2392,003 Noble,2021-06-03,85452.92
2393,012 Higienol,2020-03-28,13832.1
2394,037 Cotidian,2021-02-03,1355.49
2395,001 Elite,2020-12-15,180144.12
2396,006 Nova,2019-11-04,20373.28
2397,001 Elite,2019-10-21,182653.31
2398,012 Higienol,2020-03-22,9.42
2399,038 Ok Pet,2021-04-01,7.38
2400,003 Noble,2020-10-11,273.77
2401,006 Nova,2020-06-26,64390.96
2402,038 Ok Pet,2020-09-30,19.81
2403,006 Nova,2020-10-20,52437.39
2404,012 Higienol,2019-09-30,28749.82
2405,003 Noble,2020-12-05,183967.25
2406,001 Elite,2020-08-12,132839.05
2407,036 Ladysoft,2020-02-18,6440.2
2408,008 Babysec,2020-09-27,275.07
2409,003 Noble,2019-10-14,205832.96
2410,037 Cotidian,2021-04-08,723.14
2411,006 Nova,2020-10-26,34249.04
2412,012 Higienol,2019-09-24,21403.07
2413,006 Nova,2020-04-23,44663.72
2414,036 Ladysoft,2020-08-22,4622.81
2415,008 Babysec,2021-04-01,12083.42
2416,037 Cotidian,2020-02-15,691.62
2417,003 Noble,2020-12-02,149794.66
2418,006 Nova,2019-09-01,234.29
2419,003 Noble,2021-06-06,4994.4
2420,012 Higienol,2021-05-26,9948.45
2421,003 Noble,2020-04-14,183027.64
2422,001 Elite,2021-02-17,94334.1
2423,012 Higienol,2021-05-20,15470.98
2424,006 Nova,2021-04-27,55310.25
2425,038 Ok Pet,2020-10-03,2.13
2426,006 Nova,2020-10-23,48943.36
2427,001 Elite,2020-08-15,132783.65
2428,008 Babysec,2020-09-24,31348.81
2429,003 Noble,2019-10-11,186361.71
2430,012 Higienol,2019-09-27,18790.84
2431,012 Higienol,2020-03-31,20296.39
2432,003 Noble,2019-10-27,7248.97
2433,012 Higienol,2019-10-16,18166.88
2434,036 Ladysoft,2021-04-01,2354.29
2435,008 Babysec,2021-04-08,33667.14
2436,038 Ok Pet,2020-10-22,44.78
2437,037 Cotidian,2020-01-27,766.38
2438,036 Ladysoft,2021-04-07,4907.96
2439,012 Higienol,2021-06-08,17725.3
2440,006 Nova,2020-12-04,47523.74
2441,006 Nova,2020-04-16,24710.78
2442,037 Cotidian,2020-07-31,1824.15
2443,008 Babysec,2020-08-19,49881.15
2444,012 Higienol,2020-12-04,10911.58
2445,001 Elite,2020-07-04,138353.07
2446,003 Noble,2020-12-21,214062.45
2447,038 Ok Pet,2020-10-16,8.17
2448,037 Cotidian,2021-03-20,838.38
2449,012 Higienol,2019-10-13,510.25
2450,001 Elite,2019-12-28,263770.74
2451,012 Higienol,2020-06-04,12751.79
2452,001 Elite,2020-01-03,154684.89
2453,006 Nova,2019-10-13,453.75
2454,008 Babysec,2020-02-15,20882.87
2455,006 Nova,2021-06-08,60246.71
2456,003 Noble,2019-10-30,268434.93
2457,008 Babysec,2020-04-19,294.0
2458,003 Noble,2020-06-21,3900.0
2459,006 Nova,2021-04-05,44726.02
2460,036 Ladysoft,2020-04-06,3496.65
2461,003 Noble,2020-12-24,102476.74
2462,008 Babysec,2019-10-16,49030.84
2463,038 Ok Pet,2021-06-14,2.83
2464,037 Cotidian,2021-05-20,844.28
2465,037 Cotidian,2021-05-26,732.23
2466,001 Elite,2021-04-26,102267.07
2467,008 Babysec,2021-06-08,31902.9
2468,012 Higienol,2020-06-07,10.0
2469,036 Ladysoft,2020-04-03,6084.73
2470,006 Nova,2020-02-15,25988.92
2471,006 Nova,2020-02-09,155.0
2472,001 Elite,2019-09-03,233611.18
2473,038 Ok Pet,2020-04-22,2.63
2474,037 Cotidian,2019-09-27,930.28
2475,001 Elite,2020-03-07,205955.86
2476,003 Noble,2019-12-21,180826.17
2477,036 Ladysoft,2020-10-06,3526.69
2478,037 Cotidian,2020-03-31,653.66
2479,003 Noble,2020-06-24,208196.58
2480,038 Ok Pet,2021-06-17,1.67
2481,001 Elite,2021-04-29,133908.81
2482,008 Babysec,2019-10-13,1008.0
2483,037 Cotidian,2019-09-30,1390.27
2484,038 Ok Pet,2021-06-11,2.08
2485,001 Elite,2021-04-23,95496.63
2486,003 Noble,2020-12-27,12721.87
2487,012 Higienol,2020-12-10,10328.55
2488,037 Cotidian,2021-05-23,4.42
2489,036 Ladysoft,2020-03-31,5555.68
2490,008 Babysec,2021-06-11,31094.59
2491,012 Higienol,2020-06-10,15772.51
2492,037 Cotidian,2019-09-24,1595.6
2493,037 Cotidian,2020-11-18,897.73
2494,006 Nova,2020-02-12,31112.01
2495,012 Higienol,2019-12-07,16147.49
2496,008 Babysec,2020-04-16,47763.25
2497,003 Noble,2020-06-27,180520.82
2498,006 Nova,2020-08-16,1530.0
2499,036 Ladysoft,2020-10-09,3845.04
2500,036 Ladysoft,2020-10-03,3868.56
2501,001 Elite,2020-03-04,185047.33
2502,001 Elite,2020-02-27,162143.49
2503,012 Higienol,2019-12-10,19051.6
2504,001 Elite,2020-08-31,210144.93
2505,036 Ladysoft,2019-10-09,3952.13
2506,008 Babysec,2021-04-17,24789.86
2507,036 Ladysoft,2019-10-03,3370.21
2508,006 Nova,2020-10-07,41838.04
2509,006 Nova,2021-04-11,891.08
2510,036 Ladysoft,2021-05-29,5108.92
2511,008 Babysec,2020-10-16,45074.67
2512,003 Noble,2019-12-27,253831.48
2513,012 Higienol,2021-02-03,20154.75
2514,038 Ok Pet,2020-12-19,43.29
2515,008 Babysec,2020-04-13,36557.97
2516,012 Higienol,2020-06-13,13961.47
2517,037 Cotidian,2020-03-25,570.59
2518,036 Ladysoft,2021-06-04,5847.17
2519,001 Elite,2020-03-01,588.04
2520,001 Elite,2020-09-03,138400.61
2521,036 Ladysoft,2019-10-06,86.78
2522,003 Noble,2021-02-17,133571.53
2523,012 Higienol,2019-12-13,17485.47
2524,036 Ladysoft,2020-04-09,193.8
2525,001 Elite,2020-08-28,153271.52
2526,037 Cotidian,2020-09-27,4.75
2527,036 Ladysoft,2021-06-01,2947.16
2528,006 Nova,2021-04-14,59639.24
2529,037 Cotidian,2020-03-28,379.98
2530,012 Higienol,2021-01-31,322.33
2531,008 Babysec,2020-10-13,32471.44
2532,003 Noble,2019-12-30,349749.57
2533,038 Ok Pet,2020-12-16,57.08
2534,037 Cotidian,2020-03-22,0.5
2535,006 Nova,2021-04-08,59182.5
2536,003 Noble,2019-12-24,119083.97
2537,008 Babysec,2020-04-10,322.0
2538,038 Ok Pet,2020-06-13,2.21
2539,001 Elite,2019-10-31,286524.49
2540,037 Cotidian,2020-05-28,1622.55
2541,001 Elite,2020-05-04,175498.5
2542,036 Ladysoft,2020-12-06,126.75
2543,003 Noble,2021-02-20,139562.61
2544,012 Higienol,2021-02-06,12210.23
2545,012 Higienol,2019-12-16,21168.2
2546,006 Nova,2021-02-06,51827.43
2547,037 Cotidian,2019-11-24,1.0
2548,003 Noble,2021-02-26,254350.15
2549,008 Babysec,2020-06-13,43763.16
2550,001 Elite,2020-05-01,109827.48
2551,036 Ladysoft,2020-11-30,8881.45
2552,008 Babysec,2020-12-16,40250.89
2553,006 Nova,2019-12-16,26536.47
2554,038 Ok Pet,2020-06-16,2.0
2555,001 Elite,2020-11-03,98340.13
2556,003 Noble,2020-08-18,202773.52
2557,012 Higienol,2020-08-07,15580.18
2558,037 Cotidian,2020-05-25,643.51
2559,036 Ladysoft,2020-12-03,3363.94
2560,003 Noble,2019-12-29,39335.5
2561,038 Ok Pet,2020-12-21,45.42
2562,001 Elite,2020-12-20,10222.64
2563,008 Babysec,2021-04-22,48001.86
2564,012 Higienol,2020-10-05,14068.21
2565,037 Cotidian,2021-01-13,1032.72
2566,006 Nova,2020-09-29,46801.86
2567,036 Ladysoft,2021-06-06,129.12
2568,008 Babysec,2020-10-18,707.64
2569,037 Cotidian,2020-07-14,876.98
2570,008 Babysec,2020-04-18,41431.83
2571,006 Nova,2021-04-06,53653.87
2572,037 Cotidian,2019-11-25,1060.02
2573,012 Higienol,2020-04-02,15969.87
2574,001 Elite,2019-10-26,184611.43
2575,036 Ladysoft,2020-04-17,7229.27
2576,003 Noble,2020-07-05,1316.23
2577,001 Elite,2020-12-17,163732.0
2578,012 Higienol,2020-10-02,10846.58
2579,012 Higienol,2020-03-30,13252.15
2580,036 Ladysoft,2019-10-14,4304.06
2581,003 Noble,2020-01-01,1292.0
2582,008 Babysec,2021-04-25,949.04
2583,008 Babysec,2020-10-21,43681.17
2584,037 Cotidian,2021-01-16,768.45
2585,006 Nova,2020-10-02,35395.71
2586,038 Ok Pet,2020-12-24,1.25
2587,036 Ladysoft,2021-06-09,4470.55
2588,012 Higienol,2019-10-02,16947.41
2589,036 Ladysoft,2021-06-12,4803.16
2590,036 Ladysoft,2020-12-08,4170.97
2591,037 Cotidian,2020-03-14,456.34
2592,038 Ok Pet,2020-06-24,1.33
2593,037 Cotidian,2020-09-16,866.9
2594,001 Elite,2020-08-20,165661.77
2595,012 Higienol,2020-04-05,276.0
2596,036 Ladysoft,2019-10-17,4334.78
