,SKU,Fecha,Soles
85220,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-26,635.65
85221,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-16,4798.69
85222,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-31,14662.79
85226,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-12-06,114.41
85229,PH ELITE PLUS DH 24 X 2,2020-11-14,23533.82
85237,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-03-20,42869.67
85248,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-10-21,8601.44
85249,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-26,2786.33
85250,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-05-19,373006.04
85254,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-10-10,13734.38
85255,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-09-14,91744.77
85256,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-10,187556.03
85258,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-03-13,115112.88
85259,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-05-22,404.08
85263,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-03-26,32107.41
85264,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-04-04,421.27
85270,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-09-29,3808.66
85275,PH NOBLE DH 2 X 10,2020-08-14,1263027.45
85285,PH ELITE DH 24 X 2 LA,2021-02-16,306245.91
85295,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-09-23,142315.21
85296,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-12-18,6577.63
85300,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-24,40618.95
85320,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-08-28,3189.9
85324,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-20,430128.0
85327,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-03-31,21198.14
85328,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-04-20,1553.05
85333,PH ELITE DUO  DH 4x12 25 METROS,2020-08-24,191877.65
85337,PH HIGIENOL DH 4x6 40 METROS,2020-03-28,145010.02
85339,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-11-02,36034.29
85340,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-06-16,9473.99
85342,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-03-12,8709.55
85343,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-04-18,14892.93
85344,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-09-23,266010.01
85345,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-04-24,169861.23
85348,RC NOVA DH MEGAROLLO  1 X 12,2019-10-20,91220.54
85350,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-26,78.3
85355,PH NOBLE DH 2 X 10,2020-07-24,1575635.16
85359,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-11-11,87803.51
85367,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-08,7433.21
85371,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-01,4618.02
85372,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-01-24,22394.96
85373,PH ELITE DUO  DH 4x12 25 METROS,2020-01-27,224135.21
85374,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-10-27,26322.05
85377,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-09-28,15402.06
85383,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-11-24,105027.43
85387,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-12-02,50923.19
85391,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-19,203559.31
85394,RC NOVA DH MEGAROLLO  1 X 12,2020-04-20,445764.57
85399,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-02,9148.44
85402,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-21,1732.28
85405,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-07-29,78025.36
85407,PH ELITE DH 6 X 8 LA,2020-01-02,185173.92
85411,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-10-21,9832.92
85414,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-12-21,140555.88
85417,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-12-12,107755.47
85418,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-30,248151.62
85419,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-08,189781.45
85425,PH HIGIENOL DH 4x6 40 METROS,2019-09-28,109120.38
85426,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-12-27,1442.55
85431,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-03-06,491.87
85433,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-03-24,215495.42
85435,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-19,7166.81
85437,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-01-07,116244.33
85441,RC NOVA DH MEGAROLLO  2 X 6,2019-11-25,32774.99
85452,PH ELITE DH 6 X 8 LA,2021-05-20,104463.98
85456,PH ELITE CLÁSICO DH 2 X 10 CO,2019-11-04,77781.24
85458,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-02-09,167030.44
85469,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-03-13,14909.32
85470,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-07-10,13769.7
85471,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-02-28,2257.59
85478,PH ELITE  DH 4 X 12 LA,2021-03-14,730.59
85480,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-04-19,90758.91
85485,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-02-04,32837.07
85491,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-01-12,12130.17
85493,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-04-17,1290.56
85494,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-01,41334.74
85496,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-01-15,17088.91
85497,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-19,211154.4
85501,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-11-11,4580.25
85504,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-10-05,27709.65
85511,PH ELITE PLUS DH 24 X 2,2019-12-21,92670.27
85512,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-10,106777.03
85513,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-12-15,80839.94
85515,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-08,56.87
85521,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-11-26,554150.75
85522,SE ELITE CORTADA 1000 X 12,2020-09-11,5304.07
85523,PH ELITE DH 6 X 8 LA,2020-05-16,251266.38
85528,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-04-25,44692.22
85532,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-14,211914.62
85537,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-04-18,780.62
85539,RC NOVA DH MEGAROLLO  1 X 12,2019-11-08,301939.93
85541,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-10-18,2320.12
85542,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-22,5486.15
85544,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-05-15,3033.38
85545,PH ELITE CLÁSICO DH 2 X 10 CO,2020-01-07,95760.87
85550,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-10-24,14126.4
85555,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-08-26,3953.08
85559,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-21,110305.02
85562,PH ELITE DH 6 X 8 LA,2019-12-10,337212.26
85564,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-02-13,660.84
85565,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-11-13,7443.12
85566,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-01-04,79510.62
85571,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-02-03,1457.78
85582,PH NOBLE DH 24 X 2,2019-09-13,107662.75
85585,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-01,88676.29
85588,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-02-05,37264.3
85594,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-08-14,659.07
85596,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-05-11,351538.24
85600,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-12-24,57552.98
85604,RC NOVA DH MEGAROLLO  1 X 12,2020-05-16,663923.72
85610,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-05-21,17537.07
85617, PH ELITE PLUS DH VERTICAL 6 X 8,2019-12-03,29522.03
85619,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-29,159714.15
85620,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-22,1190.36
85625,PH HIGIENOL DH 4x6 40 METROS,2020-04-21,127724.1
85626,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-12-13,479.47
85627,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-07-01,140486.83
85628,PH ELITE DH 24 X 2 LA,2019-12-05,249195.22
85635,SE ELITE CORTADA 1000 X 12,2020-01-27,19225.89
85636,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-05-18,26246.91
85638,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2019-09-02,11862.03
85640,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-07-31,381221.45
85642,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-12-13,242.27
85646,PH ELITE DH 6 X 8 LA,2019-12-13,249240.85
85648,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-28,1076.41
85649,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-04,27432.41
85652,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-04-01,11862.32
85654,RC NOVA DH MEGAROLLO  1 X 12,2021-05-20,1051432.5
85656,PH ELITE CLÁSICO DH 2 X 10 CO,2020-08-19,29896.61
85657,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-06-24,3462.74
85660,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-02-22,2921.23
85670,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-06-15,576.73
85672,PH ELITE DH 2 X 10 LA,2020-02-27,591792.93
85680,RC NOVA DH MEGAROLLO  2 X 6,2020-01-06,33725.26
85681,PH NOBLE DH 24 X 2,2020-04-02,94898.18
85683,PH ELITE DH 2 X 10 LA,2021-05-24,334450.59
85684,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-14,447049.02
85688,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-03-14,2852.55
85690,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-31,10120.45
85696,PH NOBLE DH 24 X 2,2021-05-28,71230.73
85698,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-12-22,91.19
85701,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-11-16,9993.49
85705,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-13,125681.93
85706,PH ELITE PLUS DH 24 X 2,2020-12-24,63473.4
85707, PH ELITE PLUS DH VERTICAL 6 X 8,2020-05-15,26997.7
85711,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-21,50345.64
85714,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-18,127560.59
85717,RC NOVA DH MEGAROLLO  2 X 6,2021-01-09,59450.85
85719,PH NOBLE DH 24 X 2,2021-05-22,59267.6
85720,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-10-21,7627.52
85721,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-06,136268.88
85724,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-11-15,78.75
85732,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-21,2235.54
85737,PH NOBLE DH 24 X 2,2019-09-29,1123.9
85742,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-13,124238.01
85753,PH ELITE  DH 4 X 12 LA,2020-09-12,640907.37
85755,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-09-09,99117.52
85756,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-17,7415.63
85770,RC NOVA DH MEGAROLLO  2 X 6,2020-10-30,47239.39
85773,PH NOBLE DH 24 X 2,2020-05-07,89165.4
85776,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-09-08,1501.21
85777,PH ELITE CLÁSICO DH 2 X 10 CO,2020-11-02,34837.81
85783, PH ELITE PLUS DH VERTICAL 6 X 8,2019-09-03,32443.34
85785,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2019-11-29,10427.44
85795,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-10-03,1959.3
85797,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-06-11,1685.16
85799,PH ELITE DH 24 X 2 LA,2019-11-30,248308.59
85812,PH NOBLE DH 2 X 10,2021-03-02,459272.04
85814,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-03,3836.04
85816,PH ELITE DH 6 X 8 LA,2021-06-24,133119.01
85817,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-01-10,584.86
85819,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-01-25,11152.67
85820,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-10-16,4592.42
85831,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-05-27,1875.19
85832,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-21,50265.94
85834,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-04-14,14176.26
85836,PH ELITE DH 6 X 8 LA,2020-05-05,325902.92
85840,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-08-07,135458.31
85843,PH NOBLE DH 2 X 10,2020-08-25,1384837.76
85844,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-06,25463.56
85845,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-14,122039.43
85846,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-05-20,17660.72
85849,PH HIGIENOL DH 4x6 40 METROS,2019-09-10,135059.97
85850,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-02-10,1550.94
85852,PH ELITE DH 24 X 2 LA,2020-12-03,379346.53
85859,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-01-17,25.85
85868,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-14,39966.3
85872,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-01-11,31271.49
85873,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-04-23,187318.29
85876,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-05-15,14533.24
85878,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-03,100044.73
85881,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-15,268244.09
85882,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-02-21,4014.92
85885,PH ELITE DH 6 X 8 LA,2021-03-24,134277.23
85887,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-08-07,46963.7
85888,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-01-15,122686.06
85892,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-22,12237.0
85895,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-15,106218.01
85906,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-04-04,5655.58
85907,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-16,3211.93
85909,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-14,27510.4
85911,PH HIGIENOL DH  4 X 12,2020-04-29,252723.68
85917,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-23,548.9
85919,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-02-06,45387.15
85922,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-01-31,692.11
85928,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-05,96764.55
85934,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-14,52400.06
85944,PH NOBLE DH 24 X 2,2021-02-28,184.32
85946,RC NOVA DH MEGAROLLO  1 X 12,2020-07-31,943632.71
85948,PH ELITE DH 24 X 2 LA,2020-02-07,302029.39
85950,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-27,24568.4
85952,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-18,1548.18
85954,SE ELITE CORTADA 1000 X 12,2021-01-15,7960.53
85960,PH HIGIENOL DH  4 X 12,2020-12-20,2459.15
85970,PH NOBLE DH 2 X 10,2019-10-07,1468290.7
85972,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-07,16433.3
85980,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-04,5601.99
85982,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-10-14,42658.66
85985,PH ELITE DUO  DH 6 x 8  25 METROS,2020-07-24,747834.85
85998,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-29,5647.92
86001,PH HIGIENOL DH  4 X 12,2020-09-29,137784.82
86002,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-10-27,1969.11
86005,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-08-25,28254.21
86007,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-06-29,232.53
86010,PH NOBLE DH 2 X 10,2019-09-13,1742245.48
86013,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-11-17,1277.96
86015,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-11-16,362706.05
86017,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-28,3976.22
86018,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-19,9362.48
86021,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-02-16,127.37
86025,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-08-19,545.71
86026,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-10-28,36515.58
86027,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-03-20,198471.03
86028,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-04-16,485419.29
86029,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-09-21,126306.26
86030,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-02-11,6621.78
86034,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-26,22574.05
86043,SE ELITE CORTADA 1000 X 12,2021-02-08,11077.9
86048,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-05-29,7450.73
86065,RC NOVA DH MEGAROLLO  1 X 12,2020-12-31,1818730.13
86068,PH ELITE DH 6 X 8 LA,2020-06-19,341134.98
86076,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-11-18,157042.2
86079,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-10,127559.95
86083,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-03-23,58522.94
86087,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-11,133661.81
86091,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-10-19,3879.54
86092,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-05-20,71840.09
86096,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-01-07,775.14
86100,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-05-05,176188.33
86103,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-02-28,326716.79
86110,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-22,253.09
86113,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-26,901.52
86116,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-04-01,78228.67
86119,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-06-03,4586.63
86121,PH ELITE DUO  DH 4x12 25 METROS,2021-06-06,18544.0
86125,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-05-29,150302.31
86126,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-08-03,149238.81
86127,PH ELITE DH 6 X 8 LA,2020-07-01,639859.84
86132,PH NOBLE DH 2 X 10,2021-05-24,1092386.77
86135,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-02-28,11374.61
86139,PH ELITE  DH 4 X 12 LA,2020-09-04,427014.07
86140,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-03,352057.9
86142,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-06-08,11849.12
86144,PH HIGIENOL DH  4 X 12,2020-06-17,215054.91
86145,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-05-01,1140.85
86148,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-22,4792.94
86149,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-03-20,693.04
86151,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-10-16,9986.33
86153,PH ELITE DH 24 X 2 LA,2020-03-12,673418.92
86157,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-01-15,50165.55
86167,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-06-19,142812.82
86173,PH ELITE CLÁSICO DH 2 X 10 CO,2021-03-11,27945.37
86177,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-09,57477.58
86179,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-05,5265.54
86180,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-10-10,12542.88
86181,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-12-06,1463.3
86182,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-03-24,357798.06
86183,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-08-26,10019.83
86185,PH NOBLE DH 2 X 10,2019-10-04,1723070.27
86186,RC NOVA DH MEGAROLLO  1 X 12,2020-04-25,633145.61
86192,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-30,12047.26
86198,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-15,1375.07
86202,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-05-21,8398.51
86206,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-08-09,34067.8
86209,PH ELITE  DH 4 X 12 LA,2020-11-25,201230.19
86216,RC NOVA DH MEGAROLLO  2 X 6,2021-06-25,39854.97
86220,PH HIGIENOL DH  4 X 12,2021-01-07,92242.86
86221,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-09-22,2251.16
86222,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-02-16,2821.08
86225,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-09,2030.01
86231,PH NOBLE DH 2 X 10,2021-02-18,610760.11
86234,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-18,9962.21
86239,PH ELITE PLUS DH 24 X 2,2020-01-06,110514.01
86250,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-11-22,167020.9
86260,RC NOVA DH MEGAROLLO  1 X 12,2019-09-24,346039.1
86261,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-12-26,1415.62
86262,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-04-05,1377.45
86267,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-02-23,67728.23
86269,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-04-28,4684.58
86273,PH ELITE DH 24 X 2 LA,2021-01-23,382630.84
86286,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-12-31,1152.86
86297,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-01-25,310558.54
86300,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-08,34483.91
86302,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-06-04,4301.96
86309,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-05-24,1379.9
86314,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-10-04,9264.83
86317,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-25,9606.03
86318,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-11-24,10136.18
86324,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-03-30,43888.08
86326,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-01,46.36
86327,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-01-18,88155.54
86328,PH NOBLE DH 24 X 2,2020-02-25,67327.2
86340,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-20,390.09
86341,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-10,79892.64
86345,PH ELITE DH 2 X 10 LA,2019-12-06,646911.4
86349,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-01,1786.61
86350,PH ELITE PLUS DH 24 X 2,2021-03-20,33023.55
86352,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-15,457.63
86353, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-23,68963.61
86356,PH HIGIENOL DH 4x6 40 METROS,2020-01-08,234455.05
86360,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-01-16,9064.97
86363,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-20,6936.15
86364,PH NOBLE DH 2 X 10,2021-05-30,14273.83
