,Distribuidor,Fecha,Soles
38208,LA GENOVESA - ILO,2021-04-19,2489.88
38209,PATITA SAC,2021-04-19,52575.08
38210,MYL_HERMANOS,2021-04-20,130781.02
38211,URBANO,2021-04-20,76752.28
38212,CODIJISA - TRUJILLO,2021-04-21,25410.18
38213,DIJISA - HUANCAYO,2021-04-21,5643.72
38214,EDUSA,2021-04-21,29702.42
38215,LANCERO - PUCALLPA,2021-04-21,18229.77
38216,MARRACHE,2021-04-21,28736.85
38218,AGA - JAEN,2021-04-22,41418.84
38219,VEGA - NORTE,2021-04-22,64114.4
38220,VEGA - SUR,2021-04-22,25824.17
38222,AGA - MOYOBAMBA,2021-04-23,20479.29
38224,ALMACENES_SEVILLANO,2021-04-23,34351.54
38225,LANCERO - TINGO MARIA,2021-04-23,10531.08
38226,LIDER - TRUJILLO,2021-04-23,11630.72
38228,TAYMI,2021-04-23,129669.14
38229,TCA SAC,2021-04-23,36109.0
38230,TEMMY,2021-04-23,37240.13
38231,ZV,2021-04-23,53295.58
38232,5M DISTRIBUCIONES,2021-04-24,11270.09
38233,ECONOMYSA,2021-04-24,111447.32
38235,STA APOLONIA - T,2021-04-24,93171.56
38236,VEGA - ESTE,2021-04-24,31973.99
38237,LAGUI,2021-04-25,19345.93
38238,CASA GRANDE,2021-04-26,133728.44
38239,DIPSA-AYACUCHO,2021-04-26,327062.37
38240,DISART,2021-04-26,218453.56
38241,JRC - ICA,2021-04-26,60874.05
38242,LA GENOVESA - TACNA,2021-04-26,20112.09
38243,DISTRIBUIDORA CCM,2021-04-27,416693.22
38244,DYCART,2021-04-27,273857.25
38245,GUMISA - HUARAZ,2021-04-27,26111.69
38246,LANCERO - HUANUCO,2021-04-27,5262.94
38247,MYG,2021-04-27,12184.84
38248,VEGA - NORTE,2021-04-27,65995.08
38249,AGA - MOYOBAMBA,2021-04-28,21746.25
38250,PATITA SAC,2021-04-28,49914.26
38251,RICMAN,2021-04-28,50492.8
38252,SAUL,2021-04-28,27319.38
38253,TCA SAC,2021-04-28,36726.09
38254,5M DISTRIBUCIONES,2021-04-29,42905.31
38255,DIPSA-ANDAHUAYLAS,2021-04-29,81375.73
38257,MYL_HERMANOS,2021-04-29,259105.24
38258,LANCERO - LA MERCED,2021-04-30,5041.2
38259,LANCERO - PUCALLPA,2021-04-30,28461.43
38261,DIJISA - ICA,2021-05-03,5496.12
38263,DROGUERIA SAN MARTIN,2021-05-03,53472.22
38264,ECONOMYSA,2021-05-03,104822.85
38267,VEGA - ESTE,2021-05-03,19100.2
38268,AGA - TARAPOTO,2021-05-04,23728.36
38269,DACIA - LIMA,2021-05-04,16117.54
38271,EUROVA,2021-05-04,237698.96
38272,LAGUI,2021-05-04,77150.93
38273,LIDER - CHEPEN,2021-05-04,6212.7
38274,CHUPACA BUSINESS,2021-05-05,53193.85
38275,DIPSA-AYACUCHO,2021-05-05,138634.7
38277,DICOBELSA - LIMA,2021-05-06,38182.16
38278,DIJISA - CHINCHA,2021-05-06,65141.97
38279,DYCART,2021-05-06,489024.65
38280,FERROL,2021-05-06,27840.84
38281,GUMISA - HUARAZ,2021-05-06,14651.54
38282,JRC - NAZCA,2021-05-06,10181.42
38283,ARCANGEL,2021-06-26,54154.17
38284,DIJISA - CHINCHA,2021-06-26,27286.57
38285,DIPSA-ANDAHUAYLAS,2021-06-26,137214.5
38286,FERROL,2021-06-26,43538.01
38287,AGA - JAEN,2021-06-28,31881.57
38289,GUMISA - HUARAZ,2020-10-29,40088.82
38290,LAGUI,2020-10-29,34371.19
38291,SAUL,2020-10-29,42222.86
38292,URBANO,2020-10-29,36207.06
38293,CODIJISA - TRUJILLO,2020-10-30,32324.16
38295,DICOBELSA - LIMA,2020-10-30,28915.49
38296,GUMISA - HUARAZ,2020-10-30,40147.96
38297,LAGUI,2020-10-30,59715.42
38298,RICMAN,2020-10-30,119401.36
38299,URBANO,2020-10-30,38125.93
38300,VEGA - CENTRO,2020-10-30,34038.58
38301,CODIJISA - TRUJILLO,2020-10-31,31764.49
38302,LANCERO - TINGO MARIA,2020-10-31,9671.31
38303,RICMAN,2020-10-31,67561.86
38304,EUROVA,2020-11-02,26744.57
38305,TAMBOS LIMA,2020-11-02,532.83
38307,AGA - TARAPOTO,2020-11-03,9358.75
38309,KONSUMASS,2020-11-03,62457.1
38311,STA APOLONIA - T,2020-11-03,85171.23
38312,ZV,2020-11-03,51342.32
38314,AGA - TARAPOTO,2020-11-04,11206.89
38316,KONSUMASS,2020-11-04,90258.15
38318,CODIJISA - PIURA,2020-11-05,120279.79
38319,LA GENOVESA - MOQUEGUA,2020-11-05,1876.89
38320,MYG,2020-11-05,11093.63
38322,CODIJISA - PIURA,2020-11-06,114605.54
38323,GRUPO SVS,2020-11-06,125891.2
38325,LA GENOVESA - MOQUEGUA,2020-11-06,2988.0
38326,MYG,2020-11-06,4581.7
38327,MYL_HERMANOS,2020-11-06,207288.02
38328,GRUPO SVS,2020-11-07,44845.7
38329,JRC - NAZCA,2020-11-07,18642.71
38330,LIDER - CHEPEN,2020-11-07,5700.96
38331,VEGA - NORTE,2020-11-07,132237.25
38332,ALMACENES_SEVILLANO,2020-11-09,1608.0
38333,ESTILOS,2020-11-09,7681.9
38334,FERROL,2020-11-09,39464.04
38335,LANCERO - PUCALLPA,2020-11-09,22243.89
38336,MOLISAC,2020-11-09,125550.05
38337,SIPAN - Y,2020-11-09,121904.0
38338,TCA SAC,2020-11-09,39262.74
38339,AGA - MOYOBAMBA,2020-11-10,11098.63
38340,FERROL,2020-11-10,33637.32
38342,TEMMY,2020-11-10,42262.43
38343,VEGA - SUR,2020-11-10,26350.85
38344,5M DISTRIBUCIONES,2020-11-11,25589.42
38345,AGA - JAEN,2020-11-11,16254.6
38346,AGA - MOYOBAMBA,2020-11-11,15551.7
38348,TEMMY,2020-11-11,35893.14
38350,5M DISTRIBUCIONES,2020-11-12,31808.55
38351,AGA - JAEN,2020-11-12,13514.69
38353,CALLAYUC,2020-11-13,187850.02
38355,CODIJISA - CHIMBOTE,2020-11-13,18181.18
38357,JRC - ICA,2020-11-13,62046.71
38358,LAGUI,2020-11-13,148546.95
38359,LYG-CD_SAC,2020-11-13,177519.06
38360,URBANO,2020-11-13,35766.88
38361,CALLAYUC,2020-11-14,212488.34
38364,DACIA - LIMA,2020-11-14,28529.4
38365,DIPSA-ABANCAY,2020-11-14,9437.19
38366,DISTRIBUIDORA CCM,2020-11-14,1144260.6
38367,JRC - ICA,2020-11-14,57196.65
38368,LANCERO - HUANUCO,2020-11-14,4055.42
38369,LYG-CD_SAC,2020-11-14,524762.57
38370,SODALES,2020-11-14,254457.23
38372,ARCANGEL,2020-11-16,199402.91
38373,DIJISA - HUANCAYO,2020-11-16,14008.73
38374,DIPSA-ANDAHUAYLAS,2020-11-16,140975.68
38375,EDUSA,2020-11-16,34539.3
38376,LA GENOVESA - ILO,2020-11-16,4762.15
38378,ARCANGEL,2020-11-17,59846.12
38379,DIPSA-ANDAHUAYLAS,2020-11-17,57240.67
38381,ZV,2020-11-17,72119.83
38383,EDUFARMA MERCADO,2020-11-18,164895.09
38384,MELVIN MICHEL AL,2020-11-18,219936.63
38386,ZV,2020-11-18,78103.03
38387,CODIJISA - PIURA,2020-11-19,179285.64
38388,EDUFARMA MERCADO,2020-11-19,96377.19
38389,LANCERO - LA MERCED,2020-11-19,1575.34
38390,MARRACHE,2020-11-19,53459.56
38391,MELVIN MICHEL AL,2020-11-19,235470.3
38392,CODIJISA - PIURA,2020-11-20,142655.97
38393,DIJISA - ICA,2020-11-20,11117.31
38394,DISART,2020-11-20,194384.31
38395,DROGUERIA SAN MARTIN,2020-11-20,52923.04
38397,LANCERO - LA MERCED,2020-11-20,999.9
38398,MARRACHE,2020-11-20,31660.56
38399,DIJISA - ICA,2020-11-21,8886.09
38400,DROGUERIA SAN MARTIN,2020-11-21,30296.4
38402,LIDER - CHEPEN,2020-11-21,7393.7
38403,TAMBOS AQP,2020-11-21,44596.16
38404,TAYMI,2020-11-21,177950.06
38405,LIDER - CHEPEN,2020-11-22,1573.6
38406,CASA GRANDE,2020-11-23,179146.19
38407,DIJISA - CHINCHA,2020-11-23,37272.78
38408,ESTILOS,2020-11-23,5588.58
38409,LA GENOVESA - TACNA,2020-11-23,25230.58
38410,P&PJ CHINCHA,2020-11-23,196092.6
38411,SIPAN - Y,2020-11-23,123649.73
38412,AGA - MOYOBAMBA,2020-11-24,12307.84
38413,CHUPACA BUSINESS,2020-11-24,56817.08
38414,DIJISA - CHINCHA,2020-11-24,24371.09
38415,FERROL,2020-11-24,29231.64
38416,AGA - MOYOBAMBA,2020-11-25,26631.51
38417,CHUPACA BUSINESS,2020-11-25,44570.27
38418,PANAM,2020-11-25,17232.72
38419,5M DISTRIBUCIONES,2020-11-26,16403.76
38420,AGA - JAEN,2020-11-26,24355.39
38421,DIJISA - AYACUCHO,2020-11-26,11386.68
38422,PANAM,2020-11-26,27795.7
38423,PATITA SAC,2020-11-26,77090.1
38424,CALLAYUC,2020-11-27,267678.51
38425,CORPORACION_VEGA,2020-11-27,24556.99
38426,DIJISA - AYACUCHO,2020-11-27,6189.46
38427,LYG-CD_SAC,2020-11-27,231272.56
38428,CODIJISA - CHIMBOTE,2020-11-28,33378.14
38429,CORPORACION_VEGA,2020-11-28,105344.74
38430,DIPSA-ABANCAY,2020-11-28,11189.51
38431,JRC - ICA,2020-11-28,76579.34
38432,LIDER - TRUJILLO,2020-11-28,7998.46
38433,LYG-CD_SAC,2020-11-28,238754.11
38434,ARCANGEL,2020-11-30,257946.16
38435,ECONOMYSA,2020-11-30,109511.12
38436,RICMAN,2020-11-25,40136.78
38437,TAMBOS LIMA,2020-11-25,237448.98
38438,URBANO,2020-11-25,33143.91
38440,CODIJISA - TRUJILLO,2020-11-26,43530.78
38441,DIJISA - HUANCAYO,2020-11-26,14243.16
38442,DIJISA - LIMA,2020-11-26,21676.22
38443,DIPSA-ANDAHUAYLAS,2020-11-26,57376.13
38444,EDUSA,2020-11-26,30510.18
38445,LA GENOVESA - ILO,2020-11-26,15021.31
38446,LANCERO - TINGO MARIA,2020-11-26,6483.8
38447,SAN JUAN,2020-11-26,98676.81
38448,TAYMI,2020-11-26,267391.21
38450,TAMBOS LIMA,2020-11-27,219496.01
38452,EDUFARMA MERCADO,2020-11-28,95007.47
38453,MELVIN MICHEL AL,2020-11-28,343262.97
38455,ZV,2020-11-28,74826.16
38456,DIJISA - ICA,2020-11-30,29635.25
38457,DROGUERIA SAN MARTIN,2020-11-30,239037.08
38459,MYG,2020-11-30,39590.31
38461,CODIJISA - PIURA,2020-12-01,74889.8
38462,LA GENOVESA - MOQUEGUA,2020-12-01,616.87
38463,LIDER - CHEPEN,2020-12-01,5657.96
38464,PATITA SAC,2020-12-01,68233.66
38465,ESTILOS,2020-12-02,12046.85
38466,GRUPO SVS,2020-12-02,79142.86
38467,MYG,2020-12-02,23172.62
38468,MYL_HERMANOS,2020-12-02,191497.96
38469,P&PJ CHINCHA,2020-12-02,182302.32
38470,SIPAN - Y,2020-12-02,387610.07
38471,VEGA - NORTE,2020-12-02,81645.62
38472,CASA GRANDE,2020-12-03,272044.09
38473,DIJISA - CHINCHA,2020-12-03,22358.23
38474,FERROL,2020-12-03,57261.34
38475,JRC - NAZCA,2020-12-03,9859.54
38476,LA GENOVESA - TACNA,2020-12-03,22328.71
38478,TCA SAC,2020-12-03,41857.42
38479,CHUPACA BUSINESS,2020-12-04,47862.12
38481,ESTILOS,2020-12-04,7468.29
38482,MOLISAC,2020-12-04,83353.27
38483,SIPAN - Y,2020-12-04,454637.02
38484,VEGA - NORTE,2020-12-04,95137.61
38485,AGA - MOYOBAMBA,2020-12-05,9911.84
38486,ALMACENES_SEVILLANO,2020-12-05,59452.16
38487,FERROL,2020-12-05,52177.06
38488,LANCERO - PUCALLPA,2020-12-05,12124.27
38491,PANAM,2020-12-05,30210.06
38492,TCA SAC,2020-12-05,34005.65
38493,TEMMY,2020-12-05,45324.1
38494,CALLAYUC,2020-12-07,150948.6
38496,CODIJISA - CHIMBOTE,2020-12-07,34703.29
38498,CORPORACION_VEGA,2020-12-07,20304.74
38500,DYCART,2020-12-07,447205.73
38501,LYG-CD_SAC,2020-12-07,261495.76
38502,TEMMY,2020-12-07,70550.62
38503,DIPSA-ABANCAY,2020-12-08,28884.88
38504,JRC - ICA,2020-12-08,67647.93
38505,SAUL,2020-12-08,72741.4
38506,SODALES,2020-12-08,101825.09
38507,URBANO,2020-12-08,50903.85
38508,CALLAYUC,2020-12-09,150162.32
38510,CODIJISA - CHIMBOTE,2020-12-09,16201.73
38512,DACIA - LIMA,2020-12-09,25919.87
38513,DISTRIBUIDORA CCM,2020-12-09,334714.83
38514,GUMISA - HUARAZ,2020-12-09,87267.7
38515,LAGUI,2020-12-09,32701.61
38516,LANCERO - HUANUCO,2020-12-09,10958.11
38517,LYG-CD_SAC,2020-12-09,208658.15
38518,ARCANGEL,2020-12-10,118853.1
38519,RICMAN,2020-12-10,127432.0
38520,RODAMEOS,2020-12-10,107307.63
38521,SODALES,2020-12-10,194198.96
38523,DACIA - LIMA,2020-12-11,25036.67
38524,DIJISA - HUANCAYO,2020-12-11,11792.17
38525,DIPSA-ANDAHUAYLAS,2020-12-11,146416.81
38526,EDUSA,2020-12-11,29651.51
38527,LA GENOVESA - ILO,2020-12-11,4155.92
38528,LANCERO - HUANUCO,2020-12-11,5416.13
38529,ARCANGEL,2020-12-12,105353.53
38530,TAMBOS LIMA,2020-12-12,597041.94
38531,MARRACHE,2020-12-13,21604.73
38532,MELVIN MICHEL AL,2020-12-13,220802.04
38533,CODIJISA - PIURA,2020-12-14,204671.65
38534,DISART,2020-12-14,277979.77
38536,KONSUMASS,2020-12-14,91975.78
38537,LANCERO - LA MERCED,2020-12-14,3688.87
38538,CODIFER,2020-12-15,50293.07
38539,DIJISA - ICA,2020-12-15,19985.25
38540,DROGUERIA SAN MARTIN,2020-12-15,59623.35
38542,LANCERO - TINGO MARIA,2020-12-15,6187.18
38543,MARRACHE,2020-12-15,44384.46
38544,MELVIN MICHEL AL,2020-12-15,222111.83
38545,TAYMI,2020-12-15,652701.85
38546,CODIJISA - PIURA,2020-12-16,160341.37
38547,DISART,2020-12-16,121459.11
38548,LA GENOVESA - MOQUEGUA,2020-12-16,7272.03
38549,LA GENOVESA - TACNA,2020-12-16,30475.85
38550,LIDER - CHEPEN,2020-12-16,4071.15
38551,TAMBOS AQP,2020-12-16,95321.32
38552,DIJISA - ICA,2020-12-17,19047.2
38553,ESTILOS,2020-12-17,60800.67
38555,P&PJ CHINCHA,2020-12-17,200923.64
38556,CASA GRANDE,2020-12-18,171312.17
38557,CURTIS ESTE,2020-12-18,34278.85
38558,DIJISA - CHINCHA,2020-12-18,31145.47
38559,LA GENOVESA - TACNA,2020-12-18,19307.27
38560,LIDER - CHEPEN,2020-12-18,5079.74
38561,STA APOLONIA - T,2020-12-18,149964.03
38562,CHUPACA BUSINESS,2020-12-19,54000.67
38563,ESTILOS,2020-12-19,20870.27
38564,P&PJ CHINCHA,2020-12-19,308775.87
38565,SIPAN - Y,2020-12-19,307850.56
38566,5M DISTRIBUCIONES,2020-12-21,28050.37
38567,CHUPACA BUSINESS,2020-12-21,21443.94
38568,DIJISA - AYACUCHO,2020-12-21,26109.65
38569,MYL_HERMANOS,2020-12-21,381144.13
38570,CALLAYUC,2020-12-22,211192.96
38571,CORPORACION_VEGA,2020-12-22,26043.94
38572,LIDER - TRUJILLO,2020-12-22,3715.47
38573,LYG-CD_SAC,2020-12-22,299262.33
38575,PANAM,2020-12-22,16972.72
38576,DIPSA-ABANCAY,2020-12-23,52447.3
38578,ECONOMYSA,2020-12-23,176249.73
38579,JRC - ICA,2020-12-23,34273.14
38580,VEGA - ESTE,2020-12-23,47411.54
38581,ALMACENES_SEVILLANO,2020-12-24,86285.54
38582,CALLAYUC,2020-12-24,80101.33
38583,CORPORACION_VEGA,2020-12-24,21667.48
38584,DISTRIBUIDORA CCM,2020-12-24,111864.41
38585,LANCERO - HUANUCO,2020-12-24,11528.21
38586,LANCERO - PUCALLPA,2020-12-24,24050.02
38587,LA GENOVESA - ILO,2020-07-01,1806.73
38588,MOLISAC,2020-07-01,104550.07
38589,PATITA SAC,2020-07-01,24598.46
38590,TCA SAC,2020-07-01,20195.04
38593,CODIFER,2020-07-02,36558.34
38594,CORPORACION_VEGA,2020-07-02,32115.79
38595,DICOBELSA - LIMA,2020-07-02,44337.87
38596,FERROL,2020-07-02,50739.56
38597,GUMISA - HUARAZ,2020-07-02,36963.57
38598,MYL_HERMANOS,2020-07-02,272333.25
38599,URBANO,2020-07-02,69229.46
38600,VEGA - CENTRO,2020-07-02,45349.91
38601,CODIJISA - TRUJILLO,2020-07-03,81951.26
38602,GRUPO SVS,2020-07-03,31670.01
38603,RICMAN,2020-07-03,40657.63
38604,AGA - JAEN,2020-07-04,11694.22
38605,CURTIS NORTE,2020-07-04,15426.78
38607,PANAM,2020-07-04,12244.09
38608,CODIJISA - CHIMBOTE,2020-07-06,92171.56
38609,CORPORACION_VEGA,2020-07-06,41008.12
38611,LYG-CD_SAC,2020-07-06,228693.32
38612,STA APOLONIA - T,2020-07-06,105214.34
38613,DACIA - LIMA,2020-07-07,19465.28
38615,DIPSA-ABANCAY,2020-07-07,8731.61
38617,KONSUMASS,2020-07-07,88967.6
38618,SODALES,2020-07-07,273362.03
38619,TAMBOS AQP,2020-07-07,258864.55
38621,CASA GRANDE,2020-07-08,152504.05
38622,DIJISA - HUANCAYO,2020-07-08,12191.36
38623,EDUSA,2020-07-08,25766.81
38624,ESTILOS,2020-07-08,24355.23
38625,LA GENOVESA - TACNA,2020-07-08,27792.93
38626,P&PJ CHINCHA,2020-07-08,317653.7
38628,SIPAN - Y,2020-07-08,417794.63
38629,ARCANGEL,2020-07-09,110712.82
38630,DICOBELSA - LIMA,2020-07-09,37991.12
38631,GUMISA - HUARAZ,2020-07-09,41058.79
38632,MYG,2020-07-09,7340.7
38633,AGA - MOYOBAMBA,2020-07-10,6730.25
38634,CHUPACA BUSINESS,2020-07-10,55055.5
38635,RICMAN,2020-07-10,6046.61
38637,ZV,2020-07-10,79933.09
38638,5M DISTRIBUCIONES,2020-07-11,20648.9
38640,JRC - NAZCA,2020-07-11,10087.24
38642,CALLAYUC,2020-07-13,140627.18
38643,CODIFER,2020-07-13,42308.63
38644,DIPSA-AYACUCHO,2020-07-13,248873.54
38645,DISART,2020-07-13,33108.2
38646,JRC - ICA,2020-07-13,64472.17
38647,VEGA - CENTRO,2020-07-13,48568.03
38648,VEGA - SUR,2020-07-13,25714.07
38650,DISTRIBUIDORA CCM,2020-07-14,841266.58
38652,DYCART,2020-07-14,224274.89
38653,KONSUMASS,2020-07-14,167953.31
38654,LANCERO - HUANUCO,2020-07-14,6018.75
38655,LANCERO - TINGO MARIA,2020-07-14,4398.5
38656,LIDER - TRUJILLO,2020-07-14,5953.19
38658,TAMBOS AQP,2020-07-14,69003.38
38659,TAYMI,2020-07-14,307107.19
38660,TEMMY,2020-07-14,50489.2
38662,ECONOMYSA,2020-07-15,107790.92
38663,P&PJ CHINCHA,2020-07-15,177450.62
38664,SAUL,2020-07-15,35454.19
38665,VEGA - ESTE,2020-07-15,37997.87
38666,DIPSA-ANDAHUAYLAS,2020-07-16,70915.06
38667,EUROVA,2020-07-16,964074.49
38668,LAGUI,2020-07-16,52310.59
38669,MYL_HERMANOS,2020-07-16,240595.03
38670,RODAMEOS,2020-07-16,47317.29
38671,URBANO,2020-07-16,47433.83
38672,CHUPACA BUSINESS,2020-07-17,123675.34
38673,CODIJISA - TRUJILLO,2020-07-17,32399.97
38674,EDUFARMA MERCADO,2020-07-18,157401.89
38675,JRC - NAZCA,2020-07-18,21413.48
38677,VEGA - NORTE,2020-07-18,90995.19
38678,DROGUERIA SAN MARTIN,2020-07-20,106187.39
38680,MYL_HERMANOS,2020-07-20,300214.34
38681,AGA - JAEN,2020-07-22,13854.66
38682,DIJISA - LIMA,2020-07-22,18018.74
38684,MELVIN MICHEL AL,2020-07-22,157682.11
38686,SAN JUAN,2020-07-22,82514.08
38687,ALMACENES_SEVILLANO,2020-07-23,14980.9
38688,CODIJISA - PIURA,2020-07-23,105654.47
38690,CURTIS ESTE,2020-07-23,14371.47
38691,DIJISA - CHINCHA,2020-07-23,27114.51
38692,LA GENOVESA - MOQUEGUA,2020-07-23,7620.22
38693,RODAMEOS,2020-07-23,78922.2
38694,CALLAYUC,2020-07-24,256155.33
38696,DIJISA - ICA,2020-07-24,22052.91
38699,STA APOLONIA - T,2020-07-24,91327.69
38700,DACIA - LIMA,2020-07-25,30201.98
38701,LIDER - CHEPEN,2020-07-25,5371.01
38702,CASA GRANDE,2020-07-26,24126.11
38704,CODIFER,2020-07-27,36008.09
38705,DICOBELSA - LIMA,2020-07-27,42548.74
38706,FERROL,2020-07-27,24317.9
38707,GUMISA - HUARAZ,2020-07-27,93089.92
38708,URBANO,2020-07-27,65426.13
38709,VEGA - CENTRO,2020-07-27,52237.89
38710,GRUPO SVS,2020-07-28,45898.89
38711,LIDER - TRUJILLO,2020-07-28,923.41
38712,RICMAN,2020-07-28,28060.24
38713,5M DISTRIBUCIONES,2020-07-29,21389.26
38714,CURTIS NORTE,2020-07-29,9890.95
38717,PANAM,2020-07-29,59558.26
38718,VEGA - ESTE,2020-07-29,58778.16
38720,EUROVA,2020-07-30,948156.19
38721,GIANELA,2020-07-30,23395.8
38722,LANCERO - LA MERCED,2020-07-30,4808.22
38723,LANCERO - PUCALLPA,2020-07-30,37307.15
38724,STA APOLONIA - CH,2020-07-30,89540.28
38725,CODIJISA - CHIMBOTE,2020-07-31,49695.44
38726,DIPSA-AYACUCHO,2020-07-31,162276.93
38727,JRC - ICA,2020-07-31,68284.84
38728,LYG-CD_SAC,2020-07-31,178489.77
38730,STA APOLONIA - T,2020-07-31,305150.83
38731,VEGA - SUR,2020-07-31,25528.0
38732,DIPSA-ABANCAY,2020-08-01,7454.38
38733,DISTRIBUIDORA CCM,2020-08-01,898714.98
38734,DYCART,2020-08-01,446629.54
38735,KONSUMASS,2020-08-01,121167.26
38736,LANCERO - HUANUCO,2020-08-01,4228.94
38737,SODALES,2020-08-01,173984.31
38738,CODIFER,2020-11-30,56031.59
38739,DICOBELSA - LIMA,2020-11-30,36332.59
38740,EDUFARMA MERCADO,2020-11-30,179021.13
38741,GUMISA - HUARAZ,2020-11-30,169788.3
38742,MELVIN MICHEL AL,2020-11-30,356872.13
38743,MYL_HERMANOS,2020-11-30,206815.35
38744,VEGA - CENTRO,2020-11-30,42107.78
38745,LANCERO - LA MERCED,2020-12-01,617.34
38746,LIDER - TRUJILLO,2020-12-01,7136.78
38747,TAMBOS AQP,2020-12-01,21421.52
38748,CODIFER,2020-12-02,51280.69
38749,DICOBELSA - LIMA,2020-12-02,35704.75
38750,DIJISA - ICA,2020-12-02,17073.31
38751,DIJISA - LIMA,2020-12-02,13306.21
38753,DROGUERIA SAN MARTIN,2020-12-02,294415.92
38754,ECONOMYSA,2020-12-02,91573.43
38756,JRC - ICA,2020-12-02,28955.72
38757,SAN JUAN,2020-12-02,68967.0
38758,VEGA - CENTRO,2020-12-02,129315.52
38759,VEGA - ESTE,2020-12-02,38711.64
38760,ALMACENES_SEVILLANO,2020-12-03,3658.66
38761,CURTIS ESTE,2020-12-03,14844.32
38762,DISTRIBUIDORA CCM,2020-12-03,464638.14
38763,EUROVA,2020-12-03,390749.96
38764,LANCERO - HUANUCO,2020-12-03,4142.4
38765,LANCERO - PUCALLPA,2020-12-03,35042.66
38766,LIDER - CHEPEN,2020-12-03,5956.28
38767,LIDER - TRUJILLO,2020-12-03,12273.26
38768,TAMBOS AQP,2020-12-03,25275.82
38769,DIJISA - LIMA,2020-12-04,13845.8
38770,DIPSA-AYACUCHO,2020-12-04,159161.68
38771,ECONOMYSA,2020-12-04,84130.08
38773,P&PJ CHINCHA,2020-12-04,165271.56
38774,VEGA - ESTE,2020-12-04,31502.9
38775,VEGA - SUR,2020-12-04,42174.75
38776,AGA - TARAPOTO,2020-12-05,17771.27
38777,CURTIS ESTE,2020-12-05,22577.96
38778,DIJISA - CHINCHA,2020-12-05,16227.67
38779,DIPSA-ANDAHUAYLAS,2020-12-05,222733.53
38780,DYCART,2020-12-05,434896.29
38781,EUROVA,2020-12-05,461344.11
38782,KONSUMASS,2020-12-05,48101.8
38784,CODIFER,2020-12-07,39270.77
38785,DICOBELSA - LIMA,2020-12-07,32683.91
38786,EDUFARMA MERCADO,2020-12-07,155139.15
38787,GUMISA - HUARAZ,2020-12-07,239594.57
38788,LAGUI,2020-12-07,112490.85
38790,PANAM,2020-12-07,19168.46
38791,VEGA - CENTRO,2020-12-07,39718.03
38792,GRUPO SVS,2020-12-08,67495.87
38793,RICMAN,2020-12-08,37975.25
38794,CODIFER,2020-12-09,46249.26
38795,CORPORACION_VEGA,2020-12-09,15795.28
38796,CURTIS NORTE,2020-12-09,7296.59
38797,DICOBELSA - LIMA,2020-12-09,31456.79
38798,DIJISA - LIMA,2020-12-09,14023.45
38799,DROGUERIA SAN MARTIN,2020-12-09,93290.92
38800,JRC - NAZCA,2020-12-09,15463.76
38801,SAN JUAN,2020-12-09,90457.34
38802,VEGA - CENTRO,2020-12-09,26261.4
38804,CURTIS ESTE,2020-12-10,18042.6
38805,DIPSA-ABANCAY,2020-12-10,19460.32
38806,EUROVA,2020-12-10,538536.84
38807,GIANELA,2020-12-10,43017.45
38808,MOLISAC,2020-12-10,102987.62
38809,STA APOLONIA - CH,2020-12-10,106982.77
38810,TAMBOS AQP,2020-12-10,94577.1
38811,TAMBOS LIMA,2020-12-10,225009.98
38812,CURTIS NORTE,2020-12-11,8921.24
38813,DIJISA - LIMA,2020-12-11,13651.5
38814,SAN JUAN,2020-12-11,88301.78
38815,AGA - TARAPOTO,2020-12-12,13077.96
38817,CURTIS ESTE,2020-12-12,25114.35
38818,DIJISA - CHINCHA,2020-12-12,25176.77
38819,EUROVA,2020-12-12,319357.25
38820,GIANELA,2020-12-12,45077.56
38821,KONSUMASS,2020-12-12,115384.06
38822,RODAMEOS,2020-12-12,26899.58
38823,STA APOLONIA - CH,2020-12-12,84930.47
38824,AGA - TARAPOTO,2020-12-14,68583.97
38826,LA GENOVESA - MOQUEGUA,2020-12-14,8547.57
38827,URBANO,2020-12-14,79217.39
38829,CODIJISA - TRUJILLO,2020-12-15,61878.13
38830,DIJISA - AYACUCHO,2020-12-15,4620.33
38831,GRUPO SVS,2020-12-15,28386.47
38833,CURTIS NORTE,2020-12-16,7896.36
38834,JRC - NAZCA,2020-12-16,9910.9
38835,URBANO,2020-12-16,64750.49
38837,CODIJISA - TRUJILLO,2020-12-17,48830.86
38838,DIJISA - HUANCAYO,2020-12-17,21906.28
38839,EDUSA,2020-12-17,34112.8
38840,GRUPO SVS,2020-12-17,98514.39
38841,LA GENOVESA - ILO,2020-12-17,5556.4
38842,LANCERO - TINGO MARIA,2020-12-17,20502.93
38843,MOLISAC,2020-12-17,206471.38
38844,SIPAN - Y,2020-12-17,283076.9
38845,TAYMI,2020-12-17,173945.39
38846,CURTIS NORTE,2020-12-18,7911.81
38847,FERROL,2020-12-18,64869.73
38848,JRC - NAZCA,2020-12-18,13675.36
38851,GIANELA,2020-12-19,44371.09
38852,MOLISAC,2020-12-19,115845.03
38854,STA APOLONIA - CH,2020-12-19,149459.31
38856,ZV,2020-12-19,131442.04
38857,MYG,2020-12-21,30687.66
38858,URBANO,2020-12-21,70862.01
38861,CODIJISA - CHIMBOTE,2020-12-22,18353.91
38863,PATITA SAC,2020-12-22,109045.58
38864,MYG,2020-12-23,16911.96
38865,MYL_HERMANOS,2020-12-23,189011.94
