,Marca,Fecha,Soles
3773,037 Cotidian,2021-05-23,151.83
3774,036 Ladysoft,2020-03-31,288805.59
3775,008 Babysec,2021-06-11,1945486.07
3776,037 Cotidian,2019-09-24,163362.27
3777,037 Cotidian,2020-11-18,60481.93
3778,012 Higienol,2020-06-10,419169.94
3779,006 Nova,2020-02-12,516023.73
3780,012 Higienol,2019-12-07,421331.35
3781,008 Babysec,2020-04-16,2846369.63
3782,003 Noble,2020-06-27,2139946.03
3783,006 Nova,2020-08-16,23194.92
3784,036 Ladysoft,2020-10-03,156618.21
3785,036 Ladysoft,2020-10-09,195800.68
3786,001 Elite,2020-03-04,3478737.35
3787,001 Elite,2020-02-27,3255969.48
3788,012 Higienol,2019-12-10,482807.39
3789,001 Elite,2020-08-31,4993176.13
3790,036 Ladysoft,2019-10-09,217425.25
3791,008 Babysec,2021-04-17,1479378.72
3792,036 Ladysoft,2019-10-03,187995.11
3793,006 Nova,2020-10-07,731758.55
3794,006 Nova,2021-04-11,15406.22
3795,036 Ladysoft,2021-05-29,209977.52
3796,038 Ok Pet,2020-12-19,4074.47
3797,008 Babysec,2020-10-16,2671905.28
3798,003 Noble,2019-12-27,2666195.27
3799,012 Higienol,2021-02-03,492067.41
3800,008 Babysec,2020-04-13,2201707.26
3801,012 Higienol,2020-06-13,369759.87
3802,037 Cotidian,2020-03-25,47352.69
3803,036 Ladysoft,2021-06-04,247409.45
3804,001 Elite,2020-03-01,13445.41
3805,001 Elite,2020-09-03,2973028.9
3806,003 Noble,2021-02-17,1649760.55
3807,036 Ladysoft,2019-10-06,4491.38
3808,012 Higienol,2019-12-13,447472.92
3809,036 Ladysoft,2020-04-09,12416.73
3810,001 Elite,2020-08-28,3374310.03
3811,037 Cotidian,2020-09-27,301.1
3812,036 Ladysoft,2021-06-01,111123.42
3813,037 Cotidian,2020-03-28,35033.7
3814,006 Nova,2021-04-14,972626.86
3815,012 Higienol,2021-01-31,9717.76
3816,008 Babysec,2020-10-13,1894325.51
3817,003 Noble,2019-12-30,3680743.64
3818,038 Ok Pet,2020-12-16,3847.36
3819,037 Cotidian,2020-03-22,54.15
3820,006 Nova,2021-04-08,987215.08
3821,003 Noble,2019-12-24,1267003.55
3822,008 Babysec,2020-04-10,17295.25
3823,038 Ok Pet,2020-06-13,281.65
3824,001 Elite,2019-10-31,5897734.25
3825,037 Cotidian,2020-05-28,131770.41
3826,001 Elite,2020-05-04,3948424.13
3827,036 Ladysoft,2020-12-06,8243.4
3828,003 Noble,2021-02-20,1764376.5
3829,012 Higienol,2021-02-06,317744.97
3830,012 Higienol,2019-12-16,544326.97
3831,006 Nova,2021-02-06,862621.3
3832,037 Cotidian,2019-11-24,117.37
3833,003 Noble,2021-02-26,2962474.85
3834,008 Babysec,2020-06-13,2559871.35
3835,001 Elite,2020-05-01,3316593.27
3836,036 Ladysoft,2020-11-30,454787.98
3837,008 Babysec,2020-12-16,2261089.96
3838,006 Nova,2019-12-16,446942.5
3839,001 Elite,2020-11-03,2166335.74
3840,038 Ok Pet,2020-06-16,227.76
3841,003 Noble,2020-08-18,2340554.48
3842,012 Higienol,2020-08-07,432969.21
3843,037 Cotidian,2020-05-25,56481.09
3844,036 Ladysoft,2020-12-03,152882.98
3845,012 Higienol,2021-02-09,381350.94
3846,036 Ladysoft,2019-10-12,180483.54
3847,008 Babysec,2019-12-13,2446779.16
3848,037 Cotidian,2019-11-27,92425.32
3849,006 Nova,2021-02-03,1452075.31
3850,008 Babysec,2020-06-16,1944681.37
3851,001 Elite,2020-04-28,3732867.78
3852,001 Elite,2021-06-23,2168141.98
3853,036 Ladysoft,2021-06-07,172997.01
3854,003 Noble,2021-02-23,1792072.69
3855,038 Ok Pet,2020-06-19,184.95
3856,006 Nova,2019-12-19,418084.16
3857,003 Noble,2020-08-21,2294890.73
3858,012 Higienol,2020-08-04,365252.82
3859,006 Nova,2019-12-13,367165.6
3860,037 Cotidian,2019-10-03,34615.25
3861,006 Nova,2021-02-12,866186.63
3862,008 Babysec,2021-06-17,2447779.79
3863,008 Babysec,2020-06-10,2113617.79
3864,001 Elite,2019-09-09,4092076.77
3865,001 Elite,2021-05-02,5128.22
3866,003 Noble,2020-02-23,20666.08
3867,036 Ladysoft,2020-06-03,207222.68
3868,008 Babysec,2019-10-22,2752363.29
3869,037 Cotidian,2020-11-21,61486.05
3870,003 Noble,2020-08-24,2054630.61
3871,012 Higienol,2020-02-09,2443.17
3872,036 Ladysoft,2019-12-03,166337.81
3873,037 Cotidian,2020-11-27,60019.38
3874,006 Nova,2020-08-13,939785.65
3875,001 Elite,2020-10-28,3304833.29
3876,012 Higienol,2020-08-13,448242.18
3877,008 Babysec,2020-12-10,2258844.19
3878,006 Nova,2020-08-07,921040.65
3879,003 Noble,2020-02-26,2145284.09
3880,001 Elite,2020-10-25,25213.89
3881,008 Babysec,2021-06-14,1943999.55
3882,008 Babysec,2019-10-19,2088012.71
3883,003 Noble,2020-02-20,2045371.07
3884,001 Elite,2019-09-06,4507634.97
3885,006 Nova,2021-02-09,895543.03
3886,036 Ladysoft,2020-06-06,211428.89
3887,001 Elite,2020-10-31,7436388.75
3888,036 Ladysoft,2020-06-09,272623.52
3889,038 Ok Pet,2021-02-09,1383.48
3890,037 Cotidian,2020-11-24,78371.67
3891,012 Higienol,2020-02-06,449143.82
3892,037 Cotidian,2020-05-22,97269.22
3893,003 Noble,2020-08-27,3446586.98
3894,012 Higienol,2020-08-10,379377.97
3895,008 Babysec,2020-12-07,2074234.3
3896,006 Nova,2020-08-10,848202.19
3897,008 Babysec,2020-12-13,65623.05
3898,038 Ok Pet,2021-02-15,214.33
3899,001 Elite,2019-12-12,4809503.1
3900,012 Higienol,2021-06-17,402608.28
3901,036 Ladysoft,2020-12-25,2421.37
3902,006 Nova,2020-08-19,872180.12
3903,001 Elite,2021-02-05,2732999.41
3904,038 Ok Pet,2021-01-16,695.29
3905,036 Ladysoft,2019-11-06,232321.91
3906,012 Higienol,2020-12-16,364759.02
3907,008 Babysec,2020-12-04,3393217.45
3908,003 Noble,2021-03-20,1484023.07
3909,001 Elite,2021-01-30,6577800.15
3910,037 Cotidian,2021-03-01,39316.22
3911,003 Noble,2020-01-27,2304875.32
3912,012 Higienol,2020-04-25,356894.94
3913,012 Higienol,2019-10-22,498520.55
3914,006 Nova,2021-02-21,22923.78
3915,037 Cotidian,2020-08-27,63829.8
3916,008 Babysec,2020-06-01,1462157.02
3917,036 Ladysoft,2020-12-28,209873.52
3918,038 Ok Pet,2020-07-14,878.53
3919,012 Higienol,2021-06-14,408175.19
3920,008 Babysec,2021-06-05,1922651.09
3921,003 Noble,2020-09-18,2160885.79
3922,012 Higienol,2021-06-20,6284.58
3923,003 Noble,2020-09-15,2088333.59
3924,006 Nova,2021-02-24,832052.34
3925,012 Higienol,2020-12-13,10522.5
3926,003 Noble,2021-03-23,1634997.58
3927,001 Elite,2021-02-02,3669203.55
3928,008 Babysec,2020-12-01,1039359.83
3929,037 Cotidian,2021-02-26,67689.04
3930,037 Cotidian,2020-08-24,75737.48
3931,006 Nova,2021-02-18,730291.95
3932,008 Babysec,2020-05-29,1974880.43
3933,001 Elite,2020-07-31,4657159.23
3934,012 Higienol,2020-06-19,344285.57
3935,003 Noble,2020-03-19,1766881.94
3936,012 Higienol,2020-12-22,446045.92
3937,003 Noble,2020-09-21,2236794.83
3938,008 Babysec,2021-06-02,2052133.37
3939,006 Nova,2020-02-21,395175.14
3940,038 Ok Pet,2021-03-12,653.62
3941,008 Babysec,2020-04-07,2067884.05
3942,036 Ladysoft,2020-07-04,164423.9
3943,001 Elite,2019-12-06,3904121.29
3944,037 Cotidian,2021-02-23,65258.78
3945,037 Cotidian,2020-07-03,94559.71
3946,036 Ladysoft,2019-12-31,256367.21
3947,008 Babysec,2020-11-28,3323877.21
3948,006 Nova,2020-08-25,967497.39
3949,008 Babysec,2019-10-04,2500385.8
3950,037 Cotidian,2019-12-30,66785.68
3951,001 Elite,2020-06-09,4540012.28
3952,038 Ok Pet,2020-07-20,216.36
3953,003 Noble,2020-03-22,2876.0
3954,003 Noble,2020-09-24,2156287.27
3955,001 Elite,2021-01-27,4097323.26
3956,037 Cotidian,2020-01-02,42300.32
3957,012 Higienol,2019-10-28,470625.79
3958,038 Ok Pet,2021-03-09,448.85
3959,037 Cotidian,2021-02-20,79893.58
3960,006 Nova,2020-02-18,473040.76
3961,008 Babysec,2021-05-30,25920.81
3962,001 Elite,2019-12-03,4257733.14
3963,006 Nova,2020-08-22,755806.3
3964,036 Ladysoft,2019-12-28,226395.23
3965,001 Elite,2019-12-09,3392641.26
3966,012 Higienol,2020-12-19,293956.24
3967,001 Elite,2020-06-06,3543360.11
3968,008 Babysec,2019-10-07,1872612.09
3969,036 Ladysoft,2021-01-03,12556.38
3970,036 Ladysoft,2020-07-01,265622.08
3971,012 Higienol,2020-06-16,345143.3
3972,008 Babysec,2021-01-28,3609087.47
3973,037 Cotidian,2021-04-25,2611.0
3974,006 Nova,2020-06-19,1005666.87
3975,006 Nova,2020-12-22,1739108.2
3976,036 Ladysoft,2020-01-03,141276.24
3977,038 Ok Pet,2021-03-18,145.34
3978,008 Babysec,2019-12-07,2177220.22
3979,037 Cotidian,2020-03-03,58582.07
3980,001 Elite,2020-02-08,4017007.19
3981,037 Cotidian,2020-03-06,63879.46
3982,003 Noble,2021-05-17,1795191.65
3983,036 Ladysoft,2021-02-24,246648.21
3984,012 Higienol,2019-12-22,74282.9
3985,003 Noble,2019-09-24,2416922.04
3986,012 Higienol,2020-06-25,360202.32
3987,003 Noble,2019-09-18,2389355.77
3988,001 Elite,2021-04-01,1028878.78
3989,006 Nova,2020-06-22,1239440.88
3990,006 Nova,2020-12-25,7897.56
3991,037 Cotidian,2019-09-05,83771.91
3992,038 Ok Pet,2020-09-10,885.74
3993,012 Higienol,2019-12-19,382943.59
3994,036 Ladysoft,2020-01-06,247780.0
3995,001 Elite,2020-02-05,3971791.37
3996,003 Noble,2021-05-20,2829322.07
3997,003 Noble,2021-05-14,1563410.83
3998,008 Babysec,2019-12-10,1996593.57
3999,036 Ladysoft,2021-02-27,317030.85
4000,038 Ok Pet,2020-03-11,184.22
4001,037 Cotidian,2019-09-02,57929.8
4002,037 Cotidian,2020-10-24,60261.21
4003,003 Noble,2019-09-21,1797249.79
4004,008 Babysec,2020-07-29,2057304.45
4005,001 Elite,2021-03-29,3351340.92
4006,012 Higienol,2020-06-22,383283.64
4007,003 Noble,2020-03-25,2649274.41
4008,037 Cotidian,2021-04-28,64170.62
4009,008 Babysec,2021-01-31,1040240.24
4010,008 Babysec,2020-06-04,2238314.69
4011,001 Elite,2020-02-02,91589.11
4012,003 Noble,2021-05-23,24962.95
4013,012 Higienol,2021-02-12,312367.36
4014,037 Cotidian,2020-02-26,145167.56
4015,008 Babysec,2019-12-01,11302.72
4016,036 Ladysoft,2020-08-28,316488.17
4017,038 Ok Pet,2020-09-16,1771.47
4018,038 Ok Pet,2020-03-14,127.54
4019,006 Nova,2019-12-22,141400.74
4020,006 Nova,2019-12-28,462110.67
4021,001 Elite,2020-08-03,2860797.85
4022,003 Noble,2020-11-18,2540581.05
4023,012 Higienol,2021-02-15,264003.52
4024,003 Noble,2020-05-16,1873647.25
4025,006 Nova,2020-06-25,999672.94
4026,036 Ladysoft,2021-03-02,169728.68
4027,008 Babysec,2020-06-07,1653.93
4028,037 Cotidian,2021-04-22,59153.64
4029,037 Cotidian,2020-09-02,74042.58
4030,036 Ladysoft,2020-08-31,356950.56
4031,001 Elite,2020-08-09,89615.78
4032,003 Noble,2020-11-15,52134.44
4033,006 Nova,2021-02-15,956248.64
4034,008 Babysec,2019-12-04,2221790.39
4035,037 Cotidian,2020-02-29,108299.55
4036,012 Higienol,2019-12-28,498845.75
4037,036 Ladysoft,2020-02-27,210149.92
4038,012 Higienol,2019-12-25,5110.63
4039,003 Noble,2019-09-27,2046177.72
4040,003 Noble,2020-05-19,2643480.93
4041,006 Nova,2019-12-25,2035.72
4042,036 Ladysoft,2021-03-05,199032.63
4043,038 Ok Pet,2020-03-17,25.68
4044,036 Ladysoft,2020-08-25,226907.38
4045,003 Noble,2020-11-21,1806685.6
4046,001 Elite,2020-08-06,3454743.92
4047,008 Babysec,2021-01-25,3045018.55
4048,012 Higienol,2021-02-18,363246.16
4049,036 Ladysoft,2019-12-20,191523.98
4050,012 Higienol,2019-12-05,424005.5
4051,037 Cotidian,2019-09-16,79182.32
4052,037 Cotidian,2021-05-16,297.37
4053,012 Higienol,2019-12-14,385683.09
4054,001 Elite,2020-01-31,5444750.66
4055,036 Ladysoft,2020-11-05,223490.49
4056,008 Babysec,2019-09-13,2379015.21
4057,012 Higienol,2021-02-04,482944.19
4058,038 Ok Pet,2021-06-24,1240.46
4059,006 Nova,2020-09-15,1550632.33
4060,008 Babysec,2020-03-17,1543872.82
4061,001 Elite,2021-03-24,3081152.0
4062,036 Ladysoft,2021-05-10,242238.72
4063,003 Noble,2019-12-31,2232676.67
4064,038 Ok Pet,2020-12-17,2891.68
4065,006 Nova,2020-03-13,1314108.47
4066,008 Babysec,2021-05-06,1850954.21
4067,008 Babysec,2021-05-12,1342568.41
4068,036 Ladysoft,2019-09-14,169980.16
4069,012 Higienol,2020-06-17,349511.02
4070,037 Cotidian,2020-09-23,66158.79
4071,006 Nova,2020-03-16,741784.94
4072,012 Higienol,2019-12-11,551433.93
4073,001 Elite,2020-02-03,4144414.13
4074,036 Ladysoft,2020-05-06,223721.28
4075,036 Ladysoft,2020-11-08,14149.97
4076,037 Cotidian,2020-03-21,33026.25
4077,008 Babysec,2019-09-16,2526741.92
4078,012 Higienol,2019-12-17,456639.74
4079,003 Noble,2021-02-21,18576.5
4080,006 Nova,2020-09-18,1128382.36
4081,008 Babysec,2019-09-10,1927845.39
4082,038 Ok Pet,2021-06-21,33.04
4083,037 Cotidian,2019-09-20,105450.0
4084,003 Noble,2019-12-28,3758150.15
4085,008 Babysec,2020-11-04,1645372.74
4086,008 Babysec,2021-05-09,27578.99
4087,037 Cotidian,2020-03-24,49486.62
4088,001 Elite,2020-09-22,2879782.45
4089,001 Elite,2021-03-27,2563612.43
4090,038 Ok Pet,2020-06-17,257.4
4091,003 Noble,2020-07-01,3478364.6
4092,036 Ladysoft,2020-11-11,232504.64
4093,038 Ok Pet,2020-06-26,658.73
4094,012 Higienol,2021-02-10,340539.81
4095,037 Cotidian,2020-03-18,49560.09
4096,037 Cotidian,2021-03-25,40368.39
4097,008 Babysec,2020-03-08,35131.37
4098,006 Nova,2021-05-11,854954.58
4099,037 Cotidian,2020-09-20,36.36
4100,003 Noble,2020-08-22,2642884.89
4101,038 Ok Pet,2020-12-23,1931.88
4102,008 Babysec,2020-03-11,2054257.0
4103,012 Higienol,2019-12-20,521523.95
4104,003 Noble,2021-02-24,2373650.61
4105,036 Ladysoft,2019-11-08,257525.07
4106,038 Ok Pet,2020-06-20,54.09
4107,006 Nova,2019-09-15,11430.02
4108,008 Babysec,2020-09-13,124028.39
4109,001 Elite,2020-08-01,2049249.83
4110,006 Nova,2020-03-19,325653.49
4111,036 Ladysoft,2020-05-12,249903.35
4112,008 Babysec,2021-05-03,1063268.43
4113,012 Higienol,2021-02-13,303880.73
4114,038 Ok Pet,2020-06-23,221.82
4115,012 Higienol,2021-02-07,1508.38
4116,001 Elite,2020-01-28,4833603.86
4117,006 Nova,2020-11-09,1088391.22
4118,037 Cotidian,2020-09-17,66416.33
4119,003 Noble,2020-01-03,1464442.18
4120,006 Nova,2021-05-14,1139945.92
4121,001 Elite,2020-07-29,3609858.61
4122,008 Babysec,2020-03-14,1748076.74
4123,006 Nova,2021-05-08,762330.37
4124,003 Noble,2021-02-27,7945917.86
4125,037 Cotidian,2021-03-22,49480.93
4126,001 Elite,2020-01-25,4623877.59
4127,001 Elite,2021-03-21,72346.65
4128,006 Nova,2019-09-18,430491.83
4129,036 Ladysoft,2019-11-05,229874.69
4130,003 Noble,2020-08-25,2160232.23
4131,012 Higienol,2020-08-08,409172.86
4132,008 Babysec,2020-09-10,2261375.96
4133,036 Ladysoft,2020-05-09,236177.56
4134,036 Ladysoft,2020-05-15,298843.31
4135,006 Nova,2020-03-22,4283.07
4136,003 Noble,2020-02-27,2363278.16
4137,008 Babysec,2020-05-14,3162994.13
4138,003 Noble,2020-08-31,4582266.5
4139,006 Nova,2021-03-11,1147291.55
4140,001 Elite,2020-10-01,1797806.59
4141,036 Ladysoft,2021-01-02,61159.6
4142,037 Cotidian,2019-09-29,403.52
4143,036 Ladysoft,2019-11-14,286980.36
4144,012 Higienol,2020-02-13,370415.2
4145,001 Elite,2020-03-29,77716.86
4146,006 Nova,2020-01-18,412791.82
4147,012 Higienol,2020-08-17,348045.38
4148,001 Elite,2020-04-01,3531235.91
4149,001 Elite,2019-09-28,4213987.87
4150,037 Cotidian,2020-11-23,91769.0
4151,037 Cotidian,2020-05-21,70877.47
4152,012 Higienol,2020-08-11,401001.93
4153,003 Noble,2020-08-28,2544494.58
4154,008 Babysec,2019-11-10,56924.62
4155,001 Elite,2021-05-24,2995424.52
4156,038 Ok Pet,2021-02-16,428.73
4157,006 Nova,2021-03-08,722634.81
4158,008 Babysec,2020-05-11,2729441.01
4159,003 Noble,2020-02-24,1767476.94
4160,008 Babysec,2020-05-17,36271.79
4161,006 Nova,2020-07-19,28323.93
4162,001 Elite,2019-09-25,4064123.78
4163,012 Higienol,2020-02-10,566589.83
4164,006 Nova,2020-01-15,435489.36
4165,012 Higienol,2020-08-14,468435.46
4166,036 Ladysoft,2019-11-11,225700.76
4167,037 Cotidian,2020-11-20,54348.53
4168,038 Ok Pet,2021-02-13,331.52
4169,036 Ladysoft,2021-01-05,198039.17
4170,037 Cotidian,2020-05-18,70105.72
4171,001 Elite,2021-05-21,2594535.11
4172,008 Babysec,2019-09-19,2150820.2
4173,038 Ok Pet,2021-02-19,198.64
4174,001 Elite,2020-09-25,3182192.67
4175,038 Ok Pet,2020-08-17,686.61
4176,003 Noble,2020-10-22,2346059.49
4177,003 Noble,2020-03-04,1979574.65
4178,036 Ladysoft,2020-01-05,5480.48
4179,012 Higienol,2020-02-19,436106.41
4180,008 Babysec,2020-05-08,1857695.47
4181,037 Cotidian,2021-05-22,46051.12
4182,037 Cotidian,2020-03-27,43567.36
4183,036 Ladysoft,2021-01-08,205357.28
4184,037 Cotidian,2019-09-23,65542.6
4185,036 Ladysoft,2020-07-06,196405.52
4186,006 Nova,2021-03-17,1010192.57
4187,037 Cotidian,2020-11-17,55299.96
4188,008 Babysec,2020-11-07,1866923.3
4189,001 Elite,2021-03-30,3719471.44
4190,038 Ok Pet,2021-02-22,576.27
4191,003 Noble,2021-04-26,1655539.84
4192,003 Noble,2021-04-20,1934118.03
4193,012 Higienol,2021-04-09,311076.06
4194,037 Cotidian,2021-05-19,59958.65
4195,001 Elite,2020-09-28,3062291.64
4196,006 Nova,2021-03-14,18442.27
4197,001 Elite,2020-03-26,3635889.35
4198,038 Ok Pet,2020-08-20,894.62
4199,008 Babysec,2020-11-13,3236113.9
4200,037 Cotidian,2020-11-14,57150.83
4201,006 Nova,2020-09-09,1003303.47
4202,003 Noble,2020-03-01,4048.48
4203,012 Higienol,2020-02-16,36593.32
4204,006 Nova,2020-09-12,1127286.29
4205,012 Higienol,2021-04-12,370288.65
4206,006 Nova,2020-01-21,482301.63
4207,008 Babysec,2020-11-10,1517525.76
4208,012 Higienol,2021-04-06,331558.45
4209,037 Cotidian,2019-09-26,54578.85
4210,001 Elite,2019-09-13,4695688.59
4211,008 Babysec,2021-06-21,2548473.22
4212,012 Higienol,2020-12-26,319441.41
4213,012 Higienol,2020-12-20,10496.13
4214,001 Elite,2020-03-17,5908232.17
4215,006 Nova,2020-09-21,754360.16
4216,006 Nova,2021-03-26,1523868.54
4217,037 Cotidian,2020-11-05,87871.02
4218,036 Ladysoft,2021-05-16,8280.66
4219,008 Babysec,2020-04-29,2424159.22
4220,038 Ok Pet,2020-11-04,6898.33
4221,036 Ladysoft,2019-09-20,194044.0
4222,003 Noble,2021-01-06,2378722.41
4223,038 Ok Pet,2020-05-02,17.92
4224,008 Babysec,2020-11-01,40305.88
4225,001 Elite,2020-09-19,2710482.67
4226,003 Noble,2020-07-04,2117757.64
4227,036 Ladysoft,2020-03-24,128456.45
4228,037 Cotidian,2019-09-17,77701.78
4229,006 Nova,2020-01-30,407980.4
4230,037 Cotidian,2020-05-06,104002.18
4231,012 Higienol,2020-12-23,320216.9
4232,037 Cotidian,2021-05-13,66104.46
4233,036 Ladysoft,2020-09-23,277766.07
4234,036 Ladysoft,2021-05-13,196561.77
4235,012 Higienol,2019-11-01,138163.62
4236,006 Nova,2021-03-23,1120524.1
4237,037 Cotidian,2020-11-08,335.64
4238,006 Nova,2021-03-20,1038743.4
4239,008 Babysec,2020-05-02,2001205.95
4240,003 Noble,2020-07-07,2429179.34
4241,003 Noble,2021-01-09,2646622.68
4242,003 Noble,2019-11-15,2015436.56
4243,037 Cotidian,2021-05-10,77964.96
4244,001 Elite,2021-05-09,88927.46
4245,036 Ladysoft,2019-09-17,216449.43
4246,037 Cotidian,2019-09-14,47386.05
4247,001 Elite,2020-03-14,7945749.84
4248,038 Ok Pet,2020-05-05,39.83
4249,006 Nova,2020-02-02,8970.01
4250,008 Babysec,2020-10-29,2787987.55
4251,036 Ladysoft,2020-03-21,94846.09
4252,012 Higienol,2020-06-20,245669.62
4253,001 Elite,2020-09-16,3010636.85
4254,037 Cotidian,2019-09-08,366.7
4255,036 Ladysoft,2021-05-22,154267.26
4256,008 Babysec,2021-04-30,6410111.07
4257,037 Cotidian,2020-03-12,37024.28
4258,003 Noble,2020-01-06,2213255.16
4259,037 Cotidian,2020-09-14,64892.94
4260,001 Elite,2021-03-15,2300766.53
4261,008 Babysec,2019-09-04,2479789.82
4262,037 Cotidian,2021-05-07,102668.86
4263,001 Elite,2020-09-13,50555.5
4264,036 Ladysoft,2019-09-26,263911.33
4265,012 Higienol,2020-06-29,222473.01
4266,003 Noble,2020-07-10,1625274.82
4267,006 Nova,2020-03-25,442973.43
4268,012 Higienol,2020-06-23,291244.78
4269,006 Nova,2020-09-27,29504.01
4270,008 Babysec,2020-10-26,2318897.66
4271,038 Ok Pet,2020-12-29,408.17
4272,036 Ladysoft,2021-05-19,196102.27
4273,003 Noble,2020-01-09,2547448.93
4274,006 Nova,2020-09-24,1027770.47
4275,037 Cotidian,2020-03-15,733.32
4276,037 Cotidian,2019-09-11,107579.48
4277,036 Ladysoft,2020-11-14,291260.58
4278,003 Noble,2020-07-13,2489632.0
4279,008 Babysec,2021-04-27,2002803.22
4280,008 Babysec,2019-09-01,10995.85
4281,001 Elite,2021-03-18,2160696.32
4282,006 Nova,2021-03-29,1206205.57
4283,036 Ladysoft,2019-09-23,232816.19
4284,008 Babysec,2019-09-07,1845682.2
4285,037 Cotidian,2021-05-04,50997.52
4286,012 Higienol,2019-12-23,472393.69
4287,036 Ladysoft,2020-11-17,215695.69
4288,038 Ok Pet,2020-12-26,79.81
4289,001 Elite,2020-09-10,3275501.79
4290,012 Higienol,2020-06-26,314663.8
4291,008 Babysec,2020-10-23,3289634.91
4292,036 Ladysoft,2020-03-27,139568.58
4293,038 Ok Pet,2021-01-04,250.85
4294,001 Elite,2020-11-16,3799921.44
4295,006 Nova,2021-01-24,7401.71
4296,038 Ok Pet,2020-07-02,164.64
4297,001 Elite,2020-05-14,4464707.72
4298,037 Cotidian,2021-01-02,18705.31
4299,006 Nova,2020-07-22,951832.3
4300,003 Noble,2020-01-12,44099.54
4301,012 Higienol,2019-12-29,67114.4
4302,037 Cotidian,2020-05-15,83306.3
4303,036 Ladysoft,2020-05-18,261008.82
4304,001 Elite,2019-09-22,121105.08
4305,037 Cotidian,2021-01-05,79328.56
4306,008 Babysec,2020-12-26,1978229.86
4307,037 Cotidian,2019-11-11,78551.79
4308,036 Ladysoft,2020-11-20,193442.31
4309,003 Noble,2021-03-02,1519238.36
4310,003 Noble,2021-03-08,1691165.98
4311,001 Elite,2021-05-18,2474718.12
4312,012 Higienol,2021-02-19,322227.84
4313,001 Elite,2020-11-13,2507619.02
4314,003 Noble,2020-09-03,2019534.54
4315,038 Ok Pet,2020-06-29,73.19
4316,008 Babysec,2019-11-07,2296300.37
4317,001 Elite,2020-11-19,2789379.95
4318,008 Babysec,2020-12-29,3784459.66
4319,003 Noble,2020-01-15,1813681.0
4320,036 Ladysoft,2019-11-17,3805.13
4321,006 Nova,2021-01-27,1226606.83
4322,008 Babysec,2020-06-26,1847061.07
4323,012 Higienol,2020-01-01,4206.54
4324,012 Higienol,2019-12-26,432231.84
4325,036 Ladysoft,2020-11-23,432080.5
4326,006 Nova,2020-07-25,834355.81
4327,036 Ladysoft,2020-05-21,235754.74
4328,006 Nova,2019-12-03,373154.6
4329,037 Cotidian,2019-11-14,67902.12
4330,012 Higienol,2021-02-16,338279.05
4331,003 Noble,2021-03-05,1302387.55
4332,001 Elite,2020-03-23,3145211.2
4333,003 Noble,2021-03-11,1910307.52
4334,003 Noble,2020-09-06,26205.87
4335,008 Babysec,2019-11-04,2113688.62
4336,012 Higienol,2020-08-23,191.7
4337,001 Elite,2019-09-19,4409572.7
4338,006 Nova,2020-07-31,1038858.03
4339,008 Babysec,2019-10-29,2232124.54
4340,037 Cotidian,2020-11-11,63871.65
4341,036 Ladysoft,2019-11-20,196066.3
4342,038 Ok Pet,2020-07-08,381.38
4343,012 Higienol,2021-02-25,272735.75
4344,006 Nova,2020-07-28,207118.16
4345,001 Elite,2021-05-12,2296448.21
4346,037 Cotidian,2020-05-09,50844.15
4347,006 Nova,2020-01-24,459824.19
4348,008 Babysec,2021-06-24,2738893.76
4349,036 Ladysoft,2021-01-14,246683.69
4350,001 Elite,2020-03-20,3694209.9
4351,008 Babysec,2019-11-01,568574.57
4352,003 Noble,2020-09-09,1902345.77
4353,001 Elite,2019-09-16,4522317.68
4354,012 Higienol,2020-08-26,300858.23
4355,008 Babysec,2020-05-05,2366442.25
4356,036 Ladysoft,2019-11-23,183504.78
4357,012 Higienol,2021-02-22,372992.84
4358,008 Babysec,2020-12-23,2220861.12
4359,037 Cotidian,2019-11-08,88333.6
4360,003 Noble,2020-03-07,1978287.45
4361,037 Cotidian,2020-05-12,62163.87
4362,012 Higienol,2020-08-20,398639.78
4363,038 Ok Pet,2021-02-25,988.67
4364,001 Elite,2021-05-15,1956762.72
4365,001 Elite,2020-11-10,2694629.12
4366,006 Nova,2020-01-27,416853.75
4367,012 Higienol,2020-08-29,338232.54
4368,003 Noble,2020-04-15,2699518.11
4369,008 Babysec,2020-07-01,3389557.4
4370,037 Cotidian,2019-12-09,84804.24
4371,003 Noble,2020-04-09,225204.48
4372,006 Nova,2021-01-22,1040939.37
4373,001 Elite,2020-05-16,3206524.75
4374,037 Cotidian,2020-06-12,56712.72
4375,006 Nova,2020-06-04,943077.91
4376,036 Ladysoft,2020-07-25,219724.02
4377,001 Elite,2019-11-12,4947597.59
4378,012 Higienol,2020-03-29,10371.79
4379,003 Noble,2021-06-04,1451588.95
4380,012 Higienol,2020-10-01,238211.13
4381,006 Nova,2019-12-04,368870.13
4382,006 Nova,2019-11-28,343105.17
4383,036 Ladysoft,2020-01-21,173153.46
4384,008 Babysec,2019-12-25,82589.27
4385,037 Cotidian,2019-12-12,59065.59
4386,036 Ladysoft,2020-07-22,196257.46
4387,037 Cotidian,2019-12-06,96870.34
4388,038 Ok Pet,2020-02-12,33.48
4389,037 Cotidian,2021-01-30,90523.56
4390,036 Ladysoft,2020-07-28,65915.77
4391,001 Elite,2019-11-09,4391626.28
4392,036 Ladysoft,2020-01-24,222686.36
4393,012 Higienol,2020-03-26,276089.54
4394,001 Elite,2019-11-15,5079508.26
