,Categoria,Fecha,Soles
4718,03 Servilletas Masivos,2020-02-05,693634.13
4719,04 Pañuelos Masivos,2020-02-29,16820.17
4720,10 Toallas Femeninas,2020-10-07,254889.96
4721,05 Pañales Bebe,2021-03-03,1673653.71
4722,11 Toallas Húmedas,2021-03-31,111380.16
4723,01 Mascotas,2020-09-18,626.41
4724,03 Servilletas Masivos,2021-03-29,355662.51
4725,01 Mascotas,2020-03-16,25.9
4726,04 Pañuelos Masivos,2021-04-22,7017.86
4727,01 Higiénicos Masivos,2021-02-24,4803862.8
4728,03 Servilletas Masivos,2020-02-02,12069.91
4729,10 Toallas Femeninas,2021-04-11,4751.0
4730,38 Pañales Adultos,2020-12-05,106788.31
4731,11 Toallas Húmedas,2020-09-26,49561.05
4732,05 Pañales Bebe,2021-03-06,1852181.87
4733,04 Pañuelos Masivos,2020-03-03,24317.77
4734,03 Servilletas Masivos,2020-02-08,647861.4
4735,05 Pañales Bebe,2020-09-01,1518032.7
4736,01 Higiénicos Masivos,2020-01-06,6790520.95
4737,01 Higiénicos Masivos,2021-02-27,13393192.56
4738,38 Pañales Adultos,2021-06-09,80927.06
4739,10 Toallas Femeninas,2020-04-07,232488.88
4740,10 Toallas Femeninas,2020-10-10,205661.16
4741,02 Rollos de Cocina,2019-11-29,786128.08
4742,01 Mascarilla ,2021-01-24,832.8
4743,38 Pañales Adultos,2019-10-14,99698.38
4744,11 Toallas Húmedas,2021-04-03,38665.28
4745,01 Mascotas,2020-09-21,1041.86
4746,02 Rollos de Cocina,2021-01-23,1564650.36
4747,02 Rollos de Cocina,2020-06-02,1185048.87
4748,11 Toallas Húmedas,2021-03-28,3923.47
4749,38 Pañales Adultos,2020-06-05,53539.35
4750,03 Servilletas Masivos,2021-03-26,329116.49
4751,01 Mascotas,2020-03-13,39.01
4752,38 Pañales Adultos,2020-12-08,48013.88
4753,04 Pañuelos Masivos,2020-10-21,7814.26
4754,11 Toallas Húmedas,2020-09-29,67317.73
4755,01 Mascotas,2020-09-15,690.7
4756,05 Pañales Bebe,2020-02-28,2231679.04
4757,01 Higiénicos Masivos,2020-08-25,6382184.92
4758,02 Rollos de Cocina,2019-09-24,814553.81
4759,05 Pañales Bebe,2020-12-24,1130523.33
4760,10 Toallas Femeninas,2020-01-03,141276.24
4761,01 Higiénicos Masivos,2021-04-02,207540.87
4762,10 Toallas Femeninas,2020-07-07,214674.0
4763,05 Pañales Bebe,2019-11-02,1168720.78
4764,38 Pañales Adultos,2020-08-13,64436.22
4765,11 Toallas Húmedas,2020-12-01,40041.32
4766,38 Pañales Adultos,2021-02-15,68158.74
4767,02 Rollos de Cocina,2021-05-17,1200470.34
4768,01 Mascotas,2020-03-27,45.6
4769,01 Higiénicos Masivos,2020-02-06,5815391.63
4770,11 Toallas Húmedas,2020-12-04,53832.52
4771,04 Pañuelos Masivos,2021-01-20,8423.68
4772,01 Mascarilla ,2021-02-04,18819.55
4773,11 Toallas Húmedas,2021-06-08,88474.67
4774,01 Higiénicos Masivos,2020-02-12,5653474.68
4775,04 Pañuelos Masivos,2020-07-18,8627.86
4776,11 Toallas Húmedas,2019-10-13,2840.12
4777,01 Mascotas,2021-05-19,176.43
4778,02 Rollos de Cocina,2020-03-28,1266306.42
4779,03 Servilletas Masivos,2020-03-10,841955.48
4780,11 Toallas Húmedas,2019-10-16,41343.41
4781,04 Pañuelos Masivos,2020-01-17,27230.56
4782,05 Pañales Bebe,2020-12-27,71178.42
4783,10 Toallas Femeninas,2020-01-06,247780.0
4784,38 Pañales Adultos,2021-02-12,87252.08
4785,02 Rollos de Cocina,2019-09-21,748395.28
4786,04 Pañuelos Masivos,2020-07-21,6872.0
4787,03 Servilletas Masivos,2020-09-12,301672.37
4788,10 Toallas Femeninas,2019-12-31,256367.21
4789,11 Toallas Húmedas,2020-06-04,50543.58
4790,38 Pañales Adultos,2020-08-10,78332.8
4791,01 Mascotas,2020-03-30,5.76
4792,02 Rollos de Cocina,2021-05-14,1421112.93
4793,05 Pañales Bebe,2020-06-24,2718583.0
4794,11 Toallas Húmedas,2020-12-07,67975.01
4795,01 Mascotas,2020-03-24,45.6
4796,02 Rollos de Cocina,2021-05-20,1446986.68
4797,03 Servilletas Masivos,2021-05-02,514.24
4798,10 Toallas Femeninas,2021-02-24,246648.21
4799,01 Mascarilla ,2021-02-01,9484.53
4800,02 Rollos de Cocina,2020-03-25,923638.07
4801,01 Mascarilla ,2021-02-07,2862.75
4802,01 Higiénicos Masivos,2020-02-09,24268.78
4803,03 Servilletas Masivos,2020-03-07,665129.35
4804,03 Servilletas Masivos,2020-03-13,898467.31
4805,02 Rollos de Cocina,2020-05-19,1153389.68
4806,03 Servilletas Masivos,2021-05-05,257784.19
4807,10 Toallas Femeninas,2020-08-28,316488.17
4808,01 Mascotas,2021-05-25,318.92
4809,01 Mascotas,2020-11-20,1553.86
4810,02 Rollos de Cocina,2020-11-21,1151107.63
4811,38 Pañales Adultos,2021-02-09,73284.99
4812,04 Pañuelos Masivos,2020-07-24,18751.86
4813,10 Toallas Femeninas,2021-03-02,169728.68
4814,03 Servilletas Masivos,2021-05-11,364874.21
4815,05 Pañales Bebe,2020-06-27,2331643.15
4816,04 Pañuelos Masivos,2020-01-20,21701.15
4817,05 Pañales Bebe,2019-12-24,1052396.33
4818,01 Higiénicos Masivos,2021-04-08,4260191.69
4819,38 Pañales Adultos,2019-12-22,850.77
4820,03 Servilletas Masivos,2020-03-16,611069.05
4821,11 Toallas Húmedas,2020-04-10,258.64
4822,11 Toallas Húmedas,2019-10-07,52801.92
4823,03 Servilletas Masivos,2019-09-12,597412.23
4824,01 Higiénicos Masivos,2020-10-04,103157.2
4825,02 Rollos de Cocina,2020-11-18,1154550.56
4826,04 Pañuelos Masivos,2021-03-16,4645.66
4827,38 Pañales Adultos,2020-06-19,55587.3
4828,01 Mascotas,2020-11-17,2427.97
4829,11 Toallas Húmedas,2021-06-02,68998.77
4830,03 Servilletas Masivos,2021-05-08,284269.36
4831,02 Rollos de Cocina,2019-09-27,731967.18
4832,10 Toallas Femeninas,2020-08-31,356950.56
4833,38 Pañales Adultos,2019-12-16,40520.97
4834,03 Servilletas Masivos,2019-09-15,12230.19
4835,04 Pañuelos Masivos,2020-01-23,9885.6
4836,01 Mascotas,2020-11-23,2964.62
4837,10 Toallas Femeninas,2021-02-27,317030.85
4838,01 Higiénicos Masivos,2021-04-05,3580668.0
4839,02 Rollos de Cocina,2021-05-23,18414.66
4840,10 Toallas Femeninas,2021-03-05,199032.63
4841,05 Pañales Bebe,2020-06-30,3253375.82
4842,03 Servilletas Masivos,2019-09-09,584025.36
4843,05 Pañales Bebe,2019-12-27,2184615.54
4844,02 Rollos de Cocina,2020-11-15,32246.66
4845,11 Toallas Húmedas,2020-04-13,39249.13
4846,01 Higiénicos Masivos,2020-10-01,3352789.19
4847,11 Toallas Húmedas,2019-10-10,39943.78
4848,03 Servilletas Masivos,2020-11-03,332238.38
4849,38 Pañales Adultos,2019-12-19,57831.19
4850,11 Toallas Húmedas,2021-06-05,70028.24
4851,01 Mascotas,2021-05-22,37.96
4852,10 Toallas Femeninas,2020-01-09,230782.34
4853,04 Pañuelos Masivos,2021-03-13,5029.29
4854,10 Toallas Femeninas,2021-01-29,225352.82
4855,10 Toallas Femeninas,2019-12-05,153744.86
4856,02 Rollos de Cocina,2021-04-21,965950.78
4857,38 Pañales Adultos,2019-11-14,67902.12
4858,38 Pañales Adultos,2020-05-18,70105.72
4859,03 Servilletas Masivos,2021-04-03,107264.15
4860,11 Toallas Húmedas,2020-03-09,48941.31
4861,05 Pañales Bebe,2019-11-22,1929759.68
4862,10 Toallas Femeninas,2020-06-08,207081.01
4863,03 Servilletas Masivos,2021-04-12,304352.67
4864,05 Pañales Bebe,2020-05-29,1931641.03
4865,01 Mascotas,2020-10-22,2776.24
4866,03 Servilletas Masivos,2020-10-08,305579.76
4867,04 Pañuelos Masivos,2020-06-25,10248.22
4868,01 Mascotas,2021-04-26,160.32
4869,38 Pañales Adultos,2020-01-20,52759.85
4870,11 Toallas Húmedas,2019-11-05,49372.39
4871,02 Rollos de Cocina,2020-04-20,938264.51
4872,38 Pañales Adultos,2020-01-17,104798.33
4873,02 Rollos de Cocina,2020-10-20,1171376.87
4874,10 Toallas Femeninas,2021-02-01,156067.75
4875,38 Pañales Adultos,2020-07-21,77348.04
4876,01 Higiénicos Masivos,2020-09-05,4864513.67
4877,03 Servilletas Masivos,2021-04-06,318796.33
4878,05 Pañales Bebe,2019-11-25,2071671.82
4879,10 Toallas Femeninas,2020-07-30,245785.69
4880,02 Rollos de Cocina,2021-04-24,1335172.46
4881,01 Higiénicos Masivos,2021-03-10,3740565.56
4882,04 Pañuelos Masivos,2019-12-25,697.63
4883,05 Pañales Bebe,2021-01-19,2578315.39
4884,11 Toallas Húmedas,2020-05-12,55625.34
4885,03 Servilletas Masivos,2020-10-05,299509.07
4886,01 Mascotas,2020-10-19,1688.08
4887,02 Rollos de Cocina,2020-04-17,987522.84
4888,04 Pañuelos Masivos,2021-02-15,4739.53
4889,11 Toallas Húmedas,2019-11-08,56125.86
4890,04 Pañuelos Masivos,2021-02-12,5804.12
4891,05 Pañales Bebe,2019-11-28,2513424.45
4892,38 Pañales Adultos,2020-01-14,62993.1
4893,01 Higiénicos Masivos,2020-09-08,5697644.67
4894,11 Toallas Húmedas,2020-05-09,46718.31
4895,02 Rollos de Cocina,2020-10-23,1181555.32
4896,01 Higiénicos Masivos,2020-09-02,5395755.64
4897,10 Toallas Femeninas,2021-02-04,274507.52
4898,38 Pañales Adultos,2020-07-18,45693.74
4899,10 Toallas Femeninas,2020-08-02,5816.09
4900,38 Pañales Adultos,2021-03-10,86687.55
4901,03 Servilletas Masivos,2021-04-09,397891.87
4902,04 Pañuelos Masivos,2019-12-22,454.05
4903,01 Higiénicos Masivos,2021-03-07,56418.54
4904,11 Toallas Húmedas,2020-11-11,58855.59
4905,10 Toallas Femeninas,2020-08-05,186804.36
4906,02 Rollos de Cocina,2020-04-26,240960.8
4907,38 Pañales Adultos,2021-01-17,957.42
4908,01 Higiénicos Masivos,2020-03-12,8022038.31
4909,01 Mascotas,2021-06-17,199.17
4910,05 Pañales Bebe,2021-01-22,2395864.04
4911,04 Pañuelos Masivos,2021-02-18,6299.16
4912,01 Mascarilla ,2021-03-02,5533.79
4913,11 Toallas Húmedas,2019-09-14,43783.54
4914,10 Toallas Femeninas,2020-02-01,112241.19
4915,03 Servilletas Masivos,2020-04-05,431.42
4916,01 Higiénicos Masivos,2020-03-06,4865147.66
4917,05 Pañales Bebe,2019-12-01,10444.07
4918,03 Servilletas Masivos,2020-04-08,210271.14
4919,11 Toallas Húmedas,2020-05-06,52333.22
4920,05 Pañales Bebe,2021-01-25,2932076.15
4921,02 Rollos de Cocina,2019-10-23,770747.85
4922,02 Rollos de Cocina,2021-06-18,1058067.91
4923,38 Pañales Adultos,2020-07-15,73151.67
4924,11 Toallas Húmedas,2020-11-08,1595.56
4925,01 Mascotas,2020-04-22,283.77
4926,05 Pañales Bebe,2020-07-23,2004772.58
4927,01 Higiénicos Masivos,2019-09-05,6508095.67
4928,10 Toallas Femeninas,2020-01-29,207349.35
4929,04 Pañuelos Masivos,2020-08-19,4503.96
4930,11 Toallas Húmedas,2021-05-10,58931.03
4931,38 Pañales Adultos,2021-01-14,74846.23
4932,02 Rollos de Cocina,2019-10-20,179660.21
4933,10 Toallas Femeninas,2020-02-04,179792.78
4934,01 Higiénicos Masivos,2020-09-11,4109053.27
4935,01 Mascarilla ,2021-03-05,4685.94
4936,03 Servilletas Masivos,2020-10-11,960.51
4937,04 Pañuelos Masivos,2021-02-21,343.39
4938,01 Higiénicos Masivos,2020-03-09,5727363.53
4939,02 Rollos de Cocina,2020-04-23,1308849.2
4940,01 Higiénicos Masivos,2021-05-01,42195.68
4941,03 Servilletas Masivos,2020-04-11,115655.73
4942,05 Pañales Bebe,2020-07-20,2432018.26
4943,11 Toallas Húmedas,2020-11-05,54975.81
4944,01 Mascotas,2020-10-28,6022.32
4945,02 Rollos de Cocina,2021-06-15,1153414.58
4946,04 Pañuelos Masivos,2020-02-15,21105.6
4947,38 Pañales Adultos,2019-12-27,68984.95
4948,02 Rollos de Cocina,2021-03-09,1129589.62
4949,03 Servilletas Masivos,2020-11-11,382517.78
4950,03 Servilletas Masivos,2020-05-15,206670.14
4951,02 Rollos de Cocina,2020-09-13,18962.2
4952,04 Pañuelos Masivos,2020-05-16,3185.56
4953,38 Pañales Adultos,2021-04-19,59926.9
4954,38 Pañales Adultos,2020-02-26,145167.56
4955,10 Toallas Femeninas,2020-06-20,210668.45
4956,10 Toallas Femeninas,2019-11-01,43435.94
4957,05 Pañales Bebe,2019-10-19,2042832.8
4958,02 Rollos de Cocina,2020-09-07,1082333.98
4959,05 Pañales Bebe,2021-06-11,1834720.31
4960,05 Pañales Bebe,2020-04-22,1953121.43
4961,03 Servilletas Masivos,2021-05-19,316849.77
4962,02 Rollos de Cocina,2021-03-12,1463233.73
4963,01 Mascotas,2020-12-01,473.74
4964,01 Higiénicos Masivos,2020-04-15,8635171.63
4965,38 Pañales Adultos,2020-02-29,108299.55
4966,10 Toallas Femeninas,2021-06-24,151775.43
4967,11 Toallas Húmedas,2019-12-15,1838.08
4968,10 Toallas Femeninas,2020-12-20,10845.52
4969,01 Higiénicos Masivos,2020-10-18,84652.05
4970,01 Mascarilla ,2021-04-08,3842.05
4971,11 Toallas Húmedas,2021-02-08,77495.85
4972,03 Servilletas Masivos,2020-11-14,232068.42
4973,01 Mascotas,2020-05-29,113.88
4974,04 Pañuelos Masivos,2019-11-12,14925.96
4975,11 Toallas Húmedas,2020-06-18,69810.05
4976,05 Pañales Bebe,2020-04-16,2781801.82
4977,10 Toallas Femeninas,2020-12-26,166563.75
4978,38 Pañales Adultos,2020-02-23,1133.61
4979,38 Pañales Adultos,2021-04-16,88836.52
4980,01 Mascotas,2020-12-04,3786.65
4981,02 Rollos de Cocina,2020-09-10,1568910.27
4982,03 Servilletas Masivos,2019-09-23,618983.65
4983,11 Toallas Húmedas,2019-12-18,71084.61
4984,05 Pañales Bebe,2019-10-16,2777250.98
4985,01 Higiénicos Masivos,2020-04-12,3330.54
4986,02 Rollos de Cocina,2021-03-15,1228960.41
4987,04 Pañuelos Masivos,2019-11-15,9371.0
4988,03 Servilletas Masivos,2020-11-17,335490.49
4989,01 Mascotas,2020-06-01,52.71
4990,10 Toallas Femeninas,2020-12-23,175269.95
4991,01 Higiénicos Masivos,2020-10-15,4726398.29
4992,04 Pañuelos Masivos,2019-11-09,10786.99
4993,05 Pañales Bebe,2020-04-19,17689.98
4994,05 Pañales Bebe,2019-10-25,2313561.89
4995,01 Mascotas,2020-06-04,173.03
4996,38 Pañales Adultos,2020-02-20,33885.22
4997,02 Rollos de Cocina,2020-03-11,1594717.33
4998,04 Pañuelos Masivos,2021-01-09,6724.22
4999,11 Toallas Húmedas,2020-12-18,73693.51
5000,03 Servilletas Masivos,2020-05-21,275050.45
5001,01 Higiénicos Masivos,2019-10-18,5439384.13
5002,05 Pañales Bebe,2021-06-17,2373822.27
5003,10 Toallas Femeninas,2020-06-26,196622.03
5004,01 Higiénicos Masivos,2020-04-21,5960410.04
5005,01 Mascarilla ,2020-10-13,2856.44
5006,01 Mascarilla ,2021-04-14,2234.01
5007,10 Toallas Femeninas,2019-12-23,184605.61
5008,05 Pañales Bebe,2020-12-13,61919.84
5009,38 Pañales Adultos,2020-08-21,98800.27
5010,03 Servilletas Masivos,2019-11-17,83811.56
5011,04 Pañuelos Masivos,2019-11-18,11750.73
5012,01 Higiénicos Masivos,2021-06-10,4180028.47
5013,11 Toallas Húmedas,2020-06-12,59287.48
5014,38 Pañales Adultos,2020-08-27,63829.8
5015,04 Pañuelos Masivos,2020-07-10,7683.45
5016,11 Toallas Húmedas,2020-12-15,55383.68
5017,03 Servilletas Masivos,2020-11-20,335837.96
5018,01 Higiénicos Masivos,2021-06-07,3209819.61
5019,04 Pañuelos Masivos,2021-01-06,7441.5
5020,02 Rollos de Cocina,2021-05-06,1334611.38
5021,10 Toallas Femeninas,2020-06-23,225527.18
5022,04 Pañuelos Masivos,2021-01-12,5047.29
5023,02 Rollos de Cocina,2020-03-14,1886639.65
5024,01 Higiénicos Masivos,2019-10-15,5560036.63
5025,05 Pañales Bebe,2021-06-14,1872213.92
5026,05 Pañales Bebe,2019-10-22,2708878.35
5027,03 Servilletas Masivos,2019-11-14,572158.03
5028,03 Servilletas Masivos,2020-05-18,285946.66
5029,10 Toallas Femeninas,2020-06-29,185398.35
5030,01 Mascarilla ,2020-10-10,2489.55
5031,02 Rollos de Cocina,2020-09-16,1721984.73
5032,01 Higiénicos Masivos,2020-04-18,5394308.23
5033,02 Rollos de Cocina,2020-03-17,1384306.87
5034,01 Mascarilla ,2021-04-17,19844.42
5035,05 Pañales Bebe,2020-12-10,2204074.9
5036,11 Toallas Húmedas,2020-06-15,56498.97
5037,01 Higiénicos Masivos,2021-06-13,128278.9
5038,04 Pañuelos Masivos,2020-07-07,4666.99
5039,38 Pañales Adultos,2020-08-24,75737.48
5040,05 Pañales Bebe,2020-12-16,2199249.44
5041,01 Mascotas,2020-08-07,453.91
5042,04 Pañuelos Masivos,2021-04-29,8292.24
5043,38 Pañales Adultos,2019-11-02,65001.55
5044,38 Pañales Adultos,2021-06-28,5231.23
5045,02 Rollos de Cocina,2020-06-29,641375.15
5046,38 Pañales Adultos,2019-11-08,88333.6
5047,04 Pañuelos Masivos,2020-10-28,7261.08
5048,10 Toallas Femeninas,2020-10-17,197059.17
5049,01 Higiénicos Masivos,2019-12-30,8272366.15
5050,38 Pañales Adultos,2020-11-05,87871.02
5051,11 Toallas Húmedas,2020-10-06,50131.07
5052,05 Pañales Bebe,2021-02-27,6730003.45
5053,10 Toallas Femeninas,2021-06-06,4966.33
5054,01 Mascotas,2020-02-12,33.48
5055,01 Higiénicos Masivos,2021-02-17,3677844.69
5056,11 Toallas Húmedas,2020-04-03,31567.29
5057,03 Servilletas Masivos,2021-05-01,1500.51
5058,05 Pañales Bebe,2021-02-24,3422737.92
5059,01 Higiénicos Masivos,2020-06-30,9799220.6
5060,04 Pañuelos Masivos,2019-09-06,14316.24
5061,01 Mascotas,2020-02-15,160.34
5062,02 Rollos de Cocina,2020-01-04,603249.95
5063,01 Mascarilla ,2021-01-31,1745.61
5064,01 Higiénicos Masivos,2019-12-27,7067925.08
5065,10 Toallas Femeninas,2020-04-17,298200.76
5066,02 Rollos de Cocina,2020-07-08,923693.26
5067,11 Toallas Húmedas,2020-03-31,56044.05
5068,05 Pañales Bebe,2020-01-03,1627772.48
5069,03 Servilletas Masivos,2020-03-06,695515.18
5070,04 Pañuelos Masivos,2020-10-31,21675.74
5071,04 Pañuelos Masivos,2020-10-25,23.14
5072,10 Toallas Femeninas,2020-04-11,201997.66
5073,11 Toallas Húmedas,2020-10-03,39150.01
5074,03 Servilletas Masivos,2020-09-08,317411.27
5075,02 Rollos de Cocina,2020-01-01,27477.97
5076,38 Pañales Adultos,2020-11-02,40049.19
5077,03 Servilletas Masivos,2021-04-28,233242.45
5078,01 Mascarilla ,2021-01-28,13784.27
5079,38 Pañales Adultos,2020-04-30,81338.54
5080,04 Pañuelos Masivos,2020-04-28,4565.74
5081,04 Pañuelos Masivos,2019-09-09,10197.72
5082,03 Servilletas Masivos,2019-09-05,723645.11
5083,05 Pañales Bebe,2021-02-21,80025.96
5084,01 Mascarilla ,2021-02-03,15500.17
5085,10 Toallas Femeninas,2020-04-14,228638.23
5086,01 Mascotas,2021-04-05,120.69
5087,03 Servilletas Masivos,2020-03-09,669230.38
5088,01 Higiénicos Masivos,2019-12-24,3652744.66
5089,02 Rollos de Cocina,2020-07-05,40899.34
5090,11 Toallas Húmedas,2020-06-09,56465.98
5091,04 Pañuelos Masivos,2021-06-23,4629.05
5092,03 Servilletas Masivos,2021-05-07,248982.05
5093,02 Rollos de Cocina,2021-02-25,1236001.22
5094,05 Pañales Bebe,2020-08-31,3153951.34
5095,01 Higiénicos Masivos,2021-02-26,8157745.42
5096,10 Toallas Femeninas,2020-12-08,193714.78
5097,01 Mascotas,2020-10-07,427.17
5098,10 Toallas Femeninas,2019-10-20,44206.25
5099,11 Toallas Húmedas,2020-06-03,40443.42
5100,04 Pañuelos Masivos,2020-11-03,4235.34
5101,01 Mascarilla ,2020-11-28,2974.92
5102,05 Pañales Bebe,2020-08-25,2044546.76
5103,04 Pañuelos Masivos,2020-05-01,278.0
5104,10 Toallas Femeninas,2021-06-12,206145.79
5105,11 Toallas Húmedas,2020-12-06,5150.18
5106,10 Toallas Femeninas,2019-10-14,230665.38
5107,01 Higiénicos Masivos,2021-02-20,3617040.19
5108,04 Pañuelos Masivos,2020-05-04,3373.3
5109,38 Pañales Adultos,2020-07-03,94559.71
5110,01 Mascarilla ,2021-06-02,20324.18
5111,03 Servilletas Masivos,2019-09-08,12832.09
5112,03 Servilletas Masivos,2020-11-02,252089.52
5113,04 Pañuelos Masivos,2019-10-31,33102.64
5114,04 Pañuelos Masivos,2021-06-26,5273.89
5115,38 Pañales Adultos,2020-07-09,48878.39
5116,03 Servilletas Masivos,2020-03-12,937587.14
5117,11 Toallas Húmedas,2019-12-03,25940.05
5118,01 Higiénicos Masivos,2020-01-02,2559432.15
5119,10 Toallas Femeninas,2021-06-09,173677.21
5120,01 Mascotas,2021-04-08,672.29
5121,05 Pañales Bebe,2020-08-28,2363576.71
5122,02 Rollos de Cocina,2021-02-28,538231.19
5123,11 Toallas Húmedas,2020-06-06,61171.59
5124,03 Servilletas Masivos,2020-10-30,308086.21
5125,10 Toallas Femeninas,2021-06-15,182229.3
5126,01 Mascotas,2021-04-14,308.38
5127,01 Mascotas,2020-10-10,2789.23
5128,05 Pañales Bebe,2021-03-02,1507835.73
5129,03 Servilletas Masivos,2021-05-04,444611.15
5130,01 Mascarilla ,2020-12-01,1078.58
5131,02 Rollos de Cocina,2020-01-07,910496.52
5132,10 Toallas Femeninas,2019-10-17,235922.22
5133,01 Higiénicos Masivos,2021-02-23,4546310.33
5134,03 Servilletas Masivos,2019-09-11,623933.91
5135,01 Mascarilla ,2021-06-05,1526.16
5136,01 Mascotas,2020-02-18,23.11
5137,01 Higiénicos Masivos,2020-08-21,5700533.03
5138,02 Rollos de Cocina,2021-03-03,969965.78
5139,38 Pañales Adultos,2020-07-06,96966.98
5140,05 Pañales Bebe,2020-02-24,1605497.79
5141,38 Pañales Adultos,2020-01-02,42300.32
5142,10 Toallas Femeninas,2020-04-20,228635.97
5143,01 Mascarilla ,2020-12-04,1673.83
5144,03 Servilletas Masivos,2019-09-14,600128.86
5145,02 Rollos de Cocina,2020-02-28,879843.01
5146,38 Pañales Adultos,2021-01-02,18705.31
5147,04 Pañuelos Masivos,2020-12-28,7200.4
5148,05 Pañales Bebe,2020-03-04,1904092.77
5149,10 Toallas Femeninas,2020-12-14,227952.12
5150,01 Mascotas,2020-10-13,786.13
5151,02 Rollos de Cocina,2020-09-01,1029064.36
5152,03 Servilletas Masivos,2020-11-08,12766.89
5153,38 Pañales Adultos,2021-01-05,79328.56
5154,03 Servilletas Masivos,2020-05-06,249741.2
5155,01 Higiénicos Masivos,2020-02-26,5292859.38
5156,05 Pañales Bebe,2020-02-27,1657092.95
5157,11 Toallas Húmedas,2021-06-04,79304.47
5158,01 Higiénicos Masivos,2020-08-30,37727.3
5159,11 Toallas Húmedas,2019-10-09,39681.53
5160,10 Toallas Femeninas,2020-06-11,233220.47
5161,01 Higiénicos Masivos,2020-08-24,4526442.94
5162,38 Pañales Adultos,2019-11-11,78551.79
5163,04 Pañuelos Masivos,2019-11-06,19039.56
5164,02 Rollos de Cocina,2021-03-06,1111781.17
5165,05 Pañales Bebe,2021-04-23,1389604.35
5166,01 Mascarilla ,2020-12-07,1097.86
5167,01 Higiénicos Masivos,2020-02-23,51003.75
5168,02 Rollos de Cocina,2020-03-02,648641.13
5169,11 Toallas Húmedas,2020-11-30,120396.53
5170,38 Pañales Adultos,2020-12-30,133959.45
5171,11 Toallas Húmedas,2020-12-03,57175.42
5172,04 Pañuelos Masivos,2020-12-25,262.08
5173,10 Toallas Femeninas,2020-12-11,166767.27
5174,01 Mascotas,2020-10-16,679.92
5175,04 Pañuelos Masivos,2020-05-07,1612.98
5176,38 Pañales Adultos,2020-06-30,128269.59
5177,04 Pañuelos Masivos,2020-02-17,7456.13
5178,11 Toallas Húmedas,2020-01-26,412.69
5179,02 Rollos de Cocina,2020-05-21,1116826.48
5180,10 Toallas Femeninas,2021-03-27,266986.6
5181,38 Pañales Adultos,2019-10-26,48396.52
5182,04 Pañuelos Masivos,2021-04-13,3682.78
5183,03 Servilletas Masivos,2021-03-20,251245.84
5184,01 Higiénicos Masivos,2019-11-18,5300973.71
5185,01 Mascotas,2021-01-30,922.36
5186,05 Pañales Bebe,2020-07-14,2175013.05
5187,10 Toallas Femeninas,2020-09-28,288898.14
5188,01 Mascarilla ,2021-01-15,8190.1
5189,11 Toallas Húmedas,2019-09-26,45207.41
5190,05 Pañales Bebe,2021-01-16,2526120.43
5191,10 Toallas Femeninas,2020-03-26,120505.37
5192,11 Toallas Húmedas,2021-05-19,71788.89
5193,02 Rollos de Cocina,2019-11-20,1034387.46
5194,03 Servilletas Masivos,2020-01-27,630956.66
5195,10 Toallas Femeninas,2020-10-01,160345.99
5196,38 Pañales Adultos,2020-12-17,63007.38
5197,01 Higiénicos Masivos,2021-01-06,5514698.51
5198,01 Mascarilla ,2021-01-12,4394.67
5199,04 Pañuelos Masivos,2020-10-12,5174.88
5200,01 Mascotas,2020-07-31,723.06
5201,11 Toallas Húmedas,2020-11-14,58324.14
5202,02 Rollos de Cocina,2021-01-14,1313932.98
5203,38 Pañales Adultos,2021-06-21,73804.24
5204,01 Higiénicos Masivos,2019-11-15,6499319.28
5205,11 Toallas Húmedas,2019-09-23,53686.19
5206,02 Rollos de Cocina,2021-01-11,1487236.89
5207,38 Pañales Adultos,2019-10-23,86917.74
5208,04 Pañuelos Masivos,2021-04-16,4514.12
5209,03 Servilletas Masivos,2021-03-23,381392.69
5210,05 Pañales Bebe,2020-07-11,2112702.83
5211,03 Servilletas Masivos,2021-03-17,264119.21
5212,05 Pañales Bebe,2021-01-13,3938011.88
5213,38 Pañales Adultos,2020-12-14,67190.74
5214,01 Mascotas,2020-08-03,284.01
5215,10 Toallas Femeninas,2020-03-29,4218.45
5216,02 Rollos de Cocina,2019-11-23,648182.65
5217,04 Pañuelos Masivos,2021-04-19,4499.0
5218,01 Higiénicos Masivos,2021-01-09,5246963.2
5219,03 Servilletas Masivos,2020-09-15,303789.77
5220,11 Toallas Húmedas,2020-11-17,50110.57
5221,11 Toallas Húmedas,2021-05-22,71872.67
5222,38 Pañales Adultos,2021-06-18,52757.01
5223,10 Toallas Femeninas,2021-04-02,16400.31
5224,05 Pañales Bebe,2020-01-10,2570181.22
5225,01 Higiénicos Masivos,2020-07-07,5442471.05
5226,01 Mascarilla ,2021-01-21,10774.14
5227,10 Toallas Femeninas,2019-10-01,140170.24
5228,05 Pañales Bebe,2021-03-09,2227304.17
5229,38 Pañales Adultos,2021-06-12,177537.58
5230,11 Toallas Húmedas,2020-03-24,28735.65
5231,38 Pañales Adultos,2019-10-20,3180.21
5232,11 Toallas Húmedas,2021-05-13,90932.37
5233,10 Toallas Femeninas,2020-04-04,149423.76
5234,01 Higiénicos Masivos,2020-01-09,6369234.96
5235,11 Toallas Húmedas,2019-09-20,42921.18
5236,38 Pañales Adultos,2020-04-20,52698.32
5237,02 Rollos de Cocina,2020-07-18,1239894.66
5238,04 Pañuelos Masivos,2020-04-15,7261.14
5239,38 Pañales Adultos,2020-10-23,107054.28
